auto_candidate,relation,fib_level,timeframe,horizon,n_events,mean_forward_return,mean_mfe,mean_mae,rate_close_on_approach_side,rate_crossed_back,mean_pre_bars_approaching_level,mean_pre_distance_atr_norm,mean_pre_approach_choppiness,mean_at_wick_through_level,mean_at_close_distance_atr_norm,mean_post_bars_on_break_side,mean_post_retest_count,mean_post_remained_near_level_rate
continuation_candidate,above,0.618,1d,10,1,-0.067195,0.147843,0.021994,0.0,1.0,50,2.253909,10.270956,5685.512,0.14707,93,10,0.07
continuation_candidate,above,0.618,1d,20,1,-0.028921,0.147843,0.021994,0.0,1.0,50,2.253909,10.270956,5685.512,0.14707,93,10,0.07
continuation_candidate,above,0.618,1d,5,1,-0.033697,0.062798,0.021994,0.0,1.0,50,2.253909,10.270956,5685.512,0.14707,93,10,0.07
continuation_candidate,above,0.618,1d,50,1,-0.0448,0.147843,0.021994,0.0,1.0,50,2.253909,10.270956,5685.512,0.14707,93,10,0.07
continuation_candidate,above,1,1d,10,1,-0.039317,0.05282,0.016902,0.0,1.0,5,7.920636,3.224626,2830.0,0.830373,24,11,0.13
continuation_candidate,above,1,1d,20,1,-0.029947,0.076612,0.016902,0.0,1.0,5,7.920636,3.224626,2830.0,0.830373,24,11,0.13
continuation_candidate,above,1,1d,5,1,-0.044369,0.049605,0.016902,0.0,1.0,5,7.920636,3.224626,2830.0,0.830373,24,11,0.13
continuation_candidate,above,1,1d,50,1,0.10068,0.094442,0.130994,1.0,1.0,5,7.920636,3.224626,2830.0,0.830373,24,11,0.13
continuation_candidate,cross,0.382,1d,10,2,-0.025749,0.140989,0.025261,0.0,0.5,30.5,1.516138,252.400656,2214.488,0.134329,98.5,1,0.0
continuation_candidate,cross,0.382,1d,20,2,-0.001961,0.252943,0.025261,0.0,0.5,30.5,1.516138,252.400656,2214.488,0.134329,98.5,1,0.0
continuation_candidate,cross,0.382,1d,5,2,0.0273,0.079425,0.025261,0.0,0.5,30.5,1.516138,252.400656,2214.488,0.134329,98.5,1,0.0
continuation_candidate,cross,0.382,1d,50,2,0.061811,0.292726,0.025261,0.0,0.5,30.5,1.516138,252.400656,2214.488,0.134329,98.5,1,0.0
continuation_candidate,cross,0.5,1d,10,2,-0.004736,0.065675,0.024164,0.0,0.0,32,1.383984,48.131799,3081.5,0.831064,100,1.5,0.0
continuation_candidate,cross,0.5,1d,20,2,-0.052231,0.226189,0.024164,0.0,0.0,32,1.383984,48.131799,3081.5,0.831064,100,1.5,0.0
continuation_candidate,cross,0.5,1d,5,2,-0.007669,0.026749,0.024164,0.0,0.0,32,1.383984,48.131799,3081.5,0.831064,100,1.5,0.0
continuation_candidate,cross,0.5,1d,50,2,-0.021118,0.259508,0.024164,0.0,0.0,32,1.383984,48.131799,3081.5,0.831064,100,1.5,0.0
continuation_candidate,cross,0.786,1d,10,1,0.0304,0.031949,0.02401,0.0,0.0,50,3.588879,6.783789,4627.224,1.325461,100,1,0.0
continuation_candidate,cross,0.786,1d,20,1,0.043276,0.083164,0.02401,0.0,0.0,50,3.588879,6.783789,4627.224,1.325461,100,1,0.0
continuation_candidate,cross,0.786,1d,5,1,0.008229,0.022945,0.02401,0.0,0.0,50,3.588879,6.783789,4627.224,1.325461,100,1,0.0
continuation_candidate,cross,0.786,1d,50,1,0.036886,0.083164,0.045609,0.0,0.0,50,3.588879,6.783789,4627.224,1.325461,100,1,0.0
continuation_candidate,cross,1,1d,10,2,0.007385,0.049612,0.026494,0.0,0.5,29.5,8.129862,3.008687,2860.0,0.143383,49,12,0.105
continuation_candidate,cross,1,1d,20,2,-0.00608,0.049612,0.051867,0.5,1.0,29.5,8.129862,3.008687,2860.0,0.143383,49,12,0.105
continuation_candidate,cross,1,1d,5,2,0.002859,0.037347,0.026494,0.0,0.5,29.5,8.129862,3.008687,2860.0,0.143383,49,12,0.105
continuation_candidate,cross,1,1d,50,2,0.068114,0.058803,0.119894,0.5,1.0,29.5,8.129862,3.008687,2860.0,0.143383,49,12,0.105
continuation_candidate,touch,0.236,1d,10,1,-0.166898,0.286486,0.000142,0.0,0.0,50,2.896414,6.831061,2640.024,0.779373,99,3,0.01
continuation_candidate,touch,0.236,1d,20,1,-0.203512,0.286486,0.000142,0.0,0.0,50,2.896414,6.831061,2640.024,0.779373,99,3,0.01
continuation_candidate,touch,0.236,1d,5,1,-0.13,0.143712,0.000142,0.0,0.0,50,2.896414,6.831061,2640.024,0.779373,99,3,0.01
continuation_candidate,touch,0.236,1d,50,1,-0.181821,0.286486,0.000142,0.0,0.0,50,2.896414,6.831061,2640.024,0.779373,99,3,0.01
continuation_candidate,touch,0.5,1d,10,2,-0.004815,0.092255,0.003995,0.5,0.5,35.5,4.867752,5.293233,2790.5,0.430563,44,19,0.135
continuation_candidate,touch,0.5,1d,20,2,-0.015914,0.109948,0.021782,1.0,1.0,35.5,4.867752,5.293233,2790.5,0.430563,44,19,0.135
continuation_candidate,touch,0.5,1d,5,2,-0.025773,0.092255,0.003795,0.0,0.5,35.5,4.867752,5.293233,2790.5,0.430563,44,19,0.135
continuation_candidate,touch,0.5,1d,50,2,-0.132139,0.109948,0.174031,1.0,1.0,35.5,4.867752,5.293233,2790.5,0.430563,44,19,0.135
continuation_candidate,touch,0.786,1d,10,1,-0.128517,0.190477,0.000811,0.0,0.0,50,2.913069,8.351443,4437.224,0.068307,100,1,0.0
continuation_candidate,touch,0.786,1d,20,1,-0.063923,0.190477,0.000811,0.0,0.0,50,2.913069,8.351443,4437.224,0.068307,100,1,0.0
continuation_candidate,touch,0.786,1d,5,1,-0.066567,0.104468,0.000811,0.0,0.0,50,2.913069,8.351443,4437.224,0.068307,100,1,0.0
continuation_candidate,touch,0.786,1d,50,1,-0.098489,0.190477,0.000811,0.0,0.0,50,2.913069,8.351443,4437.224,0.068307,100,1,0.0
continuation_candidate,touch,1,1d,10,1,-0.064828,0.081585,0.006931,0.0,0.0,50,1.352743,17.041494,4500.0,0.115067,100,3,0.01
continuation_candidate,touch,1,1d,20,1,-0.185013,0.242956,0.006931,0.0,0.0,50,1.352743,17.041494,4500.0,0.115067,100,3,0.01
continuation_candidate,touch,1,1d,5,1,-0.04009,0.072265,0.006557,0.0,0.0,50,1.352743,17.041494,4500.0,0.115067,100,3,0.01
continuation_candidate,touch,1,1d,50,1,-0.180377,0.242956,0.006931,0.0,0.0,50,1.352743,17.041494,4500.0,0.115067,100,3,0.01
failure_candidate,below,0.618,1d,10,1,0.038023,0.01696,0.049026,0.0,1.0,50,0.290709,87.496482,7196.488,0.261635,97,9,0.1
failure_candidate,below,0.618,1d,20,1,0.102005,0.01696,0.132003,0.0,1.0,50,0.290709,87.496482,7196.488,0.261635,97,9,0.1
failure_candidate,below,0.618,1d,5,1,0.004768,0.01696,0.026516,1.0,1.0,50,0.290709,87.496482,7196.488,0.261635,97,9,0.1
failure_candidate,below,0.618,1d,50,1,0.163608,0.01696,0.198642,0.0,1.0,50,0.290709,87.496482,7196.488,0.261635,97,9,0.1
failure_candidate,cross,0.5,1d,10,1,-0.014406,0.072694,0.042656,1.0,1.0,6,8.368895,2.903701,3992.0,0.022935,27,25,0.21
failure_candidate,cross,0.5,1d,20,1,-0.029089,0.072694,0.045041,1.0,1.0,6,8.368895,2.903701,3992.0,0.022935,27,25,0.21
failure_candidate,cross,0.5,1d,5,1,-0.045681,0.072694,0.027941,1.0,1.0,6,8.368895,2.903701,3992.0,0.022935,27,25,0.21
failure_candidate,cross,0.5,1d,50,1,0.054358,0.072694,0.080201,0.0,1.0,6,8.368895,2.903701,3992.0,0.022935,27,25,0.21
failure_candidate,cross,0.618,1d,10,1,-0.059218,0.083572,0.0272,1.0,1.0,50,1.099952,19.492586,3254.488,0.407564,4,2,0.01
failure_candidate,cross,0.618,1d,20,1,-0.172194,0.212011,0.0272,1.0,1.0,50,1.099952,19.492586,3254.488,0.407564,4,2,0.01
failure_candidate,cross,0.618,1d,5,1,-0.01688,0.0175,0.0272,1.0,1.0,50,1.099952,19.492586,3254.488,0.407564,4,2,0.01
failure_candidate,cross,0.618,1d,50,1,-0.237153,0.369088,0.0272,1.0,1.0,50,1.099952,19.492586,3254.488,0.407564,4,2,0.01
failure_candidate,cross,1,1d,10,1,0.108384,0.121507,0.006137,1.0,0.0,6,1.746133,14.025057,1270.0,0.171034,0,1,0.0
failure_candidate,cross,1,1d,20,1,0.10895,0.162387,0.006137,1.0,0.0,6,1.746133,14.025057,1270.0,0.171034,0,1,0.0
failure_candidate,cross,1,1d,5,1,0.032666,0.045128,0.006137,1.0,0.0,6,1.746133,14.025057,1270.0,0.171034,0,1,0.0
failure_candidate,cross,1,1d,50,1,0.081005,0.167296,0.006137,1.0,0.0,6,1.746133,14.025057,1270.0,0.171034,0,1,0.0
failure_candidate,touch,0.236,1d,10,1,0.008373,0.026085,0.111412,1.0,1.0,21,4.071953,6.822297,2576.024,0.515622,4,4,0.01
failure_candidate,touch,0.236,1d,20,1,0.120691,0.127943,0.111412,1.0,1.0,21,4.071953,6.822297,2576.024,0.515622,4,4,0.01
failure_candidate,touch,0.236,1d,5,1,-0.015505,0.004497,0.111412,1.0,1.0,21,4.071953,6.822297,2576.024,0.515622,4,4,0.01
failure_candidate,touch,0.236,1d,50,1,0.282651,0.334415,0.111412,1.0,1.0,21,4.071953,6.822297,2576.024,0.515622,4,4,0.01
failure_candidate,touch,0.382,1d,10,1,0.041372,0.072505,0.069096,1.0,1.0,50,6.368844,3.577274,6375.488,0.016874,38,18,0.12
failure_candidate,touch,0.382,1d,20,1,0.059916,0.090347,0.069096,1.0,1.0,50,6.368844,3.577274,6375.488,0.016874,38,18,0.12
failure_candidate,touch,0.382,1d,5,1,0.007982,0.029117,0.069096,1.0,1.0,50,6.368844,3.577274,6375.488,0.016874,38,18,0.12
failure_candidate,touch,0.382,1d,50,1,0.043826,0.090347,0.069096,1.0,1.0,50,6.368844,3.577274,6375.488,0.016874,38,18,0.12
reaction_candidate,above,1,1d,10,1,-0.034286,0.087143,0.087143,0.0,1.0,50,0.956144,22.197802,5370.0,0.564755,96,4,0.02
reaction_candidate,above,1,1d,20,1,-0.155318,0.180756,0.180756,0.0,1.0,50,0.956144,22.197802,5370.0,0.564755,96,4,0.02
reaction_candidate,above,1,1d,5,1,-0.063963,0.087143,0.087143,0.0,1.0,50,0.956144,22.197802,5370.0,0.564755,96,4,0.02
reaction_candidate,above,1,1d,50,1,-0.186719,0.255097,0.255097,0.0,1.0,50,0.956144,22.197802,5370.0,0.564755,96,4,0.02
reaction_candidate,below,0.382,1d,10,1,0.131952,0.145183,0.145183,0.0,1.0,18,1.925864,14.501818,3145.512,0.799313,95,1,0.01
reaction_candidate,below,0.382,1d,20,1,0.135334,0.170294,0.170294,0.0,1.0,18,1.925864,14.501818,3145.512,0.799313,95,1,0.01
