rank_in_candidate_horizon,sample_flag,auto_candidate,horizon,relation,fib_level,timeframe,n_events,mean_mfe,mean_mae,mean_post_bars_on_break_side,mean_forward_return,rate_close_on_approach_side,rate_crossed_back,mean_post_retest_count,mean_post_remained_near_level_rate,mean_pre_bars_approaching_level,mean_pre_distance_atr_norm,mean_pre_approach_choppiness,mean_at_wick_through_level,mean_at_close_distance_atr_norm
2,LOW SAMPLE,continuation_candidate,10,touch,0.786,1d,1,0.190477,0.000811,100,-0.128517,0.0,0.0,1,0.0,50,2.913069,8.351443,4437.224,0.068307
3,LOW SAMPLE,continuation_candidate,10,above,0.618,1d,1,0.147843,0.021994,93,-0.067195,0.0,1.0,10,0.07,50,2.253909,10.270956,5685.512,0.14707
4,LOW SAMPLE,continuation_candidate,10,cross,0.382,1d,2,0.140989,0.025261,98.5,-0.025749,0.0,0.5,1,0.0,30.5,1.516138,252.400656,2214.488,0.134329
5,LOW SAMPLE,continuation_candidate,10,touch,0.5,1d,2,0.092255,0.003995,44,-0.004815,0.5,0.5,19,0.135,35.5,4.867752,5.293233,2790.5,0.430563
6,LOW SAMPLE,continuation_candidate,10,touch,1,1d,1,0.081585,0.006931,100,-0.064828,0.0,0.0,3,0.01,50,1.352743,17.041494,4500.0,0.115067
7,LOW SAMPLE,continuation_candidate,10,cross,0.5,1d,2,0.065675,0.024164,100,-0.004736,0.0,0.0,1.5,0.0,32,1.383984,48.131799,3081.5,0.831064
8,LOW SAMPLE,continuation_candidate,10,above,1,1d,1,0.05282,0.016902,24,-0.039317,0.0,1.0,11,0.13,5,7.920636,3.224626,2830.0,0.830373
9,LOW SAMPLE,continuation_candidate,10,cross,1,1d,2,0.049612,0.026494,49,0.007385,0.0,0.5,12,0.105,29.5,8.129862,3.008687,2860.0,0.143383
10,LOW SAMPLE,continuation_candidate,10,cross,0.786,1d,1,0.031949,0.02401,100,0.0304,0.0,0.0,1,0.0,50,3.588879,6.783789,4627.224,1.325461
1,LOW SAMPLE,continuation_candidate,20,touch,0.236,1d,1,0.286486,0.000142,99,-0.203512,0.0,0.0,3,0.01,50,2.896414,6.831061,2640.024,0.779373
2,LOW SAMPLE,continuation_candidate,20,cross,0.382,1d,2,0.252943,0.025261,98.5,-0.001961,0.0,0.5,1,0.0,30.5,1.516138,252.400656,2214.488,0.134329
3,LOW SAMPLE,continuation_candidate,20,touch,1,1d,1,0.242956,0.006931,100,-0.185013,0.0,0.0,3,0.01,50,1.352743,17.041494,4500.0,0.115067
4,LOW SAMPLE,continuation_candidate,20,cross,0.5,1d,2,0.226189,0.024164,100,-0.052231,0.0,0.0,1.5,0.0,32,1.383984,48.131799,3081.5,0.831064
5,LOW SAMPLE,continuation_candidate,20,touch,0.786,1d,1,0.190477,0.000811,100,-0.063923,0.0,0.0,1,0.0,50,2.913069,8.351443,4437.224,0.068307
6,LOW SAMPLE,continuation_candidate,20,above,0.618,1d,1,0.147843,0.021994,93,-0.028921,0.0,1.0,10,0.07,50,2.253909,10.270956,5685.512,0.14707
7,LOW SAMPLE,continuation_candidate,20,touch,0.5,1d,2,0.109948,0.021782,44,-0.015914,1.0,1.0,19,0.135,35.5,4.867752,5.293233,2790.5,0.430563
8,LOW SAMPLE,continuation_candidate,20,cross,0.786,1d,1,0.083164,0.02401,100,0.043276,0.0,0.0,1,0.0,50,3.588879,6.783789,4627.224,1.325461
9,LOW SAMPLE,continuation_candidate,20,above,1,1d,1,0.076612,0.016902,24,-0.029947,0.0,1.0,11,0.13,5,7.920636,3.224626,2830.0,0.830373
10,LOW SAMPLE,continuation_candidate,20,cross,1,1d,2,0.049612,0.051867,49,-0.00608,0.5,1.0,12,0.105,29.5,8.129862,3.008687,2860.0,0.143383
1,LOW SAMPLE,continuation_candidate,50,cross,0.382,1d,2,0.292726,0.025261,98.5,0.061811,0.0,0.5,1,0.0,30.5,1.516138,252.400656,2214.488,0.134329
2,LOW SAMPLE,continuation_candidate,50,touch,0.236,1d,1,0.286486,0.000142,99,-0.181821,0.0,0.0,3,0.01,50,2.896414,6.831061,2640.024,0.779373
3,LOW SAMPLE,continuation_candidate,50,cross,0.5,1d,2,0.259508,0.024164,100,-0.021118,0.0,0.0,1.5,0.0,32,1.383984,48.131799,3081.5,0.831064
4,LOW SAMPLE,continuation_candidate,50,touch,1,1d,1,0.242956,0.006931,100,-0.180377,0.0,0.0,3,0.01,50,1.352743,17.041494,4500.0,0.115067
5,LOW SAMPLE,continuation_candidate,50,touch,0.786,1d,1,0.190477,0.000811,100,-0.098489,0.0,0.0,1,0.0,50,2.913069,8.351443,4437.224,0.068307
6,LOW SAMPLE,continuation_candidate,50,above,0.618,1d,1,0.147843,0.021994,93,-0.0448,0.0,1.0,10,0.07,50,2.253909,10.270956,5685.512,0.14707
7,LOW SAMPLE,continuation_candidate,50,touch,0.5,1d,2,0.109948,0.174031,44,-0.132139,1.0,1.0,19,0.135,35.5,4.867752,5.293233,2790.5,0.430563
8,LOW SAMPLE,continuation_candidate,50,above,1,1d,1,0.094442,0.130994,24,0.10068,1.0,1.0,11,0.13,5,7.920636,3.224626,2830.0,0.830373
9,LOW SAMPLE,continuation_candidate,50,cross,0.786,1d,1,0.083164,0.045609,100,0.036886,0.0,0.0,1,0.0,50,3.588879,6.783789,4627.224,1.325461
10,LOW SAMPLE,continuation_candidate,50,cross,1,1d,2,0.058803,0.119894,49,0.068114,0.5,1.0,12,0.105,29.5,8.129862,3.008687,2860.0,0.143383
1,LOW SAMPLE,failure_candidate,5,cross,0.5,1d,1,0.072694,0.027941,27,-0.045681,1.0,1.0,25,0.21,6,8.368895,2.903701,3992.0,0.022935
2,LOW SAMPLE,failure_candidate,5,cross,1,1d,1,0.045128,0.006137,0,0.032666,1.0,0.0,1,0.0,6,1.746133,14.025057,1270.0,0.171034
3,LOW SAMPLE,failure_candidate,5,touch,0.382,1d,1,0.029117,0.069096,38,0.007982,1.0,1.0,18,0.12,50,6.368844,3.577274,6375.488,0.016874
4,LOW SAMPLE,failure_candidate,5,cross,0.618,1d,1,0.0175,0.0272,4,-0.01688,1.0,1.0,2,0.01,50,1.099952,19.492586,3254.488,0.407564
5,LOW SAMPLE,failure_candidate,5,below,0.618,1d,1,0.01696,0.026516,97,0.004768,1.0,1.0,9,0.1,50,0.290709,87.496482,7196.488,0.261635
6,LOW SAMPLE,failure_candidate,5,touch,0.236,1d,1,0.004497,0.111412,4,-0.015505,1.0,1.0,4,0.01,21,4.071953,6.822297,2576.024,0.515622
1,LOW SAMPLE,failure_candidate,10,cross,1,1d,1,0.121507,0.006137,0,0.108384,1.0,0.0,1,0.0,6,1.746133,14.025057,1270.0,0.171034
2,LOW SAMPLE,failure_candidate,10,cross,0.618,1d,1,0.083572,0.0272,4,-0.059218,1.0,1.0,2,0.01,50,1.099952,19.492586,3254.488,0.407564
3,LOW SAMPLE,failure_candidate,10,cross,0.5,1d,1,0.072694,0.042656,27,-0.014406,1.0,1.0,25,0.21,6,8.368895,2.903701,3992.0,0.022935
4,LOW SAMPLE,failure_candidate,10,touch,0.382,1d,1,0.072505,0.069096,38,0.041372,1.0,1.0,18,0.12,50,6.368844,3.577274,6375.488,0.016874
5,LOW SAMPLE,failure_candidate,10,touch,0.236,1d,1,0.026085,0.111412,4,0.008373,1.0,1.0,4,0.01,21,4.071953,6.822297,2576.024,0.515622
6,LOW SAMPLE,failure_candidate,10,below,0.618,1d,1,0.01696,0.049026,97,0.038023,0.0,1.0,9,0.1,50,0.290709,87.496482,7196.488,0.261635
1,LOW SAMPLE,failure_candidate,20,cross,0.618,1d,1,0.212011,0.0272,4,-0.172194,1.0,1.0,2,0.01,50,1.099952,19.492586,3254.488,0.407564
2,LOW SAMPLE,failure_candidate,20,cross,1,1d,1,0.162387,0.006137,0,0.10895,1.0,0.0,1,0.0,6,1.746133,14.025057,1270.0,0.171034
3,LOW SAMPLE,failure_candidate,20,touch,0.236,1d,1,0.127943,0.111412,4,0.120691,1.0,1.0,4,0.01,21,4.071953,6.822297,2576.024,0.515622
4,LOW SAMPLE,failure_candidate,20,touch,0.382,1d,1,0.090347,0.069096,38,0.059916,1.0,1.0,18,0.12,50,6.368844,3.577274,6375.488,0.016874
5,LOW SAMPLE,failure_candidate,20,cross,0.5,1d,1,0.072694,0.045041,27,-0.029089,1.0,1.0,25,0.21,6,8.368895,2.903701,3992.0,0.022935
6,LOW SAMPLE,failure_candidate,20,below,0.618,1d,1,0.01696,0.132003,97,0.102005,0.0,1.0,9,0.1,50,0.290709,87.496482,7196.488,0.261635
1,LOW SAMPLE,failure_candidate,50,cross,0.618,1d,1,0.369088,0.0272,4,-0.237153,1.0,1.0,2,0.01,50,1.099952,19.492586,3254.488,0.407564
2,LOW SAMPLE,failure_candidate,50,touch,0.236,1d,1,0.334415,0.111412,4,0.282651,1.0,1.0,4,0.01,21,4.071953,6.822297,2576.024,0.515622
3,LOW SAMPLE,failure_candidate,50,cross,1,1d,1,0.167296,0.006137,0,0.081005,1.0,0.0,1,0.0,6,1.746133,14.025057,1270.0,0.171034
4,LOW SAMPLE,failure_candidate,50,touch,0.382,1d,1,0.090347,0.069096,38,0.043826,1.0,1.0,18,0.12,50,6.368844,3.577274,6375.488,0.016874
5,LOW SAMPLE,failure_candidate,50,cross,0.5,1d,1,0.072694,0.080201,27,0.054358,0.0,1.0,25,0.21,6,8.368895,2.903701,3992.0,0.022935
6,LOW SAMPLE,failure_candidate,50,below,0.618,1d,1,0.01696,0.198642,97,0.163608,0.0,1.0,9,0.1,50,0.290709,87.496482,7196.488,0.261635
1,LOW SAMPLE,reaction_candidate,5,above,1,1d,1,0.087143,0.087143,96,-0.063963,0.0,1.0,4,0.02,50,0.956144,22.197802,5370.0,0.564755
2,LOW SAMPLE,reaction_candidate,5,below,0.5,1d,1,0.042658,0.042658,17,0.0386,0.0,1.0,11,0.06,17,6.105699,4.170514,3632.0,1.188585
3,LOW SAMPLE,reaction_candidate,5,touch,1,1d,3,0.04029,0.04029,81.666667,-0.004188,1.0,0.3333,7.333333,0.063333,21.666667,5.857577,4.499234,6366.666667,0.732003
4,LOW SAMPLE,reaction_candidate,5,touch,0.236,1d,1,0.02744,0.02744,1,0.003773,1.0,1.0,2,0.066667,50,3.189094,7.979738,1455.976,0.339566
5,LOW SAMPLE,reaction_candidate,5,below,0.382,1d,1,0.022171,0.022171,95,0.016159,1.0,0.0,1,0.01,18,1.925864,14.501818,3145.512,0.799313
1,LOW SAMPLE,reaction_candidate,10,below,0.382,1d,1,0.145183,0.145183,95,0.131952,0.0,1.0,1,0.01,18,1.925864,14.501818,3145.512,0.799313
2,LOW SAMPLE,reaction_candidate,10,above,1,1d,1,0.087143,0.087143,96,-0.034286,0.0,1.0,4,0.02,50,0.956144,22.197802,5370.0,0.564755
3,LOW SAMPLE,reaction_candidate,10,below,0.5,1d,1,0.085259,0.085259,17,0.043977,0.0,1.0,11,0.06,17,6.105699,4.170514,3632.0,1.188585
4,LOW SAMPLE,reaction_candidate,10,touch,1,1d,3,0.059359,0.059359,81.666667,-0.007113,1.0,0.6667,7.333333,0.063333,21.666667,5.857577,4.499234,6366.666667,0.732003
5,LOW SAMPLE,reaction_candidate,10,touch,0.236,1d,1,0.04645,0.04645,1,-0.04022,1.0,1.0,2,0.066667,50,3.189094,7.979738,1455.976,0.339566
1,LOW SAMPLE,reaction_candidate,20,above,1,1d,1,0.180756,0.180756,96,-0.155318,0.0,1.0,4,0.02,50,0.956144,22.197802,5370.0,0.564755
2,LOW SAMPLE,reaction_candidate,20,below,0.382,1d,1,0.170294,0.170294,95,0.135334,0.0,1.0,1,0.01,18,1.925864,14.501818,3145.512,0.799313
3,LOW SAMPLE,reaction_candidate,20,below,0.5,1d,1,0.121773,0.121773,17,0.073635,0.0,1.0,11,0.06,17,6.105699,4.170514,3632.0,1.188585
4,LOW SAMPLE,reaction_candidate,20,touch,0.236,1d,1,0.090332,0.090332,1,-0.066566,1.0,1.0,2,0.066667,50,3.189094,7.979738,1455.976,0.339566
5,LOW SAMPLE,reaction_candidate,20,touch,1,1d,3,0.071795,0.071795,81.666667,-0.008302,0.6667,0.6667,7.333333,0.063333,21.666667,5.857577,4.499234,6366.666667,0.732003
1,LOW SAMPLE,reaction_candidate,50,below,0.382,1d,1,0.337206,0.337206,95,0.249955,0.0,1.0,1,0.01,18,1.925864,14.501818,3145.512,0.799313
2,LOW SAMPLE,reaction_candidate,50,below,0.5,1d,1,0.311001,0.311001,17,-0.22526,1.0,1.0,11,0.06,17,6.105699,4.170514,3632.0,1.188585
3,LOW SAMPLE,reaction_candidate,50,above,1,1d,1,0.255097,0.255097,96,-0.186719,0.0,1.0,4,0.02,50,0.956144,22.197802,5370.0,0.564755
4,LOW SAMPLE,reaction_candidate,50,touch,0.236,1d,1,0.249232,0.249232,1,-0.233601,1.0,1.0,2,0.066667,50,3.189094,7.979738,1455.976,0.339566
5,LOW SAMPLE,reaction_candidate,50,touch,1,1d,3,0.205588,0.205588,81.666667,0.016375,0.0,1.0,7.333333,0.063333,21.666667,5.857577,4.499234,6366.666667,0.732003
1,LOW SAMPLE,rejection_candidate,5,touch,0.5,1d,2,0.092368,0.005412,8.5,-0.062377,1.0,0.0,5.5,0.035,9,4.07115,9.108346,2101.0,0.530032
2,LOW SAMPLE,rejection_candidate,5,touch,1,1d,2,0.089344,0.008574,41.5,-0.043979,1.0,0.0,2.5,0.01,28,1.924723,13.349719,2560.0,0.086346
3,LOW SAMPLE,rejection_candidate,5,cross,0.382,1d,2,0.06877,0.01206,52.5,0.027486,1.0,0.5,11,0.065,10.5,7.13774,3.345813,3485.488,0.071785
4,LOW SAMPLE,rejection_candidate,5,touch,0.618,1d,4,0.066721,0.011312,3.75,-0.002712,1.0,0.0,4.5,0.025,23.5,4.329267,8.620172,2954.744,0.276751
5,LOW SAMPLE,rejection_candidate,5,touch,0.236,1d,1,0.062944,0.019153,30,0.061784,1.0,0.0,2,0.0,50,7.632646,2.945539,5531.024,0.722584
6,LOW SAMPLE,rejection_candidate,5,touch,0.786,1d,2,0.054229,0.018738,45.5,0.045003,1.0,0.0,2,0.005,47.5,2.154357,10.196722,5902.224,0.528439
7,LOW SAMPLE,rejection_candidate,5,cross,0.236,1d,1,0.043625,0.002118,0,-0.037637,1.0,0.0,1,0.038462,50,5.713414,4.434716,1881.976,0.017077
8,LOW SAMPLE,rejection_candidate,5,touch,0.382,1d,1,0.023599,0.012514,65,0.005828,1.0,0.0,5,0.04,4,5.605017,4.55968,2239.488,0.233268
1,LOW SAMPLE,rejection_candidate,10,touch,0.5,1d,2,0.176152,0.01011,8.5,-0.11045,1.0,0.0,5.5,0.035,9,4.07115,9.108346,2101.0,0.530032
2,LOW SAMPLE,rejection_candidate,10,touch,1,1d,2,0.139074,0.008574,41.5,-0.055595,1.0,0.0,2.5,0.01,28,1.924723,13.349719,2560.0,0.086346
3,LOW SAMPLE,rejection_candidate,10,touch,0.236,1d,1,0.09145,0.019153,30,0.01328,1.0,0.0,2,0.0,50,7.632646,2.945539,5531.024,0.722584
4,LOW SAMPLE,rejection_candidate,10,touch,0.618,1d,4,0.077019,0.022269,3.75,0.007064,0.75,0.25,4.5,0.025,23.5,4.329267,8.620172,2954.744,0.276751
5,LOW SAMPLE,rejection_candidate,10,cross,0.236,1d,1,0.074531,0.002118,0,-0.055067,1.0,0.0,1,0.038462,50,5.713414,4.434716,1881.976,0.017077
6,LOW SAMPLE,rejection_candidate,10,touch,0.786,1d,2,0.072228,0.041679,45.5,0.005374,0.5,0.5,2,0.005,47.5,2.154357,10.196722,5902.224,0.528439
7,LOW SAMPLE,rejection_candidate,10,cross,0.382,1d,2,0.071054,0.01206,52.5,0.039263,1.0,0.5,11,0.065,10.5,7.13774,3.345813,3485.488,0.071785
8,LOW SAMPLE,rejection_candidate,10,touch,0.382,1d,1,0.039382,0.012514,65,0.028605,1.0,0.0,5,0.04,4,5.605017,4.55968,2239.488,0.233268
1,LOW SAMPLE,rejection_candidate,20,touch,0.5,1d,2,0.176152,0.034159,8.5,-0.108466,0.5,0.5,5.5,0.035,9,4.07115,9.108346,2101.0,0.530032
2,LOW SAMPLE,rejection_candidate,20,touch,1,1d,2,0.164723,0.042899,41.5,-0.098166,0.5,0.5,2.5,0.01,28,1.924723,13.349719,2560.0,0.086346
3,LOW SAMPLE,rejection_candidate,20,cross,0.236,1d,1,0.117669,0.002118,0,-0.100202,1.0,0.0,1,0.038462,50,5.713414,4.434716,1881.976,0.017077
4,LOW SAMPLE,rejection_candidate,20,touch,0.786,1d,2,0.116151,0.108866,45.5,0.015007,0.5,0.5,2,0.005,47.5,2.154357,10.196722,5902.224,0.528439
5,LOW SAMPLE,rejection_candidate,20,touch,0.618,1d,4,0.110885,0.022269,3.75,-0.013255,1.0,0.25,4.5,0.025,23.5,4.329267,8.620172,2954.744,0.276751
6,LOW SAMPLE,rejection_candidate,20,touch,0.236,1d,1,0.109607,0.019153,30,0.084406,1.0,0.0,2,0.0,50,7.632646,2.945539,5531.024,0.722584
7,LOW SAMPLE,rejection_candidate,20,touch,0.382,1d,1,0.081849,0.012514,65,0.042661,1.0,0.0,5,0.04,4,5.605017,4.55968,2239.488,0.233268
8,LOW SAMPLE,rejection_candidate,20,cross,0.382,1d,2,0.077699,0.022303,52.5,0.041615,1.0,1.0,11,0.065,10.5,7.13774,3.345813,3485.488,0.071785
1,LOW SAMPLE,rejection_candidate,50,touch,0.5,1d,2,0.324524,0.052122,8.5,-0.219762,1.0,0.5,5.5,0.035,9,4.07115,9.108346,2101.0,0.530032
2,LOW SAMPLE,rejection_candidate,50,cross,0.236,1d,1,0.256323,0.002118,0,-0.24084,1.0,0.0,1,0.038462,50,5.713414,4.434716,1881.976,0.017077
3,LOW SAMPLE,rejection_candidate,50,touch,0.618,1d,4,0.180067,0.039899,3.75,-0.069404,1.0,0.75,4.5,0.025,23.5,4.329267,8.620172,2954.744,0.276751
4,LOW SAMPLE,rejection_candidate,50,touch,1,1d,2,0.164723,0.128293,41.5,-0.164104,0.5,0.5,2.5,0.01,28,1.924723,13.349719,2560.0,0.086346
5,LOW SAMPLE,rejection_candidate,50,touch,0.786,1d,2,0.137544,0.108866,45.5,0.018929,0.5,0.5,2,0.005,47.5,2.154357,10.196722,5902.224,0.528439
6,LOW SAMPLE,rejection_candidate,50,cross,0.382,1d,2,0.131331,0.088761,52.5,-0.050125,0.5,1.0,11,0.065,10.5,7.13774,3.345813,3485.488,0.071785
7,LOW SAMPLE,rejection_candidate,50,touch,0.382,1d,1,0.118247,0.313166,65,-0.232552,0.0,1.0,5,0.04,4,5.605017,4.55968,2239.488,0.233268
8,LOW SAMPLE,rejection_candidate,50,touch,0.236,1d,1,0.109607,0.019153,30,0.06108,1.0,0.0,2,0.0,50,7.632646,2.945539,5531.024,0.722584
