rank_in_candidate_horizon,sample_flag,auto_candidate,horizon,relation,fib_level,timeframe,n_events,mean_mfe,mean_mae,mean_post_bars_on_break_side,mean_forward_return,rate_close_on_approach_side,rate_crossed_back,mean_post_retest_count,mean_post_remained_near_level_rate,mean_pre_bars_approaching_level,mean_pre_distance_atr_norm,mean_pre_approach_choppiness,mean_at_wick_through_level,mean_at_close_distance_atr_norm
5,LOW SAMPLE,continuation_candidate,20,cross,0.5,4h,2,0.05402,0.041034,31,0.050369,0.5,0.5,1.5,0.0,16.5,1.300466,12.967817,29.4,0.50668
6,LOW SAMPLE,continuation_candidate,20,cross,0.618,4h,4,0.051499,0.055272,22.5,0.049213,0.5,0.75,5.25,0.035,18.25,0.9442,11.277692,33.1379,0.396831
7,LOW SAMPLE,continuation_candidate,20,above,1,4h,3,0.050399,0.019943,27.666667,-0.024233,0.3333,1.0,11,0.113333,14.666667,1.016601,9.837727,23.233333,0.443244
8,LOW SAMPLE,continuation_candidate,20,touch,0.618,4h,1,0.050004,0.021175,42,0.026533,0.0,1.0,11,0.08,15,1.835534,6.295938,15.542,0.015693
9,LOW SAMPLE,continuation_candidate,20,below,0.786,4h,1,0.045363,0.003142,45,0.027798,0.0,0.0,6,0.08,7,3.328036,2.642612,18.1094,0.383662
10,ok,continuation_candidate,20,cross,0.786,4h,8,0.042839,0.036416,35,-0.011478,0.375,0.625,10.125,0.145,15.25,1.743529,19.275519,51.50235,0.581844
11,LOW SAMPLE,continuation_candidate,20,above,0.786,4h,1,0.033579,0.009419,43,-0.010401,0.0,1.0,16,0.36,13,0.713841,10.545126,40.066,0.20271
1,LOW SAMPLE,continuation_candidate,50,touch,1,4h,2,0.13669,0.04715,29,-0.064582,0.0,1.0,15,0.21,19.5,2.389598,3.281729,167.85,0.608291
2,LOW SAMPLE,continuation_candidate,50,above,0.786,4h,1,0.11941,0.009419,43,-0.014988,0.0,1.0,16,0.36,13,0.713841,10.545126,40.066,0.20271
3,LOW SAMPLE,continuation_candidate,50,touch,0.618,4h,1,0.114295,0.022196,42,0.085381,0.0,1.0,11,0.08,15,1.835534,6.295938,15.542,0.015693
4,LOW SAMPLE,continuation_candidate,50,touch,0.786,4h,4,0.110522,0.038111,28.5,-0.017321,0.25,1.0,14.75,0.215,17,2.274901,9.294621,125.93115,0.378478
5,ok,continuation_candidate,50,cross,1,4h,10,0.109837,0.059752,35.5,0.01565,0.5,0.6,7.6,0.122,15.4,2.600542,6.134541,63.49,0.713363
6,LOW SAMPLE,continuation_candidate,50,cross,0.382,4h,2,0.099358,0.057863,28.5,0.112223,0.5,0.5,4.5,0.05,12.5,3.235839,2.456482,33.0,0.170581
7,LOW SAMPLE,continuation_candidate,50,below,0.786,4h,1,0.08992,0.046088,45,-0.029893,1.0,1.0,6,0.08,7,3.328036,2.642612,18.1094,0.383662
8,LOW SAMPLE,continuation_candidate,50,cross,0.5,4h,2,0.088917,0.049471,31,0.076555,0.5,0.5,1.5,0.0,16.5,1.300466,12.967817,29.4,0.50668
9,LOW SAMPLE,continuation_candidate,50,cross,0.618,4h,4,0.068947,0.06864,22.5,0.057106,0.5,0.75,5.25,0.035,18.25,0.9442,11.277692,33.1379,0.396831
10,ok,continuation_candidate,50,cross,0.786,4h,8,0.064749,0.06141,35,0.005323,0.5,0.875,10.125,0.145,15.25,1.743529,19.275519,51.50235,0.581844
11,LOW SAMPLE,continuation_candidate,50,above,1,4h,3,0.056648,0.034387,27.666667,0.003738,0.6667,1.0,11,0.113333,14.666667,1.016601,9.837727,23.233333,0.443244
1,LOW SAMPLE,failure_candidate,5,cross,0.382,4h,1,0.222565,0.014965,0,0.172955,1.0,0.0,1,0.0,20,5.841113,1.568028,76.742,0.300684
2,LOW SAMPLE,failure_candidate,5,cross,0.618,4h,1,0.051818,0.017244,1,0.040464,1.0,1.0,2,0.0,6,2.102813,3.468085,10.342,0.315869
3,LOW SAMPLE,failure_candidate,5,cross,0.786,4h,4,0.031322,0.008153,18.75,0.022116,1.0,0.75,7.25,0.085,20,1.945339,29.627287,22.298515,0.216247
4,LOW SAMPLE,failure_candidate,5,touch,0.618,4h,1,0.022331,0.121554,3,-0.024703,1.0,1.0,8,0.12,20,5.103014,1.558627,104.058,0.685321
1,LOW SAMPLE,failure_candidate,10,cross,0.382,4h,1,0.222565,0.014965,0,0.14357,1.0,0.0,1,0.0,20,5.841113,1.568028,76.742,0.300684
2,LOW SAMPLE,failure_candidate,10,touch,0.618,4h,1,0.102658,0.121554,3,0.013742,1.0,1.0,8,0.12,20,5.103014,1.558627,104.058,0.685321
3,LOW SAMPLE,failure_candidate,10,cross,0.786,4h,4,0.058835,0.008153,18.75,0.038827,0.75,0.75,7.25,0.085,20,1.945339,29.627287,22.298515,0.216247
4,LOW SAMPLE,failure_candidate,10,cross,0.618,4h,1,0.051818,0.017244,1,0.039696,1.0,1.0,2,0.0,6,2.102813,3.468085,10.342,0.315869
1,LOW SAMPLE,failure_candidate,20,cross,0.382,4h,1,0.222565,0.014965,0,0.134591,1.0,0.0,1,0.0,20,5.841113,1.568028,76.742,0.300684
2,LOW SAMPLE,failure_candidate,20,touch,0.618,4h,1,0.102658,0.121554,3,0.037955,1.0,1.0,8,0.12,20,5.103014,1.558627,104.058,0.685321
3,LOW SAMPLE,failure_candidate,20,cross,0.786,4h,4,0.07725,0.012203,18.75,0.028579,0.5,1.0,7.25,0.085,20,1.945339,29.627287,22.298515,0.216247
4,LOW SAMPLE,failure_candidate,20,cross,0.618,4h,1,0.058562,0.017244,1,0.046867,1.0,1.0,2,0.0,6,2.102813,3.468085,10.342,0.315869
1,LOW SAMPLE,failure_candidate,50,cross,0.382,4h,1,0.222565,0.014965,0,0.10058,1.0,0.0,1,0.0,20,5.841113,1.568028,76.742,0.300684
2,LOW SAMPLE,failure_candidate,50,touch,0.618,4h,1,0.102658,0.121554,3,-0.016278,1.0,1.0,8,0.12,20,5.103014,1.558627,104.058,0.685321
3,LOW SAMPLE,failure_candidate,50,cross,0.786,4h,4,0.09258,0.046258,18.75,0.043371,0.25,1.0,7.25,0.085,20,1.945339,29.627287,22.298515,0.216247
4,LOW SAMPLE,failure_candidate,50,cross,0.618,4h,1,0.058562,0.017244,1,0.024244,1.0,1.0,2,0.0,6,2.102813,3.468085,10.342,0.315869
1,LOW SAMPLE,reaction_candidate,5,above,0.786,4h,1,0.135441,0.135441,10,-0.114464,0.0,1.0,14,0.14,20,2.942878,1.819459,366.866,1.631563
2,LOW SAMPLE,reaction_candidate,5,touch,0.5,4h,1,0.121554,0.121554,1,-0.024703,1.0,1.0,4,0.02,20,5.103014,1.558627,129.9,1.069005
3,LOW SAMPLE,reaction_candidate,5,touch,0.618,4h,1,0.121554,0.121554,1,-0.024703,1.0,1.0,2,0.0,20,5.103014,1.558627,134.7178,1.140536
4,LOW SAMPLE,reaction_candidate,5,touch,1,4h,1,0.121554,0.121554,1,-0.024703,1.0,1.0,3,0.0,20,5.103014,1.558627,133.7,1.125425
5,LOW SAMPLE,reaction_candidate,5,cross,1,4h,1,0.039987,0.039987,4,-0.001507,1.0,0.0,10,0.16,6,2.089827,2.930123,83.8,0.007894
6,LOW SAMPLE,reaction_candidate,5,cross,0.618,4h,1,0.019185,0.019185,3,0.009164,1.0,0.0,12,0.18,20,5.104472,1.730609,36.258,0.372171
7,LOW SAMPLE,reaction_candidate,5,touch,0.786,4h,3,0.018472,0.018472,15.333333,-0.008932,0.3333,1.0,12,0.14,12.666667,1.831666,4.33269,16.696867,0.310915
1,LOW SAMPLE,reaction_candidate,10,above,0.786,4h,1,0.18378,0.18378,10,-0.098807,0.0,1.0,14,0.14,20,2.942878,1.819459,366.866,1.631563
2,LOW SAMPLE,reaction_candidate,10,touch,0.5,4h,1,0.121554,0.121554,1,0.013742,1.0,1.0,4,0.02,20,5.103014,1.558627,129.9,1.069005
3,LOW SAMPLE,reaction_candidate,10,touch,0.618,4h,1,0.121554,0.121554,1,0.013742,1.0,1.0,2,0.0,20,5.103014,1.558627,134.7178,1.140536
4,LOW SAMPLE,reaction_candidate,10,touch,1,4h,1,0.121554,0.121554,1,0.013742,1.0,1.0,3,0.0,20,5.103014,1.558627,133.7,1.125425
5,LOW SAMPLE,reaction_candidate,10,cross,1,4h,1,0.039987,0.039987,4,-0.005871,1.0,1.0,10,0.16,6,2.089827,2.930123,83.8,0.007894
6,LOW SAMPLE,reaction_candidate,10,touch,0.786,4h,3,0.029294,0.029294,15.333333,0.006643,0.3333,1.0,12,0.14,12.666667,1.831666,4.33269,16.696867,0.310915
7,LOW SAMPLE,reaction_candidate,10,cross,0.618,4h,1,0.025437,0.025437,3,0.006338,0.0,1.0,12,0.18,20,5.104472,1.730609,36.258,0.372171
1,LOW SAMPLE,reaction_candidate,20,above,0.786,4h,1,0.18378,0.18378,10,-0.042943,1.0,1.0,14,0.14,20,2.942878,1.819459,366.866,1.631563
2,LOW SAMPLE,reaction_candidate,20,touch,0.5,4h,1,0.121554,0.121554,1,0.037955,1.0,1.0,4,0.02,20,5.103014,1.558627,129.9,1.069005
3,LOW SAMPLE,reaction_candidate,20,touch,0.618,4h,1,0.121554,0.121554,1,0.037955,1.0,1.0,2,0.0,20,5.103014,1.558627,134.7178,1.140536
4,LOW SAMPLE,reaction_candidate,20,touch,1,4h,1,0.121554,0.121554,1,0.037955,1.0,1.0,3,0.0,20,5.103014,1.558627,133.7,1.125425
5,LOW SAMPLE,reaction_candidate,20,cross,1,4h,1,0.063789,0.063789,4,-0.053951,1.0,1.0,10,0.16,6,2.089827,2.930123,83.8,0.007894
6,LOW SAMPLE,reaction_candidate,20,cross,0.618,4h,1,0.040767,0.040767,3,0.035629,1.0,1.0,12,0.18,20,5.104472,1.730609,36.258,0.372171
7,LOW SAMPLE,reaction_candidate,20,touch,0.786,4h,3,0.035332,0.035332,15.333333,0.015864,0.6667,1.0,12,0.14,12.666667,1.831666,4.33269,16.696867,0.310915
1,LOW SAMPLE,reaction_candidate,50,above,0.786,4h,1,0.18378,0.18378,10,-0.08543,0.0,1.0,14,0.14,20,2.942878,1.819459,366.866,1.631563
2,LOW SAMPLE,reaction_candidate,50,cross,1,4h,1,0.146937,0.146937,4,-0.099889,1.0,1.0,10,0.16,6,2.089827,2.930123,83.8,0.007894
3,LOW SAMPLE,reaction_candidate,50,touch,0.5,4h,1,0.121554,0.121554,1,-0.016278,1.0,1.0,4,0.02,20,5.103014,1.558627,129.9,1.069005
4,LOW SAMPLE,reaction_candidate,50,touch,0.618,4h,1,0.121554,0.121554,1,-0.016278,1.0,1.0,2,0.0,20,5.103014,1.558627,134.7178,1.140536
5,LOW SAMPLE,reaction_candidate,50,touch,1,4h,1,0.121554,0.121554,1,-0.016278,1.0,1.0,3,0.0,20,5.103014,1.558627,133.7,1.125425
6,LOW SAMPLE,reaction_candidate,50,touch,0.786,4h,3,0.070523,0.070523,15.333333,0.042056,1.0,1.0,12,0.14,12.666667,1.831666,4.33269,16.696867,0.310915
7,LOW SAMPLE,reaction_candidate,50,cross,0.618,4h,1,0.062008,0.062008,3,0.045735,1.0,1.0,12,0.18,20,5.104472,1.730609,36.258,0.372171
1,LOW SAMPLE,rejection_candidate,5,above,0.236,4h,1,0.222565,0.014965,0,0.172955,1.0,0.0,0,0.0,20,5.841113,1.568028,134.48732,0.486473
2,LOW SAMPLE,rejection_candidate,5,touch,0.236,4h,1,0.222565,0.014965,0,0.172955,1.0,0.0,1,0.0,20,5.841113,1.568028,108.716,0.13517
3,LOW SAMPLE,rejection_candidate,5,touch,0.5,4h,2,0.133478,0.012903,0,0.102826,1.0,0.0,0,0.0,20,3.638305,2.921598,80.925,0.698659
4,LOW SAMPLE,rejection_candidate,5,touch,0.786,4h,4,0.067744,0.006696,18,0.039894,1.0,0.0,8.75,0.135,13.5,2.348957,7.12707,38.192365,0.25962
5,LOW SAMPLE,rejection_candidate,5,touch,0.618,4h,2,0.058844,0.011419,8.5,0.033049,1.0,0.0,6,0.07,14,2.415818,3.515234,33.508,0.372154
6,LOW SAMPLE,rejection_candidate,5,above,0.5,4h,3,0.058412,0.005045,0,0.046791,1.0,0.0,0.333333,0.0,14.666667,2.139818,19.330076,30.816667,0.697252
7,LOW SAMPLE,rejection_candidate,5,below,1,4h,1,0.048159,0.002567,42,-0.039572,1.0,0.0,1,0.0,4,3.500037,1.919822,32.0,0.666488
8,LOW SAMPLE,rejection_candidate,5,cross,0.236,4h,1,0.046563,0.014482,1,0.039872,1.0,1.0,4,0.02,20,3.140172,2.024221,39.816,0.060992
9,ok,rejection_candidate,5,touch,1,4h,5,0.031574,0.004553,11,0.014635,1.0,0.0,1.8,0.004,12,3.614824,4.937875,18.02,0.387986
10,LOW SAMPLE,rejection_candidate,5,above,0.786,4h,1,0.016339,0.056665,26,0.014488,1.0,1.0,20,0.46,17,1.457952,5.885073,39.566,0.563651
11,LOW SAMPLE,rejection_candidate,5,cross,0.786,4h,1,0.010966,0.012945,35,0.007091,1.0,1.0,10,0.12,16,0.4191,20.695652,19.234,0.03043
1,LOW SAMPLE,rejection_candidate,10,above,0.236,4h,1,0.222565,0.014965,0,0.14357,1.0,0.0,0,0.0,20,5.841113,1.568028,134.48732,0.486473
2,LOW SAMPLE,rejection_candidate,10,touch,0.236,4h,1,0.222565,0.014965,0,0.14357,1.0,0.0,1,0.0,20,5.841113,1.568028,108.716,0.13517
3,LOW SAMPLE,rejection_candidate,10,touch,0.5,4h,2,0.159131,0.012903,0,0.112506,1.0,0.0,0,0.0,20,3.638305,2.921598,80.925,0.698659
4,LOW SAMPLE,rejection_candidate,10,cross,0.236,4h,1,0.083593,0.014482,1,0.077819,1.0,1.0,4,0.02,20,3.140172,2.024221,39.816,0.060992
5,LOW SAMPLE,rejection_candidate,10,touch,0.786,4h,4,0.071496,0.016943,18,0.024217,0.5,0.5,8.75,0.135,13.5,2.348957,7.12707,38.192365,0.25962
6,LOW SAMPLE,rejection_candidate,10,above,0.5,4h,3,0.070333,0.005045,0,0.056452,1.0,0.0,0.333333,0.0,14.666667,2.139818,19.330076,30.816667,0.697252
7,ok,rejection_candidate,10,touch,1,4h,5,0.066031,0.004553,11,0.049206,1.0,0.0,1.8,0.004,12,3.614824,4.937875,18.02,0.387986
8,LOW SAMPLE,rejection_candidate,10,touch,0.618,4h,2,0.061752,0.011419,8.5,0.034484,1.0,0.0,6,0.07,14,2.415818,3.515234,33.508,0.372154
9,LOW SAMPLE,rejection_candidate,10,below,1,4h,1,0.048159,0.036827,42,0.032932,0.0,1.0,1,0.0,4,3.500037,1.919822,32.0,0.666488
10,LOW SAMPLE,rejection_candidate,10,above,0.786,4h,1,0.039037,0.056665,26,0.012959,1.0,1.0,20,0.46,17,1.457952,5.885073,39.566,0.563651
11,LOW SAMPLE,rejection_candidate,10,cross,0.786,4h,1,0.018222,0.012945,35,0.008823,1.0,1.0,10,0.12,16,0.4191,20.695652,19.234,0.03043
1,LOW SAMPLE,rejection_candidate,20,above,0.236,4h,1,0.222565,0.014965,0,0.134591,1.0,0.0,0,0.0,20,5.841113,1.568028,134.48732,0.486473
2,LOW SAMPLE,rejection_candidate,20,touch,0.236,4h,1,0.222565,0.014965,0,0.134591,1.0,0.0,1,0.0,20,5.841113,1.568028,108.716,0.13517
3,LOW SAMPLE,rejection_candidate,20,touch,0.5,4h,2,0.170571,0.012903,0,0.110321,1.0,0.0,0,0.0,20,3.638305,2.921598,80.925,0.698659
4,LOW SAMPLE,rejection_candidate,20,cross,0.236,4h,1,0.115124,0.014482,1,0.087718,1.0,1.0,4,0.02,20,3.140172,2.024221,39.816,0.060992
5,ok,rejection_candidate,20,touch,1,4h,5,0.099228,0.008472,11,0.081542,0.8,0.4,1.8,0.004,12,3.614824,4.937875,18.02,0.387986
6,LOW SAMPLE,rejection_candidate,20,above,0.5,4h,3,0.079777,0.005045,0,0.064115,1.0,0.0,0.333333,0.0,14.666667,2.139818,19.330076,30.816667,0.697252
7,LOW SAMPLE,rejection_candidate,20,touch,0.786,4h,4,0.074546,0.023254,18,0.038926,0.5,0.75,8.75,0.135,13.5,2.348957,7.12707,38.192365,0.25962
8,LOW SAMPLE,rejection_candidate,20,touch,0.618,4h,2,0.061752,0.020446,8.5,-0.005428,0.5,0.5,6,0.07,14,2.415818,3.515234,33.508,0.372154
9,LOW SAMPLE,rejection_candidate,20,below,1,4h,1,0.048159,0.077018,42,0.066395,0.0,1.0,1,0.0,4,3.500037,1.919822,32.0,0.666488
10,LOW SAMPLE,rejection_candidate,20,above,0.786,4h,1,0.039681,0.056665,26,-0.028171,0.0,1.0,20,0.46,17,1.457952,5.885073,39.566,0.563651
11,LOW SAMPLE,rejection_candidate,20,cross,0.786,4h,1,0.018222,0.023499,35,-0.018222,0.0,1.0,10,0.12,16,0.4191,20.695652,19.234,0.03043
1,LOW SAMPLE,rejection_candidate,50,above,0.236,4h,1,0.222565,0.014965,0,0.10058,1.0,0.0,0,0.0,20,5.841113,1.568028,134.48732,0.486473
2,LOW SAMPLE,rejection_candidate,50,touch,0.236,4h,1,0.222565,0.014965,0,0.10058,1.0,0.0,1,0.0,20,5.841113,1.568028,108.716,0.13517
3,ok,rejection_candidate,50,touch,1,4h,5,0.180578,0.047184,11,0.158011,0.6,0.4,1.8,0.004,12,3.614824,4.937875,18.02,0.387986
4,LOW SAMPLE,rejection_candidate,50,cross,0.236,4h,1,0.176444,0.014482,1,0.160403,1.0,1.0,4,0.02,20,3.140172,2.024221,39.816,0.060992
5,LOW SAMPLE,rejection_candidate,50,touch,0.5,4h,2,0.170571,0.012903,0,0.089389,1.0,0.0,0,0.0,20,3.638305,2.921598,80.925,0.698659
6,LOW SAMPLE,rejection_candidate,50,above,0.5,4h,3,0.127112,0.008951,0,0.099755,1.0,0.0,0.333333,0.0,14.666667,2.139818,19.330076,30.816667,0.697252
7,LOW SAMPLE,rejection_candidate,50,touch,0.618,4h,2,0.093642,0.064724,8.5,-0.009282,0.5,1.0,6,0.07,14,2.415818,3.515234,33.508,0.372154
8,LOW SAMPLE,rejection_candidate,50,touch,0.786,4h,4,0.089923,0.03914,18,0.053135,0.75,0.75,8.75,0.135,13.5,2.348957,7.12707,38.192365,0.25962
9,LOW SAMPLE,rejection_candidate,50,below,1,4h,1,0.048159,0.093042,42,0.077284,0.0,1.0,1,0.0,4,3.500037,1.919822,32.0,0.666488
10,LOW SAMPLE,rejection_candidate,50,above,0.786,4h,1,0.039681,0.131117,26,-0.121861,0.0,1.0,20,0.46,17,1.457952,5.885073,39.566,0.563651
11,LOW SAMPLE,rejection_candidate,50,cross,0.786,4h,1,0.018222,0.024406,35,0.001979,1.0,1.0,10,0.12,16,0.4191,20.695652,19.234,0.03043
