time,ratio,level_price,relation,open,high,low,close
2013-04-10T00:00:00+00:00,0.618,426.17896,below,228.669,290.0,19.9,162.0
2013-04-10T00:00:00+00:00,0.786,460.40392,below,228.669,290.0,19.9,162.0
2013-04-10T00:00:00+00:00,1.0,504.0,below,228.669,290.0,19.9,162.0
2013-04-11T00:00:00+00:00,0.236,348.35792,below,162.0,205.0,1.06,100.0
2013-04-11T00:00:00+00:00,0.382,378.10104,below,162.0,205.0,1.06,100.0
2013-04-11T00:00:00+00:00,0.5,402.14,below,162.0,205.0,1.06,100.0
2013-04-11T00:00:00+00:00,0.618,426.17896,below,162.0,205.0,1.06,100.0
2013-04-11T00:00:00+00:00,0.786,460.40392,below,162.0,205.0,1.06,100.0
2013-04-11T00:00:00+00:00,1.0,504.0,below,162.0,205.0,1.06,100.0
2013-04-12T00:00:00+00:00,0.236,348.35792,below,109.0,157.0,51.0,112.0
2013-04-12T00:00:00+00:00,0.382,378.10104,below,109.0,157.0,51.0,112.0
2013-04-12T00:00:00+00:00,0.5,402.14,below,109.0,157.0,51.0,112.0
2013-04-12T00:00:00+00:00,0.618,426.17896,below,109.0,157.0,51.0,112.0
2013-04-12T00:00:00+00:00,0.786,460.40392,below,109.0,157.0,51.0,112.0
2013-04-12T00:00:00+00:00,1.0,504.0,below,109.0,157.0,51.0,112.0
2013-04-13T00:00:00+00:00,0.236,348.35792,below,112.0,130.0,81.12,91.1
2013-04-13T00:00:00+00:00,0.382,378.10104,below,112.0,130.0,81.12,91.1
2013-04-13T00:00:00+00:00,0.5,402.14,below,112.0,130.0,81.12,91.1
2013-04-13T00:00:00+00:00,0.618,426.17896,below,112.0,130.0,81.12,91.1
2013-04-13T00:00:00+00:00,0.786,460.40392,below,112.0,130.0,81.12,91.1
2013-04-13T00:00:00+00:00,1.0,504.0,below,112.0,130.0,81.12,91.1
2013-04-14T00:00:00+00:00,0.236,348.35792,below,91.1,109.0,20.0,90.171
2013-04-14T00:00:00+00:00,0.382,378.10104,below,91.1,109.0,20.0,90.171
2013-04-14T00:00:00+00:00,0.5,402.14,below,91.1,109.0,20.0,90.171
2013-04-14T00:00:00+00:00,0.618,426.17896,below,91.1,109.0,20.0,90.171
2013-04-14T00:00:00+00:00,0.786,460.40392,below,91.1,109.0,20.0,90.171
2013-04-14T00:00:00+00:00,1.0,504.0,below,91.1,109.0,20.0,90.171
2013-04-15T00:00:00+00:00,0.236,348.35792,below,89.86,104.0,71.497,83.302
2013-04-15T00:00:00+00:00,0.382,378.10104,below,89.86,104.0,71.497,83.302
2013-04-15T00:00:00+00:00,0.5,402.14,below,89.86,104.0,71.497,83.302
2013-04-15T00:00:00+00:00,0.618,426.17896,below,89.86,104.0,71.497,83.302
2013-04-15T00:00:00+00:00,0.786,460.40392,below,89.86,104.0,71.497,83.302
2013-04-15T00:00:00+00:00,1.0,504.0,below,89.86,104.0,71.497,83.302
2013-04-16T00:00:00+00:00,0.236,348.35792,below,84.27,84.48,0.01,67.588
2013-04-16T00:00:00+00:00,0.382,378.10104,below,84.27,84.48,0.01,67.588
2013-04-16T00:00:00+00:00,0.5,402.14,below,84.27,84.48,0.01,67.588
2013-04-16T00:00:00+00:00,0.618,426.17896,below,84.27,84.48,0.01,67.588
2013-04-16T00:00:00+00:00,0.786,460.40392,below,84.27,84.48,0.01,67.588
2013-04-16T00:00:00+00:00,1.0,504.0,below,84.27,84.48,0.01,67.588
2013-04-17T00:00:00+00:00,0.236,348.35792,below,68.135,98.9,63.5,93.063
2013-04-17T00:00:00+00:00,0.382,378.10104,below,68.135,98.9,63.5,93.063
2013-04-17T00:00:00+00:00,0.5,402.14,below,68.135,98.9,63.5,93.063
2013-04-17T00:00:00+00:00,0.618,426.17896,below,68.135,98.9,63.5,93.063
2013-04-17T00:00:00+00:00,0.786,460.40392,below,68.135,98.9,63.5,93.063
2013-04-17T00:00:00+00:00,1.0,504.0,below,68.135,98.9,63.5,93.063
2013-04-18T00:00:00+00:00,0.236,348.35792,below,93.0,114.0,87.0,111.3
2013-04-18T00:00:00+00:00,0.382,378.10104,below,93.0,114.0,87.0,111.3
2013-04-18T00:00:00+00:00,0.5,402.14,below,93.0,114.0,87.0,111.3
2013-04-18T00:00:00+00:00,0.618,426.17896,below,93.0,114.0,87.0,111.3
2013-04-18T00:00:00+00:00,0.786,460.40392,below,93.0,114.0,87.0,111.3
2013-04-18T00:00:00+00:00,1.0,504.0,below,93.0,114.0,87.0,111.3
2013-04-19T00:00:00+00:00,0.236,348.35792,below,110.0,142.0,104.56,119.0
2013-04-19T00:00:00+00:00,0.382,378.10104,below,110.0,142.0,104.56,119.0
2013-04-19T00:00:00+00:00,0.5,402.14,below,110.0,142.0,104.56,119.0
2013-04-19T00:00:00+00:00,0.618,426.17896,below,110.0,142.0,104.56,119.0
2013-04-19T00:00:00+00:00,0.786,460.40392,below,110.0,142.0,104.56,119.0
2013-04-19T00:00:00+00:00,1.0,504.0,below,110.0,142.0,104.56,119.0
2013-04-20T00:00:00+00:00,0.236,348.35792,below,119.02,132.0,114.9,127.0
2013-04-20T00:00:00+00:00,0.382,378.10104,below,119.02,132.0,114.9,127.0
2013-04-20T00:00:00+00:00,0.5,402.14,below,119.02,132.0,114.9,127.0
2013-04-20T00:00:00+00:00,0.618,426.17896,below,119.02,132.0,114.9,127.0
2013-04-20T00:00:00+00:00,0.786,460.40392,below,119.02,132.0,114.9,127.0
2013-04-20T00:00:00+00:00,1.0,504.0,below,119.02,132.0,114.9,127.0
2013-04-21T00:00:00+00:00,0.236,348.35792,below,127.01,130.0,110.0,117.618
2013-04-21T00:00:00+00:00,0.382,378.10104,below,127.01,130.0,110.0,117.618
2013-04-21T00:00:00+00:00,0.5,402.14,below,127.01,130.0,110.0,117.618
2013-04-21T00:00:00+00:00,0.618,426.17896,below,127.01,130.0,110.0,117.618
2013-04-21T00:00:00+00:00,0.786,460.40392,below,127.01,130.0,110.0,117.618
2013-04-21T00:00:00+00:00,1.0,504.0,below,127.01,130.0,110.0,117.618
2013-04-22T00:00:00+00:00,0.236,348.35792,below,119.96,127.3,119.615,126.5
2013-04-22T00:00:00+00:00,0.382,378.10104,below,119.96,127.3,119.615,126.5
2013-04-22T00:00:00+00:00,0.5,402.14,below,119.96,127.3,119.615,126.5
2013-04-22T00:00:00+00:00,0.618,426.17896,below,119.96,127.3,119.615,126.5
2013-04-22T00:00:00+00:00,0.786,460.40392,below,119.96,127.3,119.615,126.5
2013-04-22T00:00:00+00:00,1.0,504.0,below,119.96,127.3,119.615,126.5
2013-04-23T00:00:00+00:00,0.236,348.35792,below,127.389,144.47,124.859,143.484
2013-04-23T00:00:00+00:00,0.382,378.10104,below,127.389,144.47,124.859,143.484
2013-04-23T00:00:00+00:00,0.5,402.14,below,127.389,144.47,124.859,143.484
2013-04-23T00:00:00+00:00,0.618,426.17896,below,127.389,144.47,124.859,143.484
2013-04-23T00:00:00+00:00,0.786,460.40392,below,127.389,144.47,124.859,143.484
2013-04-23T00:00:00+00:00,1.0,504.0,below,127.389,144.47,124.859,143.484
2013-04-24T00:00:00+00:00,0.236,348.35792,below,142.41,166.99,140.9,154.6
2013-04-24T00:00:00+00:00,0.382,378.10104,below,142.41,166.99,140.9,154.6
2013-04-24T00:00:00+00:00,0.5,402.14,below,142.41,166.99,140.9,154.6
2013-04-24T00:00:00+00:00,0.618,426.17896,below,142.41,166.99,140.9,154.6
2013-04-24T00:00:00+00:00,0.786,460.40392,below,142.41,166.99,140.9,154.6
2013-04-24T00:00:00+00:00,1.0,504.0,below,142.41,166.99,140.9,154.6
2013-04-25T00:00:00+00:00,0.236,348.35792,below,155.0,169.13,120.03,141.9
2013-04-25T00:00:00+00:00,0.382,378.10104,below,155.0,169.13,120.03,141.9
2013-04-25T00:00:00+00:00,0.5,402.14,below,155.0,169.13,120.03,141.9
2013-04-25T00:00:00+00:00,0.618,426.17896,below,155.0,169.13,120.03,141.9
2013-04-25T00:00:00+00:00,0.786,460.40392,below,155.0,169.13,120.03,141.9
2013-04-25T00:00:00+00:00,1.0,504.0,below,155.0,169.13,120.03,141.9
2013-04-26T00:00:00+00:00,0.236,348.35792,below,142.89,143.985,13.0,137.3
2013-04-26T00:00:00+00:00,0.382,378.10104,below,142.89,143.985,13.0,137.3
2013-04-26T00:00:00+00:00,0.5,402.14,below,142.89,143.985,13.0,137.3
2013-04-26T00:00:00+00:00,0.618,426.17896,below,142.89,143.985,13.0,137.3
2013-04-26T00:00:00+00:00,0.786,460.40392,below,142.89,143.985,13.0,137.3
2013-04-26T00:00:00+00:00,1.0,504.0,below,142.89,143.985,13.0,137.3
2013-04-27T00:00:00+00:00,0.236,348.35792,below,136.56001,147.51,121.46,128.5
2013-04-27T00:00:00+00:00,0.382,378.10104,below,136.56001,147.51,121.46,128.5
2013-04-27T00:00:00+00:00,0.5,402.14,below,136.56001,147.51,121.46,128.5
2013-04-27T00:00:00+00:00,0.618,426.17896,below,136.56001,147.51,121.46,128.5
2013-04-27T00:00:00+00:00,0.786,460.40392,below,136.56001,147.51,121.46,128.5
2013-04-27T00:00:00+00:00,1.0,504.0,below,136.56001,147.51,121.46,128.5
2013-04-28T00:00:00+00:00,0.236,348.35792,below,128.8,136.99,128.02,135.28
2013-04-28T00:00:00+00:00,0.382,378.10104,below,128.8,136.99,128.02,135.28
2013-04-28T00:00:00+00:00,0.5,402.14,below,128.8,136.99,128.02,135.28
2013-04-28T00:00:00+00:00,0.618,426.17896,below,128.8,136.99,128.02,135.28
2013-04-28T00:00:00+00:00,0.786,460.40392,below,128.8,136.99,128.02,135.28
2013-04-28T00:00:00+00:00,1.0,504.0,below,128.8,136.99,128.02,135.28
2013-04-29T00:00:00+00:00,0.236,348.35792,below,134.63,148.5,113.42,144.0
2013-04-29T00:00:00+00:00,0.382,378.10104,below,134.63,148.5,113.42,144.0
2013-04-29T00:00:00+00:00,0.5,402.14,below,134.63,148.5,113.42,144.0
2013-04-29T00:00:00+00:00,0.618,426.17896,below,134.63,148.5,113.42,144.0
2013-04-29T00:00:00+00:00,0.786,460.40392,below,134.63,148.5,113.42,144.0
2013-04-29T00:00:00+00:00,1.0,504.0,below,134.63,148.5,113.42,144.0
2013-04-30T00:00:00+00:00,0.236,348.35792,below,143.89,146.6752,133.89,139.88
2013-04-30T00:00:00+00:00,0.382,378.10104,below,143.89,146.6752,133.89,139.88
2013-04-30T00:00:00+00:00,0.5,402.14,below,143.89,146.6752,133.89,139.88
2013-04-30T00:00:00+00:00,0.618,426.17896,below,143.89,146.6752,133.89,139.88
2013-04-30T00:00:00+00:00,0.786,460.40392,below,143.89,146.6752,133.89,139.88
2013-04-30T00:00:00+00:00,1.0,504.0,below,143.89,146.6752,133.89,139.88
2013-05-01T00:00:00+00:00,0.236,348.35792,below,139.87,140.02,105.0,116.0
2013-05-01T00:00:00+00:00,0.382,378.10104,below,139.87,140.02,105.0,116.0
2013-05-01T00:00:00+00:00,0.5,402.14,below,139.87,140.02,105.0,116.0
2013-05-01T00:00:00+00:00,0.618,426.17896,below,139.87,140.02,105.0,116.0
2013-05-01T00:00:00+00:00,0.786,460.40392,below,139.87,140.02,105.0,116.0
2013-05-01T00:00:00+00:00,1.0,504.0,below,139.87,140.02,105.0,116.0
2013-05-02T00:00:00+00:00,0.236,348.35792,below,116.75,127.18,90.414,106.6
2013-05-02T00:00:00+00:00,0.382,378.10104,below,116.75,127.18,90.414,106.6
2013-05-02T00:00:00+00:00,0.5,402.14,below,116.75,127.18,90.414,106.6
2013-05-02T00:00:00+00:00,0.618,426.17896,below,116.75,127.18,90.414,106.6
2013-05-02T00:00:00+00:00,0.786,460.40392,below,116.75,127.18,90.414,106.6
2013-05-02T00:00:00+00:00,1.0,504.0,below,116.75,127.18,90.414,106.6
2013-05-03T00:00:00+00:00,0.236,348.35792,below,107.0,108.21,80.0,98.06
2013-05-03T00:00:00+00:00,0.382,378.10104,below,107.0,108.21,80.0,98.06
2013-05-03T00:00:00+00:00,0.5,402.14,below,107.0,108.21,80.0,98.06
2013-05-03T00:00:00+00:00,0.618,426.17896,below,107.0,108.21,80.0,98.06
2013-05-03T00:00:00+00:00,0.786,460.40392,below,107.0,108.21,80.0,98.06
2013-05-03T00:00:00+00:00,1.0,504.0,below,107.0,108.21,80.0,98.06
2013-05-04T00:00:00+00:00,0.236,348.35792,below,98.5,115.959,93.356,112.5
2013-05-04T00:00:00+00:00,0.382,378.10104,below,98.5,115.959,93.356,112.5
2013-05-04T00:00:00+00:00,0.5,402.14,below,98.5,115.959,93.356,112.5
2013-05-04T00:00:00+00:00,0.618,426.17896,below,98.5,115.959,93.356,112.5
2013-05-04T00:00:00+00:00,0.786,460.40392,below,98.5,115.959,93.356,112.5
2013-05-04T00:00:00+00:00,1.0,504.0,below,98.5,115.959,93.356,112.5
2013-05-05T00:00:00+00:00,0.236,348.35792,below,112.3,126.0,100.0,116.57
2013-05-05T00:00:00+00:00,0.382,378.10104,below,112.3,126.0,100.0,116.57
2013-05-05T00:00:00+00:00,0.5,402.14,below,112.3,126.0,100.0,116.57
2013-05-05T00:00:00+00:00,0.618,426.17896,below,112.3,126.0,100.0,116.57
2013-05-05T00:00:00+00:00,0.786,460.40392,below,112.3,126.0,100.0,116.57
2013-05-05T00:00:00+00:00,1.0,504.0,below,112.3,126.0,100.0,116.57
2013-05-06T00:00:00+00:00,0.236,348.35792,below,116.587,124.3,106.0,112.0
2013-05-06T00:00:00+00:00,0.382,378.10104,below,116.587,124.3,106.0,112.0
2013-05-06T00:00:00+00:00,0.5,402.14,below,116.587,124.3,106.0,112.0
2013-05-06T00:00:00+00:00,0.618,426.17896,below,116.587,124.3,106.0,112.0
2013-05-06T00:00:00+00:00,0.786,460.40392,below,116.587,124.3,106.0,112.0
2013-05-06T00:00:00+00:00,1.0,504.0,below,116.587,124.3,106.0,112.0
2013-05-07T00:00:00+00:00,0.236,348.35792,below,112.1,113.44,98.0,110.0
2013-05-07T00:00:00+00:00,0.382,378.10104,below,112.1,113.44,98.0,110.0
2013-05-07T00:00:00+00:00,0.5,402.14,below,112.1,113.44,98.0,110.0
2013-05-07T00:00:00+00:00,0.618,426.17896,below,112.1,113.44,98.0,110.0
2013-05-07T00:00:00+00:00,0.786,460.40392,below,112.1,113.44,98.0,110.0
2013-05-07T00:00:00+00:00,1.0,504.0,below,112.1,113.44,98.0,110.0
2013-05-08T00:00:00+00:00,0.236,348.35792,below,109.76,116.98,108.5,113.5
2013-05-08T00:00:00+00:00,0.382,378.10104,below,109.76,116.98,108.5,113.5
2013-05-08T00:00:00+00:00,0.5,402.14,below,109.76,116.98,108.5,113.5
2013-05-08T00:00:00+00:00,0.618,426.17896,below,109.76,116.98,108.5,113.5
2013-05-08T00:00:00+00:00,0.786,460.40392,below,109.76,116.98,108.5,113.5
2013-05-08T00:00:00+00:00,1.0,504.0,below,109.76,116.98,108.5,113.5
2013-05-09T00:00:00+00:00,0.236,348.35792,below,113.495,113.5,108.23,112.669
2013-05-09T00:00:00+00:00,0.382,378.10104,below,113.495,113.5,108.23,112.669
2013-05-09T00:00:00+00:00,0.5,402.14,below,113.495,113.5,108.23,112.669
2013-05-09T00:00:00+00:00,0.618,426.17896,below,113.495,113.5,108.23,112.669
2013-05-09T00:00:00+00:00,0.786,460.40392,below,113.495,113.5,108.23,112.669
2013-05-09T00:00:00+00:00,1.0,504.0,below,113.495,113.5,108.23,112.669
2013-05-10T00:00:00+00:00,0.236,348.35792,below,112.653,122.5,111.4,117.87
2013-05-10T00:00:00+00:00,0.382,378.10104,below,112.653,122.5,111.4,117.87
2013-05-10T00:00:00+00:00,0.5,402.14,below,112.653,122.5,111.4,117.87
2013-05-10T00:00:00+00:00,0.618,426.17896,below,112.653,122.5,111.4,117.87
2013-05-10T00:00:00+00:00,0.786,460.40392,below,112.653,122.5,111.4,117.87
2013-05-10T00:00:00+00:00,1.0,504.0,below,112.653,122.5,111.4,117.87
2013-05-11T00:00:00+00:00,0.236,348.35792,below,117.92,118.9,112.72,115.576
2013-05-11T00:00:00+00:00,0.382,378.10104,below,117.92,118.9,112.72,115.576
2013-05-11T00:00:00+00:00,0.5,402.14,below,117.92,118.9,112.72,115.576
2013-05-11T00:00:00+00:00,0.618,426.17896,below,117.92,118.9,112.72,115.576
2013-05-11T00:00:00+00:00,0.786,460.40392,below,117.92,118.9,112.72,115.576
2013-05-11T00:00:00+00:00,1.0,504.0,below,117.92,118.9,112.72,115.576
2013-05-12T00:00:00+00:00,0.236,348.35792,below,115.58,118.0,113.0,114.3
2013-05-12T00:00:00+00:00,0.382,378.10104,below,115.58,118.0,113.0,114.3
2013-05-12T00:00:00+00:00,0.5,402.14,below,115.58,118.0,113.0,114.3
2013-05-12T00:00:00+00:00,0.618,426.17896,below,115.58,118.0,113.0,114.3
2013-05-12T00:00:00+00:00,0.786,460.40392,below,115.58,118.0,113.0,114.3
2013-05-12T00:00:00+00:00,1.0,504.0,below,115.58,118.0,113.0,114.3
2013-05-13T00:00:00+00:00,0.236,348.35792,below,115.97,118.97,114.07,117.979
2013-05-13T00:00:00+00:00,0.382,378.10104,below,115.97,118.97,114.07,117.979
2013-05-13T00:00:00+00:00,0.5,402.14,below,115.97,118.97,114.07,117.979
2013-05-13T00:00:00+00:00,0.618,426.17896,below,115.97,118.97,114.07,117.979
2013-05-13T00:00:00+00:00,0.786,460.40392,below,115.97,118.97,114.07,117.979
2013-05-13T00:00:00+00:00,1.0,504.0,below,115.97,118.97,114.07,117.979
2013-05-14T00:00:00+00:00,0.236,348.35792,below,117.811,119.85,105.2,111.551
2013-05-14T00:00:00+00:00,0.382,378.10104,below,117.811,119.85,105.2,111.551
2013-05-14T00:00:00+00:00,0.5,402.14,below,117.811,119.85,105.2,111.551
2013-05-14T00:00:00+00:00,0.618,426.17896,below,117.811,119.85,105.2,111.551
2013-05-14T00:00:00+00:00,0.786,460.40392,below,117.811,119.85,105.2,111.551
2013-05-14T00:00:00+00:00,1.0,504.0,below,117.811,119.85,105.2,111.551
2013-05-15T00:00:00+00:00,0.236,348.35792,below,110.7,117.0,103.45,108.95
2013-05-15T00:00:00+00:00,0.382,378.10104,below,110.7,117.0,103.45,108.95
2013-05-15T00:00:00+00:00,0.5,402.14,below,110.7,117.0,103.45,108.95
2013-05-15T00:00:00+00:00,0.618,426.17896,below,110.7,117.0,103.45,108.95
2013-05-15T00:00:00+00:00,0.786,460.40392,below,110.7,117.0,103.45,108.95
2013-05-15T00:00:00+00:00,1.0,504.0,below,110.7,117.0,103.45,108.95
2013-05-16T00:00:00+00:00,0.236,348.35792,below,108.98,115.2,108.2,115.0
2013-05-16T00:00:00+00:00,0.382,378.10104,below,108.98,115.2,108.2,115.0
2013-05-16T00:00:00+00:00,0.5,402.14,below,108.98,115.2,108.2,115.0
2013-05-16T00:00:00+00:00,0.618,426.17896,below,108.98,115.2,108.2,115.0
2013-05-16T00:00:00+00:00,0.786,460.40392,below,108.98,115.2,108.2,115.0
2013-05-16T00:00:00+00:00,1.0,504.0,below,108.98,115.2,108.2,115.0
2013-05-17T00:00:00+00:00,0.236,348.35792,below,115.0,122.0,112.35,117.62
2013-05-17T00:00:00+00:00,0.382,378.10104,below,115.0,122.0,112.35,117.62
2013-05-17T00:00:00+00:00,0.5,402.14,below,115.0,122.0,112.35,117.62
2013-05-17T00:00:00+00:00,0.618,426.17896,below,115.0,122.0,112.35,117.62
2013-05-17T00:00:00+00:00,0.786,460.40392,below,115.0,122.0,112.35,117.62
2013-05-17T00:00:00+00:00,1.0,504.0,below,115.0,122.0,112.35,117.62
2013-05-18T00:00:00+00:00,0.236,348.35792,below,117.51,118.98,115.81001,118.52
2013-05-18T00:00:00+00:00,0.382,378.10104,below,117.51,118.98,115.81001,118.52
2013-05-18T00:00:00+00:00,0.5,402.14,below,117.51,118.98,115.81001,118.52
2013-05-18T00:00:00+00:00,0.618,426.17896,below,117.51,118.98,115.81001,118.52
2013-05-18T00:00:00+00:00,0.786,460.40392,below,117.51,118.98,115.81001,118.52
2013-05-18T00:00:00+00:00,1.0,504.0,below,117.51,118.98,115.81001,118.52
2013-05-19T00:00:00+00:00,0.236,348.35792,below,118.23,120.99,115.61,118.25
2013-05-19T00:00:00+00:00,0.382,378.10104,below,118.23,120.99,115.61,118.25
2013-05-19T00:00:00+00:00,0.5,402.14,below,118.23,120.99,115.61,118.25
2013-05-19T00:00:00+00:00,0.618,426.17896,below,118.23,120.99,115.61,118.25
2013-05-19T00:00:00+00:00,0.786,460.40392,below,118.23,120.99,115.61,118.25
2013-05-19T00:00:00+00:00,1.0,504.0,below,118.23,120.99,115.61,118.25
2013-05-20T00:00:00+00:00,0.236,348.35792,below,118.23,118.94,116.0,118.09
2013-05-20T00:00:00+00:00,0.382,378.10104,below,118.23,118.94,116.0,118.09
2013-05-20T00:00:00+00:00,0.5,402.14,below,118.23,118.94,116.0,118.09
2013-05-20T00:00:00+00:00,0.618,426.17896,below,118.23,118.94,116.0,118.09
2013-05-20T00:00:00+00:00,0.786,460.40392,below,118.23,118.94,116.0,118.09
2013-05-20T00:00:00+00:00,1.0,504.0,below,118.23,118.94,116.0,118.09
2013-05-21T00:00:00+00:00,0.236,348.35792,below,116.9,118.6,116.9,117.0
2013-05-21T00:00:00+00:00,0.382,378.10104,below,116.9,118.6,116.9,117.0
2013-05-21T00:00:00+00:00,0.5,402.14,below,116.9,118.6,116.9,117.0
2013-05-21T00:00:00+00:00,0.618,426.17896,below,116.9,118.6,116.9,117.0
2013-05-21T00:00:00+00:00,0.786,460.40392,below,116.9,118.6,116.9,117.0
2013-05-21T00:00:00+00:00,1.0,504.0,below,116.9,118.6,116.9,117.0
2013-05-22T00:00:00+00:00,0.236,348.35792,below,117.9,120.0,117.0,119.11
2013-05-22T00:00:00+00:00,0.382,378.10104,below,117.9,120.0,117.0,119.11
2013-05-22T00:00:00+00:00,0.5,402.14,below,117.9,120.0,117.0,119.11
2013-05-22T00:00:00+00:00,0.618,426.17896,below,117.9,120.0,117.0,119.11
2013-05-22T00:00:00+00:00,0.786,460.40392,below,117.9,120.0,117.0,119.11
