timestamp,open,high,low,close,volume
2023-09-10 00:00:00+00:00,25914.0,26042.0,25608.0,25860.0,504.55219334
2023-09-11 00:00:00+00:00,25849.0,25904.0,24917.0,25183.0,1240.58902633
2023-09-12 00:00:00+00:00,25177.0,26575.0,25152.0,25851.0,2485.22349761
2023-09-13 00:00:00+00:00,25854.0,26430.0,25797.0,26238.0,874.44007227
2023-09-14 00:00:00+00:00,26238.0,26869.0,26151.0,26544.0,2560.5737632
2023-09-15 00:00:00+00:00,26543.0,26910.0,26255.0,26625.0,901.74818025
2023-09-16 00:00:00+00:00,26625.0,26792.0,26475.0,26576.0,304.60487364
2023-09-17 00:00:00+00:00,26575.0,26634.0,26444.0,26547.0,326.39424956
2023-09-18 00:00:00+00:00,26543.0,27452.0,26444.0,26788.0,2871.77760458
2023-09-19 00:00:00+00:00,26788.0,27508.0,26700.0,27244.0,1599.21203665
2023-09-20 00:00:00+00:00,27245.0,27414.0,26804.0,27144.0,1442.83396045
2023-09-21 00:00:00+00:00,27144.0,27167.0,26412.0,26594.0,1534.05900828
2023-09-22 00:00:00+00:00,26594.0,26749.0,26525.0,26606.0,2035.84541482
2023-09-23 00:00:00+00:00,26607.0,26810.0,26555.0,26609.0,884.87516389
2023-09-24 00:00:00+00:00,26608.0,26768.0,26191.0,26299.0,2033.92506468
2023-09-25 00:00:00+00:00,26293.0,26466.0,26040.0,26330.0,1174.8664438
2023-09-26 00:00:00+00:00,26331.0,26410.0,26129.0,26244.0,903.67726175
2023-09-27 00:00:00+00:00,26250.0,26876.0,26147.0,26391.0,1911.93530573
2023-09-28 00:00:00+00:00,26392.0,27335.0,26368.0,27046.0,1065.98406993
2023-09-29 00:00:00+00:00,27061.0,27264.0,26708.0,26929.0,1055.99836267
2023-09-30 00:00:00+00:00,26928.0,27110.0,26909.0,26980.0,331.8719321
2023-10-01 00:00:00+00:00,26976.0,28105.0,26973.0,28010.0,1832.04013233
2023-10-02 00:00:00+00:00,28023.0,28611.0,27335.0,27532.0,2083.65340804
2023-10-03 00:00:00+00:00,27532.0,27700.0,27176.0,27431.0,767.65676069
2023-10-04 00:00:00+00:00,27431.0,27846.0,27211.0,27813.0,889.62648993
2023-10-05 00:00:00+00:00,27815.0,28134.0,27369.0,27418.0,1444.94218113
2023-10-06 00:00:00+00:00,27418.0,28297.0,27195.0,27942.0,1622.53064858
2023-10-07 00:00:00+00:00,27927.0,28026.0,27840.0,27967.0,447.16680489
2023-10-08 00:00:00+00:00,27964.0,28093.0,27710.0,27929.0,302.25172923
2023-10-09 00:00:00+00:00,27927.0,27989.0,27331.0,27618.0,3071.17198164
2023-10-10 00:00:00+00:00,27624.0,27752.0,27325.0,27414.0,1274.53314975
2023-10-11 00:00:00+00:00,27425.0,27492.0,26562.0,26894.0,1975.79360257
2023-10-12 00:00:00+00:00,26889.0,26964.0,26580.0,26795.0,1443.45996751
2023-10-13 00:00:00+00:00,26794.0,27140.0,26699.0,26875.0,855.09716682
2023-10-14 00:00:00+00:00,26875.0,26995.0,26820.0,26871.0,361.00997061
2023-10-15 00:00:00+00:00,26870.0,27304.0,26832.0,27168.0,468.63403016
2023-10-16 00:00:00+00:00,27169.0,30208.0,27129.0,28524.0,4310.34543001
2023-10-17 00:00:00+00:00,28526.0,28624.0,28099.0,28410.0,826.57419627
2023-10-18 00:00:00+00:00,28409.0,28990.0,28166.0,28332.0,1021.2138392
2023-10-19 00:00:00+00:00,28327.0,28955.0,28147.0,28751.0,1561.01878234
2023-10-20 00:00:00+00:00,28752.0,30260.0,28619.0,29689.0,3153.81854291
2023-10-21 00:00:00+00:00,29688.0,30362.0,29478.0,29922.0,791.34227182
2023-10-22 00:00:00+00:00,29917.0,30243.0,29668.0,30023.0,503.7575943
2023-10-23 00:00:00+00:00,30023.0,33542.0,29923.0,33084.0,6766.89140585
2023-10-24 00:00:00+00:00,33078.0,35199.0,32851.0,33949.0,5302.66078766
2023-10-25 00:00:00+00:00,33953.0,35152.0,33720.0,34504.0,2235.6001375
2023-10-26 00:00:00+00:00,34501.0,34843.0,33768.0,34184.0,1013.38211372
2023-10-27 00:00:00+00:00,34184.0,34269.0,33428.0,33933.0,1120.33326489
2023-10-28 00:00:00+00:00,33933.0,34531.0,33906.0,34104.0,751.53476819
2023-10-29 00:00:00+00:00,34103.0,34783.0,33969.0,34552.0,1491.92988474
2023-10-30 00:00:00+00:00,34552.0,34876.0,34100.0,34490.0,1362.34703988
2023-10-31 00:00:00+00:00,34492.0,34732.0,34111.0,34669.0,1392.77821396
2023-11-01 00:00:00+00:00,34670.0,35622.0,34111.0,35447.0,1986.94253825
2023-11-02 00:00:00+00:00,35447.0,35975.0,34333.0,34944.0,2190.24384791
2023-11-03 00:00:00+00:00,34947.0,34954.0,34154.0,34751.0,1510.08234674
2023-11-04 00:00:00+00:00,34757.0,35296.0,34647.0,35103.0,724.15978932
2023-11-05 00:00:00+00:00,35103.0,35439.0,34479.0,35074.0,610.20541613
2023-11-06 00:00:00+00:00,35062.0,35323.0,34798.0,35053.0,374.79080008
2023-11-07 00:00:00+00:00,35068.0,35930.0,34518.0,35455.0,974.8335101
2023-11-08 00:00:00+00:00,35439.0,36103.0,35106.0,35629.0,705.00808989
2023-11-09 00:00:00+00:00,35629.0,37974.0,35524.0,36699.0,3971.39814956
2023-11-10 00:00:00+00:00,36708.0,37522.0,36350.0,37301.0,950.47511919
2023-11-11 00:00:00+00:00,37301.0,37405.0,36651.0,37141.0,1217.51077344
2023-11-12 00:00:00+00:00,37133.0,37215.0,36751.0,37046.0,451.49744199
2023-11-13 00:00:00+00:00,37045.0,37444.0,36379.0,36503.0,1231.19432068
2023-11-14 00:00:00+00:00,36500.0,36756.0,34779.0,35542.0,2052.6102527
2023-11-15 00:00:00+00:00,35550.0,37950.0,35374.0,37865.0,1994.91690299
2023-11-16 00:00:00+00:00,37856.0,37929.0,35517.0,36161.0,960.28685284
2023-11-17 00:00:00+00:00,36181.0,36846.0,35866.0,36631.0,879.29573618
2023-11-18 00:00:00+00:00,36631.0,36850.0,36221.0,36581.0,338.59084796
2023-11-19 00:00:00+00:00,36586.0,37509.0,36410.0,37369.0,520.79215437
2023-11-20 00:00:00+00:00,37379.0,37745.0,36620.0,37451.0,1652.00298807
2023-11-21 00:00:00+00:00,37451.0,37645.0,35755.0,35755.0,2683.46805928
2023-11-22 00:00:00+00:00,35756.0,37888.0,35660.0,37407.0,2093.791719
2023-11-23 00:00:00+00:00,37408.0,37645.0,36890.0,37280.0,1295.63927021
2023-11-24 00:00:00+00:00,37290.0,38410.0,37248.0,37704.0,3643.84959804
2023-11-25 00:00:00+00:00,37710.0,37893.0,37583.0,37781.0,1128.57646091
2023-11-26 00:00:00+00:00,37781.0,37798.0,37117.0,37443.0,1836.98819659
2023-11-27 00:00:00+00:00,37442.0,37547.0,36732.0,37263.0,1744.62280352
2023-11-28 00:00:00+00:00,37253.0,38349.0,36891.0,37815.0,1791.89808092
2023-11-29 00:00:00+00:00,37815.0,38402.0,37555.0,37834.0,1189.77921556
2023-11-30 00:00:00+00:00,37840.0,38136.0,37490.0,37724.0,734.3276974300001
2023-12-01 00:00:00+00:00,37732.0,38979.0,37618.0,38676.0,2689.82515593
2023-12-02 00:00:00+00:00,38676.0,39678.0,38634.0,39438.0,2856.44282153
2023-12-03 00:00:00+00:00,39431.0,40170.0,39253.0,39940.0,1408.73497438
2023-12-04 00:00:00+00:00,39959.0,42336.0,39959.0,41942.0,2953.70167011
2023-12-05 00:00:00+00:00,41905.0,44488.0,40849.0,44112.0,5332.11475401
2023-12-06 00:00:00+00:00,44113.0,44297.0,43444.0,43814.0,5125.54675711
2023-12-07 00:00:00+00:00,43809.0,44091.0,42862.0,43290.0,2935.55959819
2023-12-08 00:00:00+00:00,43284.0,44699.0,43086.0,44173.0,1962.21252053
2023-12-09 00:00:00+00:00,44178.0,44366.0,43623.0,43749.0,1284.98339071
2023-12-10 00:00:00+00:00,43745.0,44066.0,43623.0,43809.0,936.20231868
2023-12-11 00:00:00+00:00,43818.0,43842.0,40198.0,41287.0,3004.44954038
2023-12-12 00:00:00+00:00,41286.0,42115.0,40695.0,41501.0,902.66795965
2023-12-13 00:00:00+00:00,41518.0,43461.0,40666.0,42891.0,1454.80799253
2023-12-14 00:00:00+00:00,42902.0,43470.0,41475.0,43064.0,1666.06714644
2023-12-15 00:00:00+00:00,43061.0,43106.0,41723.0,41974.0,1011.65981813
2023-12-16 00:00:00+00:00,41976.0,42746.0,41693.0,42328.0,650.6456654
2023-12-17 00:00:00+00:00,42321.0,42448.0,41286.0,41411.0,1109.10178864
2023-12-18 00:00:00+00:00,41410.0,42773.0,40508.0,42672.0,1456.98363741
2023-12-19 00:00:00+00:00,42684.0,43529.0,41850.0,42316.0,957.60283027
2023-12-20 00:00:00+00:00,42309.0,44363.0,42244.0,43689.0,2175.77771137
2023-12-21 00:00:00+00:00,43697.0,44250.0,43362.0,43890.0,1168.03647426
2023-12-22 00:00:00+00:00,43890.0,44444.0,43480.0,44038.0,992.75415162
