timestamp,open,high,low,close,volume
2013-03-21 00:00:00+00:00,71.95397957,89.98,69.6,88.25,20137.11422370995
2013-03-28 00:00:00+00:00,89.0,146.88,75.51,134.7,52790.580938249084
2013-04-04 00:00:00+00:00,134.71656,290.0,19.9,162.0,50990.59008336094
2013-04-11 00:00:00+00:00,162.0,205.0,0.01,93.063,158414.64750981276
2013-04-18 00:00:00+00:00,93.0,166.99,87.0,154.6,91791.73156999031
2013-04-25 00:00:00+00:00,155.0,169.13,13.0,116.0,94142.19657673898
2013-05-02 00:00:00+00:00,116.75,127.18,80.0,113.5,127418.254096273
2013-05-09 00:00:00+00:00,113.495,122.5,103.45,108.95,39861.14646947965
2013-05-16 00:00:00+00:00,108.98,122.0,108.2,119.11,18539.11780790006
2013-05-23 00:00:00+00:00,118.45,140.68,118.41,130.35,27267.178910099727
2013-05-30 00:00:00+00:00,130.35,132.87,116.42,121.19,31086.420353800015
2013-06-06 00:00:00+00:00,121.33,121.33,89.9,106.68,46145.56015660968
2013-06-13 00:00:00+00:00,106.28,109.14,95.0,104.99,24885.446431280074
2013-06-20 00:00:00+00:00,104.83,108.0,91.0,98.69,21013.406193830084
2013-06-27 00:00:00+00:00,98.01,98.72,1.0,77.402,33413.11321654976
2013-07-04 00:00:00+00:00,77.33,82.0,62.94,73.98,35729.34371616978
2013-07-11 00:00:00+00:00,86.12,101.39,82.45,91.48,39122.62971728893
2013-07-18 00:00:00+00:00,90.85,95.68,77.0,88.36,22260.288610809992
2013-07-25 00:00:00+00:00,88.42,101.03,87.15,98.18,21137.192697079976
2013-08-01 00:00:00+00:00,97.99,98.91,93.75,97.0,19449.180994049966
2013-08-08 00:00:00+00:00,97.0,101.0,89.51,99.16,26385.314074500136
2013-08-15 00:00:00+00:00,99.4,114.45,96.24,110.43,26613.668049289918
2013-08-22 00:00:00+00:00,111.62,119.76,104.3,118.0,34560.711325149976
2013-08-29 00:00:00+00:00,117.95,134.94,115.0,122.24,44240.266714979254
2013-09-05 00:00:00+00:00,122.22,127.99,115.0,126.34,39542.404320609305
2013-09-12 00:00:00+00:00,126.92,129.11,122.53,126.9,20661.877428310167
2013-09-19 00:00:00+00:00,127.0,127.63,121.5,123.75,16916.018007710187
2013-09-26 00:00:00+00:00,123.32,128.8,83.26,103.85,53067.73762383971
2013-10-03 00:00:00+00:00,103.99,125.0,101.66,123.48,24082.964645319946
2013-10-10 00:00:00+00:00,125.67,150.0,125.0,137.56,50815.34871502009
2013-10-17 00:00:00+00:00,137.54,215.0,133.99,203.99,89220.5379233914
2013-10-24 00:00:00+00:00,204.5,210.995,155.81,198.74,102307.00666537117
2013-10-31 00:00:00+00:00,198.7,265.0,195.28,263.24,79496.10388716127
2013-11-07 00:00:00+00:00,263.5,414.73,262.0,399.9,160891.12090682873
2013-11-14 00:00:00+00:00,399.89,909.0,360.0,599.12,138776.79765640563
2013-11-21 00:00:00+00:00,599.12,969.99,589.9,963.0,84348.41279674908
2013-11-28 00:00:00+00:00,962.01,1175.0,780.0,1138.5,79232.15718125971
2013-12-05 00:00:00+00:00,1135.0,1141.0,538.0,879.3,152185.6214895579
2013-12-12 00:00:00+00:00,879.4,923.71,381.51,520.01,167308.57888806125
2013-12-19 00:00:00+00:00,519.74,721.0,491.0,679.5,109005.53925975235
2013-12-26 00:00:00+00:00,680.78,764.0,677.0,754.22,64333.817610246246
2014-01-02 00:00:00+00:00,751.88,995.0,742.52,781.0,95949.52339278958
2014-01-09 00:00:00+00:00,824.89,915.0,779.99,842.111,71144.48470681756
2014-01-16 00:00:00+00:00,842.101,847.68,765.03,818.0,37201.02581312712
2014-01-23 00:00:00+00:00,817.99,836.7318,726.5,791.56,59472.35438306563
2014-01-30 00:00:00+00:00,792.69,829.0,770.0,778.03,31829.94710658973
2014-02-06 00:00:00+00:00,782.0,829.0,620.0,702.0,64013.0438033689
2014-02-13 00:00:00+00:00,652.01,710.0,535.0,621.75,127263.75795422198
2014-02-20 00:00:00+00:00,624.0,644.93,400.0,584.0,250643.14697926393
2014-02-27 00:00:00+00:00,586.49,719.25,540.2044,669.61,123399.54620203793
2014-03-06 00:00:00+00:00,669.61,676.43,616.23,631.01,24292.686437399723
2014-03-13 00:00:00+00:00,636.10235,648.0,600.0,609.0,27412.37649212028
2014-03-20 00:00:00+00:00,608.9841,609.0,550.09,576.6,60693.436736955315
2014-03-27 00:00:00+00:00,577.9999,579.4799,431.2,437.2203,178982.8129580055
2014-04-03 00:00:00+00:00,436.5301,465.9998,415.46,446.58,48826.90379095981
2014-04-10 00:00:00+00:00,442.4499,547.0,340.0,531.25,187903.27257551244
2014-04-17 00:00:00+00:00,531.25,535.7499,473.83,491.78,57777.2775642359
2014-04-24 00:00:00+00:00,492.08,504.96,423.11,449.0201,81273.40798930234
2014-05-01 00:00:00+00:00,449.0201,463.53,419.4,440.43,44310.2487333131
2014-05-08 00:00:00+00:00,440.0,459.65,430.0,445.0,29514.993894749758
2014-05-15 00:00:00+00:00,444.03,501.0,443.4,494.99,34842.44817582951
2014-05-22 00:00:00+00:00,495.0,597.3,492.25,578.77,112798.73146655885
2014-05-29 00:00:00+00:00,580.0,685.0,563.0,642.0,140993.088817983
2014-06-05 00:00:00+00:00,642.0,672.0,637.01,657.21,22140.73116437983
2014-06-12 00:00:00+00:00,637.6,647.0,522.15,608.1,113057.71519227055
2014-06-19 00:00:00+00:00,608.6,615.0,560.53,566.75,42964.630959407164
2014-06-26 00:00:00+00:00,566.75,665.0,562.9,654.61,72224.90868242636
2014-07-03 00:00:00+00:00,653.5,654.0,616.73,621.45,24560.94297957865
2014-07-10 00:00:00+00:00,623.24,642.79,608.43,616.48,27649.250007969007
2014-07-17 00:00:00+00:00,616.48,633.6,613.0,619.0,15647.509511980665
2014-07-24 00:00:00+00:00,619.0,619.99,561.55,565.99,44238.62470220874
2014-07-31 00:00:00+00:00,566.0,605.72,561.47,581.36,37701.959287187936
2014-08-07 00:00:00+00:00,582.87,592.7,576.5,586.8,5960.405115590083
2014-08-14 00:00:00+00:00,546.25,546.5,443.0,511.0,189169.6434691911
