auto_candidate,relation,fib_level,timeframe,horizon,n_events,mean_forward_return,mean_mfe,mean_mae,rate_close_on_approach_side,rate_crossed_back,mean_pre_bars_approaching_level,mean_pre_distance_atr_norm,mean_pre_approach_choppiness,mean_at_wick_through_level,mean_at_close_distance_atr_norm,mean_post_bars_on_break_side,mean_post_retest_count,mean_post_remained_near_level_rate
continuation_candidate,above,0.236,4h,10,3,-0.016026,0.047081,0.01053,0.3333,0.6667,14.666667,1.489754,8.115075,734.698667,0.409546,29,6.666667,0.053333
continuation_candidate,above,0.236,4h,20,3,-0.013105,0.059087,0.014824,0.6667,1.0,14.666667,1.489754,8.115075,734.698667,0.409546,29,6.666667,0.053333
continuation_candidate,above,0.236,4h,5,3,-0.03053,0.042284,0.008749,0.0,0.6667,14.666667,1.489754,8.115075,734.698667,0.409546,29,6.666667,0.053333
continuation_candidate,above,0.236,4h,50,3,-0.014066,0.090106,0.041197,0.6667,1.0,14.666667,1.489754,8.115075,734.698667,0.409546,29,6.666667,0.053333
continuation_candidate,above,0.382,4h,10,4,-0.041977,0.076336,0.015677,0.0,0.75,15.75,2.264212,4.265952,356.087655,0.441264,16.5,8,0.1025
continuation_candidate,above,0.382,4h,20,4,-0.016514,0.0867,0.030437,0.5,0.75,15.75,2.264212,4.265952,356.087655,0.441264,16.5,8,0.1025
continuation_candidate,above,0.382,4h,5,4,-0.034391,0.061676,0.015677,0.0,0.75,15.75,2.264212,4.265952,356.087655,0.441264,16.5,8,0.1025
continuation_candidate,above,0.382,4h,50,4,0.011869,0.0867,0.065152,0.75,0.75,15.75,2.264212,4.265952,356.087655,0.441264,16.5,8,0.1025
continuation_candidate,above,0.5,4h,10,4,-0.045188,0.071544,0.004552,0.0,0.75,8.5,1.99699,12.344541,189.7575,0.658591,38.5,11.75,0.19
continuation_candidate,above,0.5,4h,20,4,-0.061561,0.088439,0.004552,0.25,0.75,8.5,1.99699,12.344541,189.7575,0.658591,38.5,11.75,0.19
continuation_candidate,above,0.5,4h,5,4,-0.03713,0.042469,0.004552,0.0,0.75,8.5,1.99699,12.344541,189.7575,0.658591,38.5,11.75,0.19
continuation_candidate,above,0.5,4h,50,4,-0.083256,0.125154,0.006952,0.25,0.75,8.5,1.99699,12.344541,189.7575,0.658591,38.5,11.75,0.19
