rank_in_candidate_horizon,sample_flag,auto_candidate,horizon,relation,fib_level,timeframe,n_events,mean_mfe,mean_mae,mean_post_bars_on_break_side,mean_forward_return,rate_close_on_approach_side,rate_crossed_back,mean_post_retest_count,mean_post_remained_near_level_rate,mean_pre_bars_approaching_level,mean_pre_distance_atr_norm,mean_pre_approach_choppiness,mean_at_wick_through_level,mean_at_close_distance_atr_norm
7,LOW SAMPLE,continuation_candidate,10,below,0.5,4h,4,0.066341,0.006915,37.5,0.045768,0.0,0.0,9,0.105,16,1.798667,6.729584,1172.987,0.436699
8,ok,continuation_candidate,10,touch,1,4h,12,0.061349,0.015275,32.666667,-0.026458,0.3333,0.6667,7,0.085,15.583333,2.715188,13.300141,535.393333,0.424001
9,ok,continuation_candidate,10,touch,0.618,4h,20,0.0596,0.011248,30.1,-0.005768,0.2,0.65,7.3,0.090841,14.5,2.035309,7.702164,277.204978,0.29437
10,ok,continuation_candidate,10,cross,0.5,4h,25,0.058013,0.01231,35,0.014673,0.16,0.28,8.52,0.104,14.12,1.833472,12.037587,787.53036,0.40616
11,ok,continuation_candidate,10,touch,0.786,4h,8,0.057783,0.013779,41,-0.01364,0.25,0.875,8.25,0.064853,14.25,2.106743,9.098462,796.174398,0.277178
12,ok,continuation_candidate,10,touch,0.236,4h,21,0.056918,0.012723,35.761905,-0.005388,0.2381,0.7619,8.809524,0.101905,12.714286,2.717521,5.257387,749.027257,0.32175
13,ok,continuation_candidate,10,touch,0.382,4h,16,0.055498,0.015906,32.875,-0.008025,0.1875,0.875,8.8125,0.1025,16,2.214676,10.177018,765.133059,0.285561
14,ok,continuation_candidate,10,cross,0.618,4h,18,0.055457,0.01539,31.277778,0.003167,0.2222,0.3889,8.5,0.112222,15.222222,2.099208,10.471547,469.417981,0.416938
15,LOW SAMPLE,continuation_candidate,10,above,1,4h,1,0.052485,0.00346,29,-0.041063,0.0,1.0,5,0.129032,5,1.044178,5.944024,347.0,0.423358
16,ok,continuation_candidate,10,cross,0.786,4h,14,0.051462,0.017646,30.571429,0.003172,0.2143,0.4286,7.5,0.071548,14.785714,2.270647,14.455725,965.854084,0.545096
17,ok,continuation_candidate,10,touch,0.5,4h,11,0.051029,0.009603,34.818182,-0.022425,0.2727,0.6364,4.090909,0.081905,16.545455,2.318611,8.952169,844.980364,0.336684
18,LOW SAMPLE,continuation_candidate,10,below,0.786,4h,1,0.050776,0.001108,49,0.036677,0.0,1.0,2,0.02,20,4.63917,2.48531,776.776,0.271337
19,LOW SAMPLE,continuation_candidate,10,above,0.236,4h,3,0.047081,0.01053,29,-0.016026,0.3333,0.6667,6.666667,0.053333,14.666667,1.489754,8.115075,734.698667,0.409546
20,ok,continuation_candidate,10,cross,0.382,4h,31,0.046732,0.021654,37.193548,0.017208,0.2581,0.5161,6.741935,0.070968,14.258065,1.352762,25.163218,1288.683853,0.540974
21,LOW SAMPLE,continuation_candidate,10,below,0.236,4h,2,0.046689,0.011676,24.5,0.026647,0.0,1.0,9.5,0.06,15.5,1.994296,3.752851,269.09434,0.630567
22,ok,continuation_candidate,10,cross,0.236,4h,22,0.042779,0.013864,29.818182,-0.005089,0.2727,0.4091,4.090909,0.042727,15.863636,1.979904,7.277147,742.384191,0.537112
23,ok,continuation_candidate,10,cross,1,4h,12,0.038197,0.026136,36.833333,0.008086,0.1667,0.5,7.416667,0.083333,17.833333,2.18793,8.457066,572.9875,0.530384
24,LOW SAMPLE,continuation_candidate,10,below,1,4h,2,0.036644,0.005113,47,0.025046,0.0,1.0,5,0.07,20,1.204168,7.980544,536.02,0.364734
1,LOW SAMPLE,continuation_candidate,20,below,0.382,4h,3,0.14015,0.008799,41.666667,0.059068,0.0,0.6667,11.333333,0.16,8.333333,1.853056,22.547944,489.160373,0.628198
2,LOW SAMPLE,continuation_candidate,20,above,1,4h,1,0.119311,0.00346,29,-0.116202,0.0,1.0,5,0.129032,5,1.044178,5.944024,347.0,0.423358
3,LOW SAMPLE,continuation_candidate,20,below,0.618,4h,2,0.111956,0.031385,41,0.003062,0.5,1.0,11,0.12,10,2.447211,5.757067,3.42994,0.533791
4,LOW SAMPLE,continuation_candidate,20,above,0.786,4h,2,0.10465,0.005986,32,-0.073873,0.5,0.5,7,0.04,13.5,2.009187,7.184599,716.82641,0.609007
5,ok,continuation_candidate,20,touch,1,4h,12,0.092263,0.02691,32.666667,-0.018113,0.3333,0.75,7,0.085,15.583333,2.715188,13.300141,535.393333,0.424001
6,LOW SAMPLE,continuation_candidate,20,above,0.5,4h,4,0.088439,0.004552,38.5,-0.061561,0.25,0.75,11.75,0.19,8.5,1.99699,12.344541,189.7575,0.658591
7,LOW SAMPLE,continuation_candidate,20,above,0.382,4h,4,0.0867,0.030437,16.5,-0.016514,0.5,0.75,8,0.1025,15.75,2.264212,4.265952,356.087655,0.441264
8,LOW SAMPLE,continuation_candidate,20,above,0.618,4h,2,0.083176,0.058274,18.5,0.038062,1.0,1.0,15,0.16,20,1.19036,9.25007,3.40767,0.269313
9,ok,continuation_candidate,20,touch,0.618,4h,20,0.08143,0.026264,30.1,0.021217,0.4,0.8,7.3,0.090841,14.5,2.035309,7.702164,277.204978,0.29437
10,ok,continuation_candidate,20,touch,0.786,4h,8,0.076908,0.017326,41,-0.015483,0.125,0.875,8.25,0.064853,14.25,2.106743,9.098462,796.174398,0.277178
11,ok,continuation_candidate,20,cross,0.786,4h,14,0.075915,0.032746,30.571429,-0.014201,0.4286,0.6429,7.5,0.071548,14.785714,2.270647,14.455725,965.854084,0.545096
12,LOW SAMPLE,continuation_candidate,20,below,0.5,4h,4,0.072096,0.021031,37.5,0.022491,0.25,0.75,9,0.105,16,1.798667,6.729584,1172.987,0.436699
13,ok,continuation_candidate,20,cross,0.5,4h,25,0.067099,0.026105,35,0.004996,0.4,0.6,8.52,0.104,14.12,1.833472,12.037587,787.53036,0.40616
14,ok,continuation_candidate,20,touch,0.236,4h,21,0.064138,0.019899,35.761905,-0.00568,0.2857,0.7619,8.809524,0.101905,12.714286,2.717521,5.257387,749.027257,0.32175
15,ok,continuation_candidate,20,touch,0.5,4h,11,0.063263,0.02425,34.818182,-0.032272,0.2727,0.6364,4.090909,0.081905,16.545455,2.318611,8.952169,844.980364,0.336684
16,ok,continuation_candidate,20,cross,0.618,4h,18,0.062096,0.032578,31.277778,0.004949,0.5,0.6111,8.5,0.112222,15.222222,2.099208,10.471547,469.417981,0.416938
17,LOW SAMPLE,continuation_candidate,20,below,0.236,4h,2,0.061752,0.013848,24.5,0.008617,0.5,1.0,9.5,0.06,15.5,1.994296,3.752851,269.09434,0.630567
18,ok,continuation_candidate,20,cross,0.382,4h,31,0.060874,0.0311,37.193548,0.012613,0.2581,0.6452,6.741935,0.070968,14.258065,1.352762,25.163218,1288.683853,0.540974
19,ok,continuation_candidate,20,touch,0.382,4h,16,0.060833,0.021394,32.875,-0.000349,0.375,0.9375,8.8125,0.1025,16,2.214676,10.177018,765.133059,0.285561
20,LOW SAMPLE,continuation_candidate,20,above,0.236,4h,3,0.059087,0.014824,29,-0.013105,0.6667,1.0,6.666667,0.053333,14.666667,1.489754,8.115075,734.698667,0.409546
21,LOW SAMPLE,continuation_candidate,20,below,0.786,4h,1,0.056617,0.001108,49,0.047856,0.0,1.0,2,0.02,20,4.63917,2.48531,776.776,0.271337
22,LOW SAMPLE,continuation_candidate,20,below,1,4h,2,0.053502,0.005113,47,0.040297,0.0,1.0,5,0.07,20,1.204168,7.980544,536.02,0.364734
23,ok,continuation_candidate,20,cross,0.236,4h,22,0.052599,0.029876,29.818182,-0.015598,0.5,0.5,4.090909,0.042727,15.863636,1.979904,7.277147,742.384191,0.537112
24,ok,continuation_candidate,20,cross,1,4h,12,0.038197,0.03563,36.833333,0.004824,0.4167,0.8333,7.416667,0.083333,17.833333,2.18793,8.457066,572.9875,0.530384
1,LOW SAMPLE,continuation_candidate,50,above,1,4h,1,0.174189,0.00346,29,-0.162659,0.0,1.0,5,0.129032,5,1.044178,5.944024,347.0,0.423358
2,LOW SAMPLE,continuation_candidate,50,below,0.382,4h,3,0.166579,0.025158,41.666667,0.050854,0.3333,1.0,11.333333,0.16,8.333333,1.853056,22.547944,489.160373,0.628198
3,ok,continuation_candidate,50,touch,0.786,4h,8,0.150707,0.018479,41,-0.013857,0.0,1.0,8.25,0.064853,14.25,2.106743,9.098462,796.174398,0.277178
4,LOW SAMPLE,continuation_candidate,50,below,0.618,4h,2,0.145587,0.040363,41,0.06656,0.0,1.0,11,0.12,10,2.447211,5.757067,3.42994,0.533791
5,ok,continuation_candidate,50,cross,0.786,4h,14,0.133842,0.068116,30.571429,-0.021377,0.3571,0.7143,7.5,0.071548,14.785714,2.270647,14.455725,965.854084,0.545096
6,LOW SAMPLE,continuation_candidate,50,above,0.786,4h,2,0.129622,0.048449,32,-0.054721,0.5,0.5,7,0.04,13.5,2.009187,7.184599,716.82641,0.609007
7,LOW SAMPLE,continuation_candidate,50,above,0.5,4h,4,0.125154,0.006952,38.5,-0.083256,0.25,0.75,11.75,0.19,8.5,1.99699,12.344541,189.7575,0.658591
8,ok,continuation_candidate,50,touch,1,4h,12,0.124281,0.049213,32.666667,-0.050466,0.25,0.75,7,0.085,15.583333,2.715188,13.300141,535.393333,0.424001
9,ok,continuation_candidate,50,touch,0.618,4h,20,0.123403,0.052959,30.1,0.031271,0.45,0.9,7.3,0.090841,14.5,2.035309,7.702164,277.204978,0.29437
10,ok,continuation_candidate,50,touch,0.5,4h,11,0.10953,0.026436,34.818182,-0.067334,0.0909,0.6364,4.090909,0.081905,16.545455,2.318611,8.952169,844.980364,0.336684
11,ok,continuation_candidate,50,cross,0.382,4h,31,0.102802,0.042088,37.193548,0.004935,0.3226,0.6774,6.741935,0.070968,14.258065,1.352762,25.163218,1288.683853,0.540974
12,ok,continuation_candidate,50,touch,0.236,4h,21,0.09786,0.029999,35.761905,0.005822,0.1905,0.8571,8.809524,0.101905,12.714286,2.717521,5.257387,749.027257,0.32175
13,ok,continuation_candidate,50,touch,0.382,4h,16,0.093826,0.046892,32.875,-0.012122,0.4375,0.9375,8.8125,0.1025,16,2.214676,10.177018,765.133059,0.285561
14,ok,continuation_candidate,50,cross,0.5,4h,25,0.092208,0.05114,35,0.02236,0.4,0.8,8.52,0.104,14.12,1.833472,12.037587,787.53036,0.40616
15,LOW SAMPLE,continuation_candidate,50,above,0.236,4h,3,0.090106,0.041197,29,-0.014066,0.6667,1.0,6.666667,0.053333,14.666667,1.489754,8.115075,734.698667,0.409546
16,LOW SAMPLE,continuation_candidate,50,above,0.382,4h,4,0.0867,0.065152,16.5,0.011869,0.75,0.75,8,0.1025,15.75,2.264212,4.265952,356.087655,0.441264
17,LOW SAMPLE,continuation_candidate,50,below,1,4h,2,0.083677,0.006437,47,0.050565,0.0,1.0,5,0.07,20,1.204168,7.980544,536.02,0.364734
18,LOW SAMPLE,continuation_candidate,50,above,0.618,4h,2,0.083176,0.091225,18.5,-0.016151,0.5,1.0,15,0.16,20,1.19036,9.25007,3.40767,0.269313
19,LOW SAMPLE,continuation_candidate,50,below,0.5,4h,4,0.082702,0.066504,37.5,0.025733,0.25,1.0,9,0.105,16,1.798667,6.729584,1172.987,0.436699
20,ok,continuation_candidate,50,cross,0.236,4h,22,0.076747,0.059834,29.818182,-0.015848,0.4545,0.5909,4.090909,0.042727,15.863636,1.979904,7.277147,742.384191,0.537112
21,ok,continuation_candidate,50,cross,1,4h,12,0.076217,0.057116,36.833333,0.011691,0.1667,0.9167,7.416667,0.083333,17.833333,2.18793,8.457066,572.9875,0.530384
22,ok,continuation_candidate,50,cross,0.618,4h,18,0.07202,0.061163,31.277778,0.002197,0.3889,0.8333,8.5,0.112222,15.222222,2.099208,10.471547,469.417981,0.416938
23,LOW SAMPLE,continuation_candidate,50,below,0.786,4h,1,0.06407,0.001108,49,0.048662,0.0,1.0,2,0.02,20,4.63917,2.48531,776.776,0.271337
24,LOW SAMPLE,continuation_candidate,50,below,0.236,4h,2,0.061752,0.064798,24.5,-0.026493,1.0,1.0,9.5,0.06,15.5,1.994296,3.752851,269.09434,0.630567
1,ok,failure_candidate,5,cross,0.786,4h,10,0.049041,0.016942,10,0.023575,1.0,0.6,6.5,0.064,18.6,2.090352,4.746951,1160.072368,0.395308
2,ok,failure_candidate,5,cross,0.618,4h,13,0.048831,0.019957,20.846154,0.011481,1.0,0.6923,10.076923,0.110769,16.076923,1.948449,11.410755,270.682308,0.426772
3,ok,failure_candidate,5,cross,1,4h,9,0.047751,0.032257,14,-0.003672,1.0,0.8889,6.444444,0.064444,16.888889,1.900039,27.008174,564.897778,0.365673
4,ok,failure_candidate,5,cross,0.236,4h,9,0.045051,0.006869,11,-0.001772,1.0,0.4444,4.888889,0.057778,16.777778,2.078128,76.34814,1360.824382,0.44506
5,LOW SAMPLE,failure_candidate,5,touch,0.5,4h,4,0.034134,0.029374,17.25,0.027297,1.0,1.0,9.75,0.095,17,1.705516,6.185534,754.88525,0.491525
6,ok,failure_candidate,5,cross,0.382,4h,10,0.031391,0.010243,26.9,0.000688,1.0,0.8,7.4,0.086,15.6,1.95783,24.031622,649.110416,0.301709
7,ok,failure_candidate,5,cross,0.5,4h,13,0.030119,0.010361,22.076923,0.005588,1.0,0.7692,6.846154,0.1,14,1.877659,10.946066,1549.060769,0.421342
8,LOW SAMPLE,failure_candidate,5,touch,0.786,4h,4,0.028778,0.056332,10.5,0.004644,1.0,1.0,10,0.125,19.75,2.039325,6.151289,3.4407,0.305652
9,LOW SAMPLE,failure_candidate,5,touch,1,4h,2,0.01928,0.044201,22,0.007414,1.0,1.0,5,0.05,19.5,3.107582,4.438815,4.27,0.109823
10,LOW SAMPLE,failure_candidate,5,above,0.382,4h,1,0.006896,0.020107,25,0.006513,1.0,1.0,7,0.02,20,0.829008,9.075829,771.982,0.259287
11,LOW SAMPLE,failure_candidate,5,touch,0.618,4h,3,0.006649,0.018023,28,0.001596,1.0,1.0,12,0.16,15,1.785639,8.557305,571.79178,0.073204
12,LOW SAMPLE,failure_candidate,5,touch,0.236,4h,3,0.005535,0.046219,5.333333,-0.016179,1.0,1.0,10.333333,0.12,18.666667,1.91744,5.437771,258.939293,0.775009
13,LOW SAMPLE,failure_candidate,5,touch,0.382,4h,3,0.003909,0.01743,10,0.002932,1.0,1.0,12.333333,0.086667,19.333333,2.09479,4.568392,2455.694667,0.196766
1,ok,failure_candidate,10,cross,1,4h,9,0.071276,0.032257,14,0.024268,1.0,0.8889,6.444444,0.064444,16.888889,1.900039,27.008174,564.897778,0.365673
2,ok,failure_candidate,10,cross,0.786,4h,10,0.07013,0.01709,10,0.031007,0.9,0.8,6.5,0.064,18.6,2.090352,4.746951,1160.072368,0.395308
3,ok,failure_candidate,10,cross,0.236,4h,9,0.067964,0.007127,11,-0.022172,1.0,0.4444,4.888889,0.057778,16.777778,2.078128,76.34814,1360.824382,0.44506
4,ok,failure_candidate,10,cross,0.618,4h,13,0.064273,0.026499,20.846154,-0.01069,0.8462,0.7692,10.076923,0.110769,16.076923,1.948449,11.410755,270.682308,0.426772
5,LOW SAMPLE,failure_candidate,10,touch,1,4h,2,0.051902,0.044201,22,0.034822,1.0,1.0,5,0.05,19.5,3.107582,4.438815,4.27,0.109823
6,LOW SAMPLE,failure_candidate,10,touch,0.786,4h,4,0.049845,0.056332,10.5,-0.001817,0.75,1.0,10,0.125,19.75,2.039325,6.151289,3.4407,0.305652
7,ok,failure_candidate,10,cross,0.5,4h,13,0.042227,0.010361,22.076923,0.003311,0.6923,0.7692,6.846154,0.1,14,1.877659,10.946066,1549.060769,0.421342
8,ok,failure_candidate,10,cross,0.382,4h,10,0.041042,0.0107,26.9,0.008884,0.8,0.9,7.4,0.086,15.6,1.95783,24.031622,649.110416,0.301709
9,LOW SAMPLE,failure_candidate,10,touch,0.5,4h,4,0.0389,0.040788,17.25,-0.001955,0.25,1.0,9.75,0.095,17,1.705516,6.185534,754.88525,0.491525
10,LOW SAMPLE,failure_candidate,10,above,0.382,4h,1,0.027242,0.020107,25,0.011993,1.0,1.0,7,0.02,20,0.829008,9.075829,771.982,0.259287
11,LOW SAMPLE,failure_candidate,10,touch,0.236,4h,3,0.013994,0.046219,5.333333,-0.002969,0.6667,1.0,10.333333,0.12,18.666667,1.91744,5.437771,258.939293,0.775009
12,LOW SAMPLE,failure_candidate,10,touch,0.618,4h,3,0.012386,0.018399,28,0.003024,0.6667,1.0,12,0.16,15,1.785639,8.557305,571.79178,0.073204
13,LOW SAMPLE,failure_candidate,10,touch,0.382,4h,3,0.011607,0.01743,10,0.001601,1.0,1.0,12.333333,0.086667,19.333333,2.09479,4.568392,2455.694667,0.196766
1,LOW SAMPLE,failure_candidate,20,touch,0.786,4h,4,0.091613,0.056332,10.5,0.030054,0.75,1.0,10,0.125,19.75,2.039325,6.151289,3.4407,0.305652
2,ok,failure_candidate,20,cross,1,4h,9,0.088571,0.042214,14,0.035395,0.7778,1.0,6.444444,0.064444,16.888889,1.900039,27.008174,564.897778,0.365673
3,LOW SAMPLE,failure_candidate,20,touch,0.5,4h,4,0.086111,0.062414,17.25,0.042935,0.75,1.0,9.75,0.095,17,1.705516,6.185534,754.88525,0.491525
4,ok,failure_candidate,20,cross,0.786,4h,10,0.084445,0.018017,10,0.022134,0.9,0.8,6.5,0.064,18.6,2.090352,4.746951,1160.072368,0.395308
5,ok,failure_candidate,20,cross,0.236,4h,9,0.073965,0.013477,11,-0.012796,0.7778,0.5556,4.888889,0.057778,16.777778,2.078128,76.34814,1360.824382,0.44506
6,LOW SAMPLE,failure_candidate,20,touch,1,4h,2,0.073401,0.077151,22,-0.004625,0.5,1.0,5,0.05,19.5,3.107582,4.438815,4.27,0.109823
7,ok,failure_candidate,20,cross,0.618,4h,13,0.071428,0.032971,20.846154,0.004835,0.6154,0.8462,10.076923,0.110769,16.076923,1.948449,11.410755,270.682308,0.426772
8,ok,failure_candidate,20,cross,0.5,4h,13,0.060442,0.027127,22.076923,0.018304,0.6154,0.9231,6.846154,0.1,14,1.877659,10.946066,1549.060769,0.421342
9,ok,failure_candidate,20,cross,0.382,4h,10,0.052043,0.01902,26.9,0.007708,0.6,0.9,7.4,0.086,15.6,1.95783,24.031622,649.110416,0.301709
10,LOW SAMPLE,failure_candidate,20,touch,0.236,4h,3,0.041722,0.046219,5.333333,0.031447,1.0,1.0,10.333333,0.12,18.666667,1.91744,5.437771,258.939293,0.775009
11,LOW SAMPLE,failure_candidate,20,touch,0.382,4h,3,0.035593,0.022982,10,-0.00195,0.3333,1.0,12.333333,0.086667,19.333333,2.09479,4.568392,2455.694667,0.196766
12,LOW SAMPLE,failure_candidate,20,above,0.382,4h,1,0.031954,0.020107,25,0.016626,1.0,1.0,7,0.02,20,0.829008,9.075829,771.982,0.259287
13,LOW SAMPLE,failure_candidate,20,touch,0.618,4h,3,0.025186,0.045998,28,-0.005764,0.3333,1.0,12,0.16,15,1.785639,8.557305,571.79178,0.073204
1,LOW SAMPLE,failure_candidate,50,touch,0.5,4h,4,0.232687,0.062414,17.25,0.164087,1.0,1.0,9.75,0.095,17,1.705516,6.185534,754.88525,0.491525
2,LOW SAMPLE,failure_candidate,50,touch,0.786,4h,4,0.145387,0.104467,10.5,0.0114,0.5,1.0,10,0.125,19.75,2.039325,6.151289,3.4407,0.305652
3,LOW SAMPLE,failure_candidate,50,touch,1,4h,2,0.124727,0.183784,22,0.004545,0.5,1.0,5,0.05,19.5,3.107582,4.438815,4.27,0.109823
4,ok,failure_candidate,50,cross,1,4h,9,0.122634,0.054829,14,0.044212,0.5556,1.0,6.444444,0.064444,16.888889,1.900039,27.008174,564.897778,0.365673
5,ok,failure_candidate,50,cross,0.786,4h,10,0.116744,0.042058,10,-0.003067,0.7,0.8,6.5,0.064,18.6,2.090352,4.746951,1160.072368,0.395308
6,ok,failure_candidate,50,cross,0.236,4h,9,0.082626,0.045726,11,-0.00617,0.6667,0.7778,4.888889,0.057778,16.777778,2.078128,76.34814,1360.824382,0.44506
7,LOW SAMPLE,failure_candidate,50,touch,0.236,4h,3,0.079974,0.046424,5.333333,0.00874,1.0,1.0,10.333333,0.12,18.666667,1.91744,5.437771,258.939293,0.775009
8,ok,failure_candidate,50,cross,0.618,4h,13,0.077085,0.073241,20.846154,-0.010602,0.5385,0.8462,10.076923,0.110769,16.076923,1.948449,11.410755,270.682308,0.426772
9,ok,failure_candidate,50,cross,0.5,4h,13,0.072635,0.053643,22.076923,-0.007435,0.5385,0.9231,6.846154,0.1,14,1.877659,10.946066,1549.060769,0.421342
10,ok,failure_candidate,50,cross,0.382,4h,10,0.057204,0.088148,26.9,0.019495,0.3,1.0,7.4,0.086,15.6,1.95783,24.031622,649.110416,0.301709
11,LOW SAMPLE,failure_candidate,50,touch,0.618,4h,3,0.047549,0.071961,28,-0.011004,0.3333,1.0,12,0.16,15,1.785639,8.557305,571.79178,0.073204
12,LOW SAMPLE,failure_candidate,50,touch,0.382,4h,3,0.036962,0.025382,10,-0.000837,0.6667,1.0,12.333333,0.086667,19.333333,2.09479,4.568392,2455.694667,0.196766
13,LOW SAMPLE,failure_candidate,50,above,0.382,4h,1,0.034191,0.040492,25,-0.021709,0.0,1.0,7,0.02,20,0.829008,9.075829,771.982,0.259287
1,LOW SAMPLE,reaction_candidate,5,below,0.236,4h,1,0.041302,0.041302,6,0.01305,0.0,0.0,4,0.04,20,1.213706,6.920782,2843.96,0.54377
2,ok,reaction_candidate,5,cross,0.618,4h,5,0.040761,0.040761,18.2,-0.006336,0.4,0.4,8,0.108,14.6,2.574447,8.269536,497.246224,0.352511
3,ok,reaction_candidate,5,touch,0.236,4h,9,0.038773,0.038773,19.444444,-0.017342,0.5556,0.6667,11.111111,0.135556,14.333333,3.408541,2.643824,317.936173,0.914206
4,LOW SAMPLE,reaction_candidate,5,above,1,4h,3,0.037865,0.037865,3,0.005827,0.6667,0.6667,3.666667,0.04,15.333333,2.949589,3.046633,400.533333,0.663073
