rank_in_candidate_horizon,sample_flag,auto_candidate,horizon,relation,fib_level,timeframe,n_events,mean_mfe,mean_mae,mean_post_bars_on_break_side,mean_forward_return,rate_close_on_approach_side,rate_crossed_back,mean_post_retest_count,mean_post_remained_near_level_rate,mean_pre_bars_approaching_level,mean_pre_distance_atr_norm,mean_pre_approach_choppiness,mean_at_wick_through_level,mean_at_close_distance_atr_norm
5,LOW SAMPLE,continuation_candidate,10,cross,0.382,1d,2,0.1319,0.006316,6,-0.113826,0.0,0.0,0,0.0,20,2.773122,3.239632,2321.362,0.877964
6,LOW SAMPLE,continuation_candidate,10,touch,0.5,1d,2,0.123081,0.017777,15,-0.097075,0.0,0.5,2,0.077295,14.5,1.511801,5.847167,2068.75,0.111969
7,LOW SAMPLE,continuation_candidate,10,touch,0.236,1d,2,0.119212,0.009178,18.5,-0.087801,0.5,0.5,5.5,0.093023,2,3.198147,3.244115,1658.236,0.048584
8,LOW SAMPLE,continuation_candidate,10,touch,0.618,1d,2,0.111074,0.008594,13,-0.090053,0.0,0.5,3.5,0.2625,17.5,1.487499,27.228842,1148.249,0.057278
9,LOW SAMPLE,continuation_candidate,10,cross,0.5,1d,1,0.083991,0.01141,3,-0.064919,0.0,0.0,0,0.0,20,3.561662,2.219673,4105.5,1.6025
10,LOW SAMPLE,continuation_candidate,10,cross,0.618,1d,1,0.064477,0.034191,10,-0.054894,0.0,1.0,3,0.071429,20,0.548748,14.559964,1996.77,0.18369
11,LOW SAMPLE,continuation_candidate,10,touch,0.382,1d,2,0.053612,0.01492,19.5,-0.049486,0.0,1.0,6,0.18421,12,1.019464,15.400363,1630.875,0.192334
12,LOW SAMPLE,continuation_candidate,10,cross,0.236,1d,2,0.047194,0.01869,23,-0.029655,0.0,0.5,5,0.076724,8,1.072024,27.757435,1288.29,0.229581
1,LOW SAMPLE,continuation_candidate,20,touch,0.786,1d,1,0.204448,0.017344,10,-0.187885,0.0,1.0,1,0.076923,20,1.42388,5.97947,2499.29,0.871438
2,LOW SAMPLE,continuation_candidate,20,touch,0.618,1d,2,0.193854,0.008594,13,-0.17707,0.0,0.5,3.5,0.2625,17.5,1.487499,27.228842,1148.249,0.057278
3,LOW SAMPLE,continuation_candidate,20,cross,0.618,1d,1,0.191274,0.034191,10,-0.174437,0.0,1.0,3,0.071429,20,0.548748,14.559964,1996.77,0.18369
4,LOW SAMPLE,continuation_candidate,20,cross,1,1d,2,0.174872,0.005883,7.5,-0.157694,0.0,0.5,2,0.1875,20,2.394922,3.747225,1198.5,0.143103
5,LOW SAMPLE,continuation_candidate,20,touch,0.5,1d,2,0.172805,0.017777,15,-0.160761,0.0,0.5,2,0.077295,14.5,1.511801,5.847167,2068.75,0.111969
6,LOW SAMPLE,continuation_candidate,20,touch,0.382,1d,2,0.16625,0.01492,19.5,-0.153537,0.0,1.0,6,0.18421,12,1.019464,15.400363,1630.875,0.192334
7,LOW SAMPLE,continuation_candidate,20,touch,1,1d,3,0.164517,0.012232,21,-0.088483,0.0,1.0,3,0.038974,20,1.660323,6.791457,2133.666667,0.646889
8,LOW SAMPLE,continuation_candidate,20,cross,0.786,1d,3,0.156138,0.000473,5.666667,-0.138568,0.0,0.0,0,0.0,20,2.925674,3.040242,1860.546,0.260684
9,LOW SAMPLE,continuation_candidate,20,cross,0.236,1d,2,0.146072,0.01869,23,-0.135035,0.0,0.5,5,0.076724,8,1.072024,27.757435,1288.29,0.229581
10,LOW SAMPLE,continuation_candidate,20,cross,0.382,1d,2,0.1319,0.006316,6,-0.113826,0.0,0.0,0,0.0,20,2.773122,3.239632,2321.362,0.877964
11,LOW SAMPLE,continuation_candidate,20,touch,0.236,1d,2,0.119212,0.030186,18.5,-0.083191,0.5,0.5,5.5,0.093023,2,3.198147,3.244115,1658.236,0.048584
12,LOW SAMPLE,continuation_candidate,20,cross,0.5,1d,1,0.083991,0.01141,3,-0.064919,0.0,0.0,0,0.0,20,3.561662,2.219673,4105.5,1.6025
1,LOW SAMPLE,continuation_candidate,50,cross,0.236,1d,2,0.226916,0.01869,23,-0.21082,0.0,0.5,5,0.076724,8,1.072024,27.757435,1288.29,0.229581
2,LOW SAMPLE,continuation_candidate,50,touch,0.382,1d,2,0.225779,0.01492,19.5,-0.20966,0.0,1.0,6,0.18421,12,1.019464,15.400363,1630.875,0.192334
3,LOW SAMPLE,continuation_candidate,50,touch,0.236,1d,2,0.207726,0.030186,18.5,-0.191231,0.0,0.5,5.5,0.093023,2,3.198147,3.244115,1658.236,0.048584
4,LOW SAMPLE,continuation_candidate,50,touch,0.5,1d,2,0.204626,0.017777,15,-0.188066,0.0,0.5,2,0.077295,14.5,1.511801,5.847167,2068.75,0.111969
5,LOW SAMPLE,continuation_candidate,50,touch,0.786,1d,1,0.204448,0.017344,10,-0.187885,0.0,1.0,1,0.076923,20,1.42388,5.97947,2499.29,0.871438
6,LOW SAMPLE,continuation_candidate,50,touch,0.618,1d,2,0.193854,0.008594,13,-0.17707,0.0,0.5,3.5,0.2625,17.5,1.487499,27.228842,1148.249,0.057278
7,LOW SAMPLE,continuation_candidate,50,cross,0.618,1d,1,0.191274,0.034191,10,-0.174437,0.0,1.0,3,0.071429,20,0.548748,14.559964,1996.77,0.18369
8,LOW SAMPLE,continuation_candidate,50,touch,1,1d,3,0.17995,0.012232,21,-0.10158,0.0,1.0,3,0.038974,20,1.660323,6.791457,2133.666667,0.646889
9,LOW SAMPLE,continuation_candidate,50,cross,1,1d,2,0.174872,0.005883,7.5,-0.157694,0.0,0.5,2,0.1875,20,2.394922,3.747225,1198.5,0.143103
10,LOW SAMPLE,continuation_candidate,50,cross,0.786,1d,3,0.156138,0.000473,5.666667,-0.138568,0.0,0.0,0,0.0,20,2.925674,3.040242,1860.546,0.260684
11,LOW SAMPLE,continuation_candidate,50,cross,0.382,1d,2,0.1319,0.006316,6,-0.113826,0.0,0.0,0,0.0,20,2.773122,3.239632,2321.362,0.877964
12,LOW SAMPLE,continuation_candidate,50,cross,0.5,1d,1,0.083991,0.01141,3,-0.064919,0.0,0.0,0,0.0,20,3.561662,2.219673,4105.5,1.6025
1,LOW SAMPLE,failure_candidate,5,cross,0.5,1d,1,0.076994,0.001125,9,0.049514,1.0,0.0,4,0.042553,4,3.488107,2.418349,1820.5,0.246272
2,LOW SAMPLE,failure_candidate,5,cross,0.786,1d,1,0.054039,0.008809,1,0.046679,1.0,1.0,4,0.02,1,0.751825,11.160041,1141.762,0.24889
3,LOW SAMPLE,failure_candidate,5,cross,0.236,1d,1,0.050128,0.026042,18,0.03459,1.0,1.0,13,0.145833,1,4.315553,1.894318,1054.964,0.312758
4,LOW SAMPLE,failure_candidate,5,touch,0.5,1d,1,0.023163,0.031638,15,0.015787,1.0,1.0,11,0.153846,5,2.910632,3.208303,2930.5,0.34563
1,LOW SAMPLE,failure_candidate,10,cross,0.786,1d,1,0.10228,0.008809,1,0.0651,1.0,1.0,4,0.02,1,0.751825,11.160041,1141.762,0.24889
2,LOW SAMPLE,failure_candidate,10,cross,0.5,1d,1,0.077644,0.001125,9,0.026884,1.0,0.0,4,0.042553,4,3.488107,2.418349,1820.5,0.246272
3,LOW SAMPLE,failure_candidate,10,touch,0.5,1d,1,0.069903,0.031638,15,0.033175,1.0,1.0,11,0.153846,5,2.910632,3.208303,2930.5,0.34563
4,LOW SAMPLE,failure_candidate,10,cross,0.236,1d,1,0.050762,0.026042,18,0.009381,0.0,1.0,13,0.145833,1,4.315553,1.894318,1054.964,0.312758
1,LOW SAMPLE,failure_candidate,20,cross,0.5,1d,1,0.122226,0.001125,9,0.092631,1.0,0.0,4,0.042553,4,3.488107,2.418349,1820.5,0.246272
2,LOW SAMPLE,failure_candidate,20,cross,0.786,1d,1,0.119167,0.008809,1,0.075091,1.0,1.0,4,0.02,1,0.751825,11.160041,1141.762,0.24889
3,LOW SAMPLE,failure_candidate,20,cross,0.236,1d,1,0.094231,0.026042,18,0.059245,1.0,1.0,13,0.145833,1,4.315553,1.894318,1054.964,0.312758
4,LOW SAMPLE,failure_candidate,20,touch,0.5,1d,1,0.069903,0.031638,15,0.000258,1.0,1.0,11,0.153846,5,2.910632,3.208303,2930.5,0.34563
1,LOW SAMPLE,failure_candidate,50,cross,0.786,1d,1,0.165466,0.008809,1,0.035801,1.0,1.0,4,0.02,1,0.751825,11.160041,1141.762,0.24889
2,LOW SAMPLE,failure_candidate,50,cross,0.5,1d,1,0.122226,0.172118,9,-0.154882,0.0,1.0,4,0.042553,4,3.488107,2.418349,1820.5,0.246272
3,LOW SAMPLE,failure_candidate,50,cross,0.236,1d,1,0.094231,0.19277,18,-0.175964,0.0,1.0,13,0.145833,1,4.315553,1.894318,1054.964,0.312758
4,LOW SAMPLE,failure_candidate,50,touch,0.5,1d,1,0.069903,0.210717,15,-0.194285,0.0,1.0,11,0.153846,5,2.910632,3.208303,2930.5,0.34563
1,LOW SAMPLE,reaction_candidate,5,above,1,1d,1,0.144302,0.144302,4,-0.126486,0.0,0.0,1,0.0,20,3.396221,2.430568,3603.0,0.440307
2,LOW SAMPLE,reaction_candidate,5,touch,0.618,1d,1,0.144302,0.144302,4,-0.126486,0.0,0.0,1,0.0,20,3.396221,2.430568,3282.706,0.278578
3,LOW SAMPLE,reaction_candidate,5,cross,0.236,1d,1,0.083991,0.083991,3,-0.064919,0.0,0.0,0,0.0,20,3.561662,2.219673,2763.588,0.996664
4,LOW SAMPLE,reaction_candidate,5,touch,0.5,1d,1,0.055588,0.055588,9,-0.041577,0.0,1.0,2,0.153846,20,1.42388,5.97947,3020.5,1.11718
5,LOW SAMPLE,reaction_candidate,5,above,0.618,1d,1,0.038922,0.038922,11,-0.00296,1.0,1.0,4,0.111111,18,0.484386,17.640155,1862.77,0.520454
6,LOW SAMPLE,reaction_candidate,5,above,0.382,1d,1,0.034191,0.034191,10,-0.013978,0.0,1.0,2,0.0,20,0.548748,14.559964,2565.982,0.097964
7,LOW SAMPLE,reaction_candidate,5,touch,0.382,1d,1,0.033523,0.033523,19,-0.024367,0.0,1.0,16,0.255814,1,4.425036,2.214774,1460.23,0.403188
8,LOW SAMPLE,reaction_candidate,5,above,0.236,1d,2,0.029147,0.029147,13.5,-0.004254,0.5,1.0,8,0.182186,10.5,1.617066,14.870627,2589.036,0.414249
9,LOW SAMPLE,reaction_candidate,5,above,0.5,1d,1,0.026657,0.026657,12,-0.024294,0.0,1.0,7,0.157895,16,0.323499,26.532951,2026.5,0.384445
10,LOW SAMPLE,reaction_candidate,5,touch,0.786,1d,1,0.026657,0.026657,12,-0.024294,0.0,1.0,7,0.210526,16,0.323499,26.532951,1983.96,0.364729
1,LOW SAMPLE,reaction_candidate,10,above,1,1d,1,0.144302,0.144302,4,-0.126486,0.0,0.0,1,0.0,20,3.396221,2.430568,3603.0,0.440307
2,LOW SAMPLE,reaction_candidate,10,touch,0.618,1d,1,0.144302,0.144302,4,-0.126486,0.0,0.0,1,0.0,20,3.396221,2.430568,3282.706,0.278578
3,LOW SAMPLE,reaction_candidate,10,touch,0.5,1d,1,0.138742,0.138742,9,-0.131503,0.0,1.0,2,0.153846,20,1.42388,5.97947,3020.5,1.11718
4,LOW SAMPLE,reaction_candidate,10,cross,0.236,1d,1,0.083991,0.083991,3,-0.064919,0.0,0.0,0,0.0,20,3.561662,2.219673,2763.588,0.996664
5,LOW SAMPLE,reaction_candidate,10,above,0.382,1d,1,0.064477,0.064477,10,-0.054894,0.0,1.0,2,0.0,20,0.548748,14.559964,2565.982,0.097964
6,LOW SAMPLE,reaction_candidate,10,above,0.618,1d,1,0.058384,0.058384,11,-0.044414,0.0,1.0,4,0.111111,18,0.484386,17.640155,1862.77,0.520454
7,LOW SAMPLE,reaction_candidate,10,above,0.236,1d,2,0.056907,0.056907,13.5,-0.002379,0.5,1.0,8,0.182186,10.5,1.617066,14.870627,2589.036,0.414249
8,LOW SAMPLE,reaction_candidate,10,above,0.5,1d,1,0.043912,0.043912,12,-0.037933,0.0,1.0,7,0.157895,16,0.323499,26.532951,2026.5,0.384445
9,LOW SAMPLE,reaction_candidate,10,touch,0.786,1d,1,0.043912,0.043912,12,-0.037933,0.0,1.0,7,0.210526,16,0.323499,26.532951,1983.96,0.364729
10,LOW SAMPLE,reaction_candidate,10,touch,0.382,1d,1,0.042731,0.042731,19,0.003346,1.0,1.0,16,0.255814,1,4.425036,2.214774,1460.23,0.403188
1,LOW SAMPLE,reaction_candidate,20,above,0.5,1d,1,0.210921,0.210921,12,-0.194493,0.0,1.0,7,0.157895,16,0.323499,26.532951,2026.5,0.384445
2,LOW SAMPLE,reaction_candidate,20,touch,0.786,1d,1,0.210921,0.210921,12,-0.194493,0.0,1.0,7,0.210526,16,0.323499,26.532951,1983.96,0.364729
3,LOW SAMPLE,reaction_candidate,20,above,0.618,1d,1,0.206803,0.206803,11,-0.190289,0.0,1.0,4,0.111111,18,0.484386,17.640155,1862.77,0.520454
4,LOW SAMPLE,reaction_candidate,20,touch,0.5,1d,1,0.204448,0.204448,9,-0.187885,0.0,1.0,2,0.153846,20,1.42388,5.97947,3020.5,1.11718
5,LOW SAMPLE,reaction_candidate,20,above,0.382,1d,1,0.191274,0.191274,10,-0.174437,0.0,1.0,2,0.0,20,0.548748,14.559964,2565.982,0.097964
6,LOW SAMPLE,reaction_candidate,20,above,1,1d,1,0.144302,0.144302,4,-0.126486,0.0,0.0,1,0.0,20,3.396221,2.430568,3603.0,0.440307
7,LOW SAMPLE,reaction_candidate,20,touch,0.618,1d,1,0.144302,0.144302,4,-0.126486,0.0,0.0,1,0.0,20,3.396221,2.430568,3282.706,0.278578
8,LOW SAMPLE,reaction_candidate,20,above,0.236,1d,2,0.140412,0.140412,13.5,-0.097117,0.5,1.0,8,0.182186,10.5,1.617066,14.870627,2589.036,0.414249
9,LOW SAMPLE,reaction_candidate,20,cross,0.236,1d,1,0.083991,0.083991,3,-0.064919,0.0,0.0,0,0.0,20,3.561662,2.219673,2763.588,0.996664
10,LOW SAMPLE,reaction_candidate,20,touch,0.382,1d,1,0.057647,0.057647,19,0.012566,1.0,1.0,16,0.255814,1,4.425036,2.214774,1460.23,0.403188
1,LOW SAMPLE,reaction_candidate,50,touch,0.382,1d,1,0.219759,0.219759,19,-0.203515,0.0,1.0,16,0.255814,1,4.425036,2.214774,1460.23,0.403188
2,LOW SAMPLE,reaction_candidate,50,above,0.5,1d,1,0.210921,0.210921,12,-0.194493,0.0,1.0,7,0.157895,16,0.323499,26.532951,2026.5,0.384445
3,LOW SAMPLE,reaction_candidate,50,touch,0.786,1d,1,0.210921,0.210921,12,-0.194493,0.0,1.0,7,0.210526,16,0.323499,26.532951,1983.96,0.364729
4,LOW SAMPLE,reaction_candidate,50,above,0.236,1d,2,0.210819,0.210819,13.5,-0.194389,0.0,1.0,8,0.182186,10.5,1.617066,14.870627,2589.036,0.414249
5,LOW SAMPLE,reaction_candidate,50,above,0.618,1d,1,0.206803,0.206803,11,-0.190289,0.0,1.0,4,0.111111,18,0.484386,17.640155,1862.77,0.520454
6,LOW SAMPLE,reaction_candidate,50,touch,0.5,1d,1,0.204448,0.204448,9,-0.187885,0.0,1.0,2,0.153846,20,1.42388,5.97947,3020.5,1.11718
7,LOW SAMPLE,reaction_candidate,50,above,0.382,1d,1,0.191274,0.191274,10,-0.174437,0.0,1.0,2,0.0,20,0.548748,14.559964,2565.982,0.097964
8,LOW SAMPLE,reaction_candidate,50,above,1,1d,1,0.144302,0.144302,4,-0.126486,0.0,0.0,1,0.0,20,3.396221,2.430568,3603.0,0.440307
9,LOW SAMPLE,reaction_candidate,50,touch,0.618,1d,1,0.144302,0.144302,4,-0.126486,0.0,0.0,1,0.0,20,3.396221,2.430568,3282.706,0.278578
10,LOW SAMPLE,reaction_candidate,50,cross,0.236,1d,1,0.083991,0.083991,3,-0.064919,0.0,0.0,0,0.0,20,3.561662,2.219673,2763.588,0.996664
1,LOW SAMPLE,rejection_candidate,5,cross,0.236,1d,1,0.170599,0.005316,0,-0.136401,1.0,0.0,2,0.166667,2,4.470837,2.0053,619.512,0.053304
2,LOW SAMPLE,rejection_candidate,5,above,0.618,1d,1,0.076994,0.001125,6,0.049514,1.0,0.0,5,0.085106,6,3.488107,2.418349,2741.018,0.113852
3,LOW SAMPLE,rejection_candidate,5,above,0.786,1d,1,0.065636,0.006215,10,0.053324,1.0,0.0,2,0.027027,9,1.965419,4.893668,2984.29,0.353958
4,LOW SAMPLE,rejection_candidate,5,below,0.236,1d,1,0.063245,0.009666,0,-0.044701,1.0,0.0,1,0.0,9,1.855715,4.693679,1156.46,0.37017
5,LOW SAMPLE,rejection_candidate,5,below,0.5,1d,1,0.063245,0.009666,0,-0.044701,1.0,0.0,1,0.0,8,1.855715,4.693679,1055.5,0.319562
6,LOW SAMPLE,rejection_candidate,5,cross,0.382,1d,1,0.060331,0.012808,1,-0.047536,1.0,1.0,2,0.083333,2,1.460649,5.965631,903.506,0.031131
7,LOW SAMPLE,rejection_candidate,5,above,0.5,1d,1,0.059664,0.017988,0,0.0328,1.0,0.0,0,0.02,2,0.202382,41.753346,2872.5,0.588765
8,LOW SAMPLE,rejection_candidate,5,above,0.382,1d,1,0.050128,0.026042,11,0.03459,1.0,1.0,7,0.083333,1,4.315553,1.894318,2058.982,0.131974
9,LOW SAMPLE,rejection_candidate,5,touch,0.382,1d,2,0.048185,0.008297,16.5,0.029676,1.0,0.0,4,0.047996,6,1.969866,4.592856,2210.751,0.128699
10,LOW SAMPLE,rejection_candidate,5,touch,0.618,1d,2,0.046811,0.013816,6.5,0.037542,1.0,1.0,4.5,0.062631,4,1.751835,7.339986,1800.238,0.14507
11,LOW SAMPLE,rejection_candidate,5,touch,0.236,1d,1,0.045059,0.007856,0,-0.020111,1.0,0.0,1,0.0,5,0.291386,28.52513,1376.46,0.302728
1,LOW SAMPLE,rejection_candidate,10,below,0.236,1d,1,0.207674,0.009666,0,-0.175004,1.0,0.0,1,0.0,9,1.855715,4.693679,1156.46,0.37017
2,LOW SAMPLE,rejection_candidate,10,below,0.5,1d,1,0.207674,0.009666,0,-0.175004,1.0,0.0,1,0.0,8,1.855715,4.693679,1055.5,0.319562
3,LOW SAMPLE,rejection_candidate,10,cross,0.236,1d,1,0.173507,0.005316,0,-0.1563,1.0,0.0,2,0.166667,2,4.470837,2.0053,619.512,0.053304
4,LOW SAMPLE,rejection_candidate,10,cross,0.382,1d,1,0.170312,0.012808,1,-0.1693,1.0,1.0,2,0.083333,2,1.460649,5.965631,903.506,0.031131
5,LOW SAMPLE,rejection_candidate,10,touch,0.618,1d,2,0.093171,0.013816,6.5,0.05725,1.0,1.0,4.5,0.062631,4,1.751835,7.339986,1800.238,0.14507
6,LOW SAMPLE,rejection_candidate,10,above,0.786,1d,1,0.092845,0.006215,10,0.064026,1.0,0.0,2,0.027027,9,1.965419,4.893668,2984.29,0.353958
7,LOW SAMPLE,rejection_candidate,10,above,0.5,1d,1,0.09139,0.017988,0,0.028271,1.0,0.0,0,0.02,2,0.202382,41.753346,2872.5,0.588765
8,LOW SAMPLE,rejection_candidate,10,above,0.618,1d,1,0.077644,0.001125,6,0.026884,1.0,0.0,5,0.085106,6,3.488107,2.418349,2741.018,0.113852
9,LOW SAMPLE,rejection_candidate,10,touch,0.236,1d,1,0.064925,0.007856,0,-0.048878,1.0,0.0,1,0.0,5,0.291386,28.52513,1376.46,0.302728
10,LOW SAMPLE,rejection_candidate,10,touch,0.382,1d,2,0.06179,0.024195,16.5,0.016083,0.5,0.5,4,0.047996,6,1.969866,4.592856,2210.751,0.128699
11,LOW SAMPLE,rejection_candidate,10,above,0.382,1d,1,0.050762,0.026042,11,0.009381,1.0,1.0,7,0.083333,1,4.315553,1.894318,2058.982,0.131974
1,LOW SAMPLE,rejection_candidate,20,touch,0.236,1d,1,0.211868,0.007856,0,-0.195459,1.0,0.0,1,0.0,5,0.291386,28.52513,1376.46,0.302728
2,LOW SAMPLE,rejection_candidate,20,below,0.236,1d,1,0.210452,0.009666,0,-0.194014,1.0,0.0,1,0.0,9,1.855715,4.693679,1156.46,0.37017
3,LOW SAMPLE,rejection_candidate,20,below,0.5,1d,1,0.210452,0.009666,0,-0.194014,1.0,0.0,1,0.0,8,1.855715,4.693679,1055.5,0.319562
4,LOW SAMPLE,rejection_candidate,20,cross,0.382,1d,1,0.207996,0.012808,1,-0.191506,1.0,1.0,2,0.083333,2,1.460649,5.965631,903.506,0.031131
5,LOW SAMPLE,rejection_candidate,20,cross,0.236,1d,1,0.173507,0.005316,0,-0.1563,1.0,0.0,2,0.166667,2,4.470837,2.0053,619.512,0.053304
6,LOW SAMPLE,rejection_candidate,20,above,0.618,1d,1,0.122226,0.001125,6,0.092631,1.0,0.0,5,0.085106,6,3.488107,2.418349,2741.018,0.113852
7,LOW SAMPLE,rejection_candidate,20,above,0.5,1d,1,0.108111,0.017988,0,0.055916,1.0,0.0,0,0.02,2,0.202382,41.753346,2872.5,0.588765
8,LOW SAMPLE,rejection_candidate,20,touch,0.618,1d,2,0.101614,0.013816,6.5,0.041662,1.0,1.0,4.5,0.062631,4,1.751835,7.339986,1800.238,0.14507
9,LOW SAMPLE,rejection_candidate,20,above,0.382,1d,1,0.094231,0.026042,11,0.059245,1.0,1.0,7,0.083333,1,4.315553,1.894318,2058.982,0.131974
10,LOW SAMPLE,rejection_candidate,20,above,0.786,1d,1,0.092845,0.006215,10,0.014397,1.0,0.0,2,0.027027,9,1.965419,4.893668,2984.29,0.353958
11,LOW SAMPLE,rejection_candidate,20,touch,0.382,1d,2,0.06179,0.040294,16.5,-0.027094,0.5,0.5,4,0.047996,6,1.969866,4.592856,2210.751,0.128699
1,LOW SAMPLE,rejection_candidate,50,touch,0.236,1d,1,0.211868,0.007856,0,-0.195459,1.0,0.0,1,0.0,5,0.291386,28.52513,1376.46,0.302728
2,LOW SAMPLE,rejection_candidate,50,below,0.236,1d,1,0.210452,0.009666,0,-0.194014,1.0,0.0,1,0.0,9,1.855715,4.693679,1156.46,0.37017
3,LOW SAMPLE,rejection_candidate,50,below,0.5,1d,1,0.210452,0.009666,0,-0.194014,1.0,0.0,1,0.0,8,1.855715,4.693679,1055.5,0.319562
4,LOW SAMPLE,rejection_candidate,50,cross,0.382,1d,1,0.207996,0.012808,1,-0.191506,1.0,1.0,2,0.083333,2,1.460649,5.965631,903.506,0.031131
5,LOW SAMPLE,rejection_candidate,50,cross,0.236,1d,1,0.173507,0.005316,0,-0.1563,1.0,0.0,2,0.166667,2,4.470837,2.0053,619.512,0.053304
6,LOW SAMPLE,rejection_candidate,50,above,0.5,1d,1,0.153952,0.017988,0,0.023757,1.0,0.0,0,0.02,2,0.202382,41.753346,2872.5,0.588765
7,LOW SAMPLE,rejection_candidate,50,touch,0.618,1d,2,0.124764,0.104541,6.5,-0.073911,0.5,1.0,4.5,0.062631,4,1.751835,7.339986,1800.238,0.14507
8,LOW SAMPLE,rejection_candidate,50,above,0.618,1d,1,0.122226,0.172118,6,-0.154882,0.0,1.0,5,0.085106,6,3.488107,2.418349,2741.018,0.113852
9,LOW SAMPLE,rejection_candidate,50,above,0.382,1d,1,0.094231,0.19277,11,-0.175964,0.0,1.0,7,0.083333,1,4.315553,1.894318,2058.982,0.131974
10,LOW SAMPLE,rejection_candidate,50,above,0.786,1d,1,0.092845,0.193793,10,-0.177008,0.0,1.0,2,0.027027,9,1.965419,4.893668,2984.29,0.353958
11,LOW SAMPLE,rejection_candidate,50,touch,0.382,1d,2,0.06179,0.214927,16.5,-0.198582,0.0,1.0,4,0.047996,6,1.969866,4.592856,2210.751,0.128699
