rank_in_candidate_horizon,sample_flag,auto_candidate,horizon,relation,fib_level,timeframe,n_events,mean_mfe,mean_mae,mean_post_bars_on_break_side,mean_forward_return,rate_close_on_approach_side,rate_crossed_back,mean_post_retest_count,mean_post_remained_near_level_rate,mean_pre_bars_approaching_level,mean_pre_distance_atr_norm,mean_pre_approach_choppiness,mean_at_wick_through_level,mean_at_close_distance_atr_norm
4,LOW SAMPLE,continuation_candidate,20,touch,1,4h,2,0.096049,0.015678,57.5,-0.048293,0.0,0.5,4.5,0.03,50,4.739493,3.885417,1004.0,0.194225
5,LOW SAMPLE,continuation_candidate,20,cross,0.236,4h,1,0.092427,0.012508,18,-0.079756,0.0,0.0,0,0.0,50,8.264491,2.013087,1805.588,1.635374
6,LOW SAMPLE,continuation_candidate,20,touch,0.236,4h,1,0.067981,0.013133,98,0.055811,0.0,1.0,2,0.01,2,3.304099,6.749632,504.588,0.363242
7,LOW SAMPLE,continuation_candidate,20,cross,0.786,4h,4,0.05879,0.024285,55.5,-0.009938,0.5,0.5,4.25,0.030417,19.5,4.943909,4.551839,1132.5,0.371007
8,LOW SAMPLE,continuation_candidate,20,cross,1,4h,1,0.037177,0.004269,100,0.017566,0.0,0.0,0,0.0,10,5.370614,4.211365,1115.0,0.58844
9,LOW SAMPLE,continuation_candidate,20,cross,0.382,4h,1,0.022719,0.020076,100,0.012118,0.0,0.0,0,0.0,6,1.297488,12.964158,3141.294,2.073463
10,LOW SAMPLE,continuation_candidate,20,cross,0.5,4h,1,0.022719,0.020076,100,0.012118,0.0,0.0,0,0.0,50,1.297488,12.964158,2541.5,1.515596
11,LOW SAMPLE,continuation_candidate,20,cross,0.618,4h,1,0.022719,0.020076,98,0.012118,0.0,0.0,12,0.1,50,1.297488,12.964158,1941.706,0.957728
1,LOW SAMPLE,continuation_candidate,50,touch,0.618,4h,1,0.14643,0.001746,21,-0.134512,0.0,1.0,3,0.043478,50,8.106474,2.483511,952.706,0.942384
2,LOW SAMPLE,continuation_candidate,50,touch,0.5,4h,1,0.138826,0.001579,21,-0.126802,0.0,0.0,1,0.047619,50,6.665397,2.72093,1158.5,0.85133
3,LOW SAMPLE,continuation_candidate,50,above,0.382,4h,1,0.128694,0.000799,20,-0.116529,0.0,0.0,1,0.05,50,7.237727,2.426081,1409.294,0.5517
4,LOW SAMPLE,continuation_candidate,50,touch,1,4h,2,0.121188,0.015678,57.5,-0.052227,0.0,0.5,4.5,0.03,50,4.739493,3.885417,1004.0,0.194225
5,LOW SAMPLE,continuation_candidate,50,touch,0.236,4h,1,0.108502,0.013133,98,0.076246,0.0,1.0,2,0.01,2,3.304099,6.749632,504.588,0.363242
6,LOW SAMPLE,continuation_candidate,50,cross,0.236,4h,1,0.092427,0.012508,18,-0.079756,0.0,0.0,0,0.0,50,8.264491,2.013087,1805.588,1.635374
7,LOW SAMPLE,continuation_candidate,50,cross,0.786,4h,4,0.083165,0.032238,55.5,0.013112,0.25,0.5,4.25,0.030417,19.5,4.943909,4.551839,1132.5,0.371007
8,LOW SAMPLE,continuation_candidate,50,cross,1,4h,1,0.06823,0.004269,100,0.05732,0.0,0.0,0,0.0,10,5.370614,4.211365,1115.0,0.58844
9,LOW SAMPLE,continuation_candidate,50,cross,0.382,4h,1,0.058071,0.020076,100,0.039456,0.0,0.0,0,0.0,6,1.297488,12.964158,3141.294,2.073463
10,LOW SAMPLE,continuation_candidate,50,cross,0.5,4h,1,0.058071,0.020076,100,0.039456,0.0,0.0,0,0.0,50,1.297488,12.964158,2541.5,1.515596
11,LOW SAMPLE,continuation_candidate,50,cross,0.618,4h,1,0.058071,0.020076,98,0.039456,0.0,1.0,12,0.1,50,1.297488,12.964158,1941.706,0.957728
1,LOW SAMPLE,failure_candidate,5,cross,0.786,4h,1,0.016793,0.01344,81,-0.008097,1.0,0.0,17,0.09,50,1.297488,12.964158,2703.238,0.163476
1,LOW SAMPLE,failure_candidate,10,cross,0.786,4h,1,0.020076,0.01344,81,0.003214,0.0,1.0,17,0.09,50,1.297488,12.964158,2703.238,0.163476
1,LOW SAMPLE,failure_candidate,20,cross,0.786,4h,1,0.020076,0.022719,81,0.012118,0.0,1.0,17,0.09,50,1.297488,12.964158,2703.238,0.163476
1,LOW SAMPLE,failure_candidate,50,cross,0.786,4h,1,0.020076,0.058071,81,0.039456,0.0,1.0,17,0.09,50,1.297488,12.964158,2703.238,0.163476
1,LOW SAMPLE,reaction_candidate,5,touch,1,4h,3,0.013974,0.013974,45.666667,0.005524,0.6667,0.3333,5.333333,0.04127,50,4.055803,4.945722,1124.0,0.955554
2,LOW SAMPLE,reaction_candidate,5,touch,0.618,4h,2,0.010076,0.010076,2,-0.000862,1.0,0.5,8.5,0.07,16,4.577698,4.397998,1316.206,0.209658
1,LOW SAMPLE,reaction_candidate,10,touch,0.618,4h,2,0.041701,0.041701,2,0.027339,1.0,0.5,8.5,0.07,16,4.577698,4.397998,1316.206,0.209658
2,LOW SAMPLE,reaction_candidate,10,touch,1,4h,3,0.01527,0.01527,45.666667,0.005627,0.6667,0.3333,5.333333,0.04127,50,4.055803,4.945722,1124.0,0.955554
1,LOW SAMPLE,reaction_candidate,20,touch,0.618,4h,2,0.054274,0.054274,2,0.040222,1.0,0.5,8.5,0.07,16,4.577698,4.397998,1316.206,0.209658
2,LOW SAMPLE,reaction_candidate,20,touch,1,4h,3,0.027924,0.027924,45.666667,-0.014392,0.6667,0.6667,5.333333,0.04127,50,4.055803,4.945722,1124.0,0.955554
1,LOW SAMPLE,reaction_candidate,50,touch,1,4h,3,0.143913,0.143913,45.666667,-0.081444,0.0,1.0,5.333333,0.04127,50,4.055803,4.945722,1124.0,0.955554
2,LOW SAMPLE,reaction_candidate,50,touch,0.618,4h,2,0.086129,0.086129,2,0.062213,1.0,1.0,8.5,0.07,16,4.577698,4.397998,1316.206,0.209658
1,LOW SAMPLE,rejection_candidate,5,touch,1,4h,2,0.014296,0.011322,75,-0.005171,1.0,0.0,10.5,0.06,50,2.640796,8.731616,2955.0,1.12162
1,LOW SAMPLE,rejection_candidate,10,touch,1,4h,2,0.015938,0.019663,75,0.002905,1.0,0.0,10.5,0.06,50,2.640796,8.731616,2955.0,1.12162
1,LOW SAMPLE,rejection_candidate,20,touch,1,4h,2,0.015938,0.029073,75,0.018454,0.5,1.0,10.5,0.06,50,2.640796,8.731616,2955.0,1.12162
1,LOW SAMPLE,rejection_candidate,50,touch,1,4h,2,0.015938,0.062539,75,0.046855,0.0,1.0,10.5,0.06,50,2.640796,8.731616,2955.0,1.12162
