cluster_id,epsilon_log,representative_price,min_price,max_price,price_span_log,time_window_start,time_window_end,timeframe_count,level_count,timeframes,ratios,member_fib_ids
c001,0.005,29274.0,29247.0,29283.0,0.00123,2021-01-21T00:00:00+00:00,2021-06-01T00:00:00+00:00,4,4,"1M,1w,1d,4h","0.0,1.0",fib_BTC-USD_1M_20210401T000000|fib_BTC-USD_1d_20210127T000000|fib_BTC-USD_1w_20210121T000000|fib_BTC-USD_4h_20210126T200000
c002,0.005,21167.33,21092.07,21224.78,0.006272,2022-12-29T00:00:00+00:00,2023-07-01T00:00:00+00:00,4,4,"1M,1w,1d,4h","0.382,0.618",fib_BTC-USD_1M_20230101T000000|fib_BTC-USD_1d_20230107T000000|fib_BTC-USD_1w_20221229T000000|fib_BTC-USD_4h_20230312T120000
c003,0.005,976.1,972.18,981.71,0.009751,2016-12-29T00:00:00+00:00,2017-03-04T00:00:00+00:00,3,6,"1w,1d,4h","0.5,0.618,0.786",fib_BTC-USD_1d_20170105T000000|fib_BTC-USD_1d_20170112T000000|fib_BTC-USD_1w_20161229T000000|fib_BTC-USD_1w_20170105T000000|fib_BTC-USD_4h_20170105T040000|fib_BTC-USD_4h_20170106T000000
c004,0.005,64829.0,64829.0,64829.0,0.0,2020-03-12T00:00:00+00:00,2021-06-01T00:00:00+00:00,3,5,"1M,1w,1d","0.0,1.0",fib_BTC-USD_1M_20201001T000000|fib_BTC-USD_1M_20210401T000000|fib_BTC-USD_1d_20210414T000000|fib_BTC-USD_1w_20200312T000000|fib_BTC-USD_1w_20210121T000000
c005,0.005,47851.96,47637.9,48002.07,0.007615,2021-01-21T00:00:00+00:00,2021-06-01T00:00:00+00:00,3,5,"1M,1w,4h","0.382,0.5,0.618,0.786",fib_BTC-USD_1M_20210401T000000|fib_BTC-USD_1w_20210121T000000|fib_BTC-USD_4h_20210225T120000|fib_BTC-USD_4h_20210228T160000|fib_BTC-USD_4h_20210306T160000
c006,0.005,13764.0,13764.0,13764.0,0.0,2019-05-12T12:00:00+00:00,2020-03-12T00:00:00+00:00,3,4,"1w,1d,4h","0.0,1.0",fib_BTC-USD_1d_20190610T000000|fib_BTC-USD_1w_20190620T000000|fib_BTC-USD_4h_20190512T120000|fib_BTC-USD_4h_20190626T200000
c007,0.005,9084.7,9084.7,9084.7,0.0,2019-07-04T00:00:00+00:00,2019-07-17T08:00:00+00:00,3,4,"1w,1d,4h",0.0,fib_BTC-USD_1d_20190710T000000|fib_BTC-USD_1w_20190704T000000|fib_BTC-USD_4h_20190710T120000|fib_BTC-USD_4h_20190716T120000
c008,0.005,11430.13,11429.43,11430.37,8.2e-05,2019-07-04T00:00:00+00:00,2019-07-17T08:00:00+00:00,3,4,"1w,1d,4h",0.618,fib_BTC-USD_1d_20190710T000000|fib_BTC-USD_1w_20190704T000000|fib_BTC-USD_4h_20190704T200000|fib_BTC-USD_4h_20190710T120000
c009,0.005,31062.58,30997.64,31136.0,0.004454,2022-04-01T00:00:00+00:00,2022-11-01T00:00:00+00:00,3,4,"1M,1d,4h","0.0,0.382,0.618,1.0",fib_BTC-USD_1M_20220401T000000|fib_BTC-USD_1d_20220505T000000|fib_BTC-USD_4h_20220512T200000|fib_BTC-USD_4h_20220513T120000
c010,0.005,39664.34,39556.44,39791.04,0.005913,2021-01-21T00:00:00+00:00,2021-06-01T00:00:00+00:00,3,4,"1M,1w,4h","0.0,0.382,0.618",fib_BTC-USD_1M_20210401T000000|fib_BTC-USD_1w_20210121T000000|fib_BTC-USD_4h_20210206T160000|fib_BTC-USD_4h_20210523T160000
c011,0.005,58388.85,58161.72,58574.27,0.007068,2024-08-01T00:00:00+00:00,2024-12-01T00:00:00+00:00,3,4,"1M,1d,4h","0.382,0.5,0.786",fib_BTC-USD_1M_20240801T000000|fib_BTC-USD_1d_20240805T000000|fib_BTC-USD_4h_20240804T120000|fib_BTC-USD_4h_20240807T200000
c012,0.005,10470.52,10470.52,10470.52,0.0,2019-07-04T00:00:00+00:00,2019-07-17T08:00:00+00:00,3,3,"1w,1d,4h",0.382,fib_BTC-USD_1d_20190710T000000|fib_BTC-USD_1w_20190704T000000|fib_BTC-USD_4h_20190710T120000
c013,0.005,10939.92,10939.92,10939.92,0.0,2019-07-04T00:00:00+00:00,2019-07-17T08:00:00+00:00,3,3,"1w,1d,4h",0.5,fib_BTC-USD_1d_20190710T000000|fib_BTC-USD_1w_20190704T000000|fib_BTC-USD_4h_20190710T120000
c014,0.005,12166.8,12166.8,12166.8,0.0,2019-07-04T00:00:00+00:00,2019-07-17T08:00:00+00:00,3,3,"1w,1d,4h",0.786,fib_BTC-USD_1d_20190710T000000|fib_BTC-USD_1w_20190704T000000|fib_BTC-USD_4h_20190710T120000
c015,0.005,13174.0,13174.0,13174.0,0.0,2019-07-04T00:00:00+00:00,2019-07-17T08:00:00+00:00,3,3,"1w,1d,4h",1.0,fib_BTC-USD_1d_20190710T000000|fib_BTC-USD_1w_20190704T000000|fib_BTC-USD_4h_20190710T120000
c016,0.005,49130.0,49130.0,49130.0,0.0,2024-08-01T00:00:00+00:00,2024-12-01T00:00:00+00:00,3,3,"1M,1d,4h","0.0,1.0",fib_BTC-USD_1M_20240801T000000|fib_BTC-USD_1d_20240805T000000|fib_BTC-USD_4h_20240804T120000
c017,0.005,8326.41,8323.11,8328.06,0.000595,2019-06-20T00:00:00+00:00,2020-03-12T00:00:00+00:00,3,3,"1w,1d,4h",0.5,fib_BTC-USD_1d_20191026T000000|fib_BTC-USD_1w_20190620T000000|fib_BTC-USD_4h_20191026T000000
c018,0.005,40795.43,40759.9,40822.4,0.001532,2021-07-15T00:00:00+00:00,2021-11-09T00:00:00+00:00,3,3,"1w,1d,4h","0.618,0.786,1.0",fib_BTC-USD_1d_20210929T000000|fib_BTC-USD_1w_20210715T000000|fib_BTC-USD_4h_20210921T200000
c019,0.005,20881.45,20856.44,20911.74,0.002648,2020-10-01T00:00:00+00:00,2021-04-01T00:00:00+00:00,3,3,"1M,1w,4h","0.618,0.786",fib_BTC-USD_1M_20201001T000000|fib_BTC-USD_1w_20201203T000000|fib_BTC-USD_4h_20201216T040000
c020,0.005,45071.69,44993.0,45120.36,0.002827,2021-07-15T00:00:00+00:00,2021-11-04T00:00:00+00:00,3,3,"1w,1d,4h","0.0,0.5,0.618",fib_BTC-USD_1d_20210918T000000|fib_BTC-USD_1w_20210715T000000|fib_BTC-USD_4h_20210921T200000
c021,0.005,35326.93,35271.7,35400.0,0.003631,2021-07-15T00:00:00+00:00,2021-11-04T00:00:00+00:00,3,3,"1w,1d,4h","0.5,0.786",fib_BTC-USD_1d_20210720T000000|fib_BTC-USD_1w_20210715T000000|fib_BTC-USD_4h_20210725T160000
c022,0.005,7881.42,7865.94,7898.35,0.004112,2018-01-28T00:00:00+00:00,2018-02-15T00:00:00+00:00,3,3,"1w,1d,4h","0.0,0.382,0.786",fib_BTC-USD_1d_20180128T000000|fib_BTC-USD_1w_20180201T000000|fib_BTC-USD_4h_20180206T120000
c023,0.005,3384.28,3375.44,3390.47,0.004441,2017-07-13T00:00:00+00:00,2017-09-02T00:00:00+00:00,3,3,"1w,1d,4h","0.382,0.618",fib_BTC-USD_1d_20170716T000000|fib_BTC-USD_1w_20170713T000000|fib_BTC-USD_4h_20170805T000000
c024,0.005,7782.27,7765.83,7804.4,0.004955,2017-12-14T00:00:00+00:00,2018-12-06T00:00:00+00:00,3,3,"1w,1d,4h","0.5,0.618",fib_BTC-USD_1d_20180206T000000|fib_BTC-USD_1w_20171214T000000|fib_BTC-USD_4h_20180207T040000
c025,0.005,25964.22,25888.64,26049.73,0.006203,2020-10-01T00:00:00+00:00,2021-04-01T00:00:00+00:00,3,3,"1M,1w,4h","0.382,0.5",fib_BTC-USD_1M_20201001T000000|fib_BTC-USD_1w_20201203T000000|fib_BTC-USD_4h_20201225T120000
c026,0.005,8519.28,8488.9,8552.19,0.007428,2018-01-28T00:00:00+00:00,2018-02-15T00:00:00+00:00,3,3,"1w,1d,4h","0.0,0.5,0.618",fib_BTC-USD_1d_20180128T000000|fib_BTC-USD_1w_20180201T000000|fib_BTC-USD_4h_20180207T040000
c027,0.005,54808.48,54415.41,55316.69,0.016427,2021-03-14T00:00:00+00:00,2021-04-02T00:00:00+00:00,2,8,"1d,4h","0.382,0.5,0.618,0.786,1.0",fib_BTC-USD_1d_20210325T000000|fib_BTC-USD_4h_20210314T000000|fib_BTC-USD_4h_20210324T120000|fib_BTC-USD_4h_20210325T120000|fib_BTC-USD_4h_20210327T120000|fib_BTC-USD_4h_20210329T040000
c028,0.005,10974.71,10927.31,11015.0,0.007992,2018-01-15T00:00:00+00:00,2018-01-25T00:00:00+00:00,2,7,"1d,4h","0.0,0.382,0.5",fib_BTC-USD_1d_20180115T000000|fib_BTC-USD_4h_20180115T120000|fib_BTC-USD_4h_20180117T120000|fib_BTC-USD_4h_20180120T160000|fib_BTC-USD_4h_20180121T120000|fib_BTC-USD_4h_20180122T080000|fib_BTC-USD_4h_20180123T080000
