cluster_id,epsilon_log,representative_price,min_price,max_price,price_span_log,time_window_start,time_window_end,timeframe_count,level_count,timeframes,ratios,member_fib_ids
c117,0.005,17419.36,17419.36,17419.36,0.0,2017-12-17T00:00:00+00:00,2017-12-22T12:00:00+00:00,2,2,"1d,4h",0.786,fib_BTC-USD_1d_20171217T000000|fib_BTC-USD_4h_20171217T120000
c118,0.005,11651.0,11651.0,11651.0,0.0,2017-12-29T16:00:00+00:00,2018-01-06T00:00:00+00:00,2,2,"1d,4h","0.0,1.0",fib_BTC-USD_1d_20171230T000000|fib_BTC-USD_4h_20171229T160000
c119,0.005,12639.0,12639.0,12639.0,0.0,2018-01-06T20:00:00+00:00,2018-01-11T04:00:00+00:00,2,2,"1d,4h",0.0,fib_BTC-USD_1d_20180107T000000|fib_BTC-USD_4h_20180106T200000
c120,0.005,11511.81,11511.81,11511.81,0.0,2018-01-15T00:00:00+00:00,2018-01-17T12:00:00+00:00,2,2,"1d,4h",0.5,fib_BTC-USD_1d_20180115T000000|fib_BTC-USD_4h_20180115T120000
c121,0.005,12127.56,12127.56,12127.56,0.0,2018-01-15T00:00:00+00:00,2018-01-17T12:00:00+00:00,2,2,"1d,4h",0.618,fib_BTC-USD_1d_20180115T000000|fib_BTC-USD_4h_20180115T120000
c122,0.005,14356.0,14356.0,14356.0,0.0,2018-01-15T00:00:00+00:00,2018-01-17T12:00:00+00:00,2,2,"1d,4h",1.0,fib_BTC-USD_1d_20180115T000000|fib_BTC-USD_4h_20180115T120000
c123,0.005,12325.0,12325.0,12325.0,0.0,2019-07-28T20:00:00+00:00,2019-08-15T00:00:00+00:00,2,2,"1d,4h","0.0,1.0",fib_BTC-USD_1d_20190806T000000|fib_BTC-USD_4h_20190728T200000
c124,0.005,7888.37,7888.37,7888.37,0.0,2019-10-26T00:00:00+00:00,2019-11-25T04:00:00+00:00,2,2,"1d,4h",0.382,fib_BTC-USD_1d_20191026T000000|fib_BTC-USD_4h_20191026T000000
c125,0.005,9498.16,9498.16,9498.16,0.0,2019-10-26T00:00:00+00:00,2019-11-25T04:00:00+00:00,2,2,"1d,4h",0.786,fib_BTC-USD_1d_20191026T000000|fib_BTC-USD_4h_20191026T000000
c126,0.005,6477.0,6477.0,6477.0,0.0,2019-12-18T00:00:00+00:00,2019-12-23T00:00:00+00:00,2,2,"1d,4h",1.0,fib_BTC-USD_1d_20191218T000000|fib_BTC-USD_4h_20191218T120000
c127,0.005,4467.9,4467.9,4467.9,0.0,2020-03-16T00:00:00+00:00,2020-03-20T08:00:00+00:00,2,2,"1d,4h",1.0,fib_BTC-USD_1d_20200316T000000|fib_BTC-USD_4h_20200316T080000
c128,0.005,4907.9,4907.9,4907.9,0.0,2020-03-16T00:00:00+00:00,2020-03-20T08:00:00+00:00,2,2,"1d,4h",0.786,fib_BTC-USD_1d_20200316T000000|fib_BTC-USD_4h_20200316T080000
c129,0.005,5564.32,5564.32,5564.32,0.0,2020-03-16T00:00:00+00:00,2020-03-20T08:00:00+00:00,2,2,"1d,4h",0.5,fib_BTC-USD_1d_20200316T000000|fib_BTC-USD_4h_20200316T080000
c130,0.005,5860.1,5860.1,5860.1,0.0,2020-03-16T00:00:00+00:00,2020-03-20T08:00:00+00:00,2,2,"1d,4h",0.382,fib_BTC-USD_1d_20200316T000000|fib_BTC-USD_4h_20200316T080000
c131,0.005,10045.0,10045.0,10045.0,0.0,2020-04-21T00:00:00+00:00,2020-05-07T20:00:00+00:00,2,2,"1d,4h",0.0,fib_BTC-USD_1d_20200421T000000|fib_BTC-USD_4h_20200429T000000
c132,0.005,8101.0,8101.0,8101.0,0.0,2020-05-09T16:00:00+00:00,2020-05-14T00:00:00+00:00,2,2,"1d,4h","0.0,1.0",fib_BTC-USD_1d_20200510T000000|fib_BTC-USD_4h_20200509T160000
c133,0.005,9938.7,9938.7,9938.7,0.0,2020-05-10T00:00:00+00:00,2020-05-14T08:00:00+00:00,2,2,"1d,4h",0.0,fib_BTC-USD_1d_20200510T000000|fib_BTC-USD_4h_20200511T160000
c134,0.005,21884.0,21884.0,21884.0,0.0,2020-12-20T20:00:00+00:00,2021-01-08T00:00:00+00:00,2,2,"1d,4h","0.0,1.0",fib_BTC-USD_1d_20201221T000000|fib_BTC-USD_4h_20201220T200000
c135,0.005,43171.0,43171.0,43171.0,0.0,2021-02-28T00:00:00+00:00,2021-03-13T00:00:00+00:00,2,2,"1d,4h",1.0,fib_BTC-USD_1d_20210228T000000|fib_BTC-USD_4h_20210228T160000
c136,0.005,68958.0,68958.0,68958.0,0.0,2021-07-15T00:00:00+00:00,2022-01-01T00:00:00+00:00,2,2,"1M,1w","0.0,1.0",fib_BTC-USD_1M_20211101T000000|fib_BTC-USD_1w_20210715T000000
c137,0.005,36658.81,36658.81,36658.81,0.0,2022-01-20T00:00:00+00:00,2022-01-24T12:00:00+00:00,2,2,"1d,4h",0.382,fib_BTC-USD_1d_20220120T000000|fib_BTC-USD_4h_20220120T160000
c138,0.005,37891.38,37891.38,37891.38,0.0,2022-01-20T00:00:00+00:00,2022-01-24T12:00:00+00:00,2,2,"1d,4h",0.5,fib_BTC-USD_1d_20220120T000000|fib_BTC-USD_4h_20220120T160000
c139,0.005,39165.4,39165.4,39165.4,0.0,2022-01-20T00:00:00+00:00,2022-01-24T12:00:00+00:00,2,2,"1d,4h",0.618,fib_BTC-USD_1d_20220120T000000|fib_BTC-USD_4h_20220120T160000
c140,0.005,41053.51,41053.51,41053.51,0.0,2022-01-20T00:00:00+00:00,2022-01-24T12:00:00+00:00,2,2,"1d,4h",0.786,fib_BTC-USD_1d_20220120T000000|fib_BTC-USD_4h_20220120T160000
c141,0.005,43591.0,43591.0,43591.0,0.0,2022-01-20T00:00:00+00:00,2022-01-24T12:00:00+00:00,2,2,"1d,4h",1.0,fib_BTC-USD_1d_20220120T000000|fib_BTC-USD_4h_20220120T160000
c142,0.005,26591.0,26591.0,26591.0,0.0,2022-05-05T00:00:00+00:00,2022-05-12T04:00:00+00:00,2,2,"1d,4h",0.0,fib_BTC-USD_1d_20220505T000000|fib_BTC-USD_4h_20220511T120000
c143,0.005,22794.0,22794.0,22794.0,0.0,2022-09-13T00:00:00+00:00,2022-09-21T00:00:00+00:00,2,2,"1d,4h",1.0,fib_BTC-USD_1d_20220913T000000|fib_BTC-USD_4h_20220913T120000
c144,0.005,15588.0,15588.0,15588.0,0.0,2022-11-05T00:00:00+00:00,2022-11-09T20:00:00+00:00,2,2,"1d,4h",0.0,fib_BTC-USD_1d_20221105T000000|fib_BTC-USD_4h_20221108T160000
c145,0.005,24713.0,24713.0,24713.0,0.0,2023-08-15T00:00:00+00:00,2023-08-17T20:00:00+00:00,2,2,"1d,4h",0.0,fib_BTC-USD_1d_20230815T000000|fib_BTC-USD_4h_20230816T160000
c146,0.005,73666.0,73666.0,73666.0,0.0,2023-10-01T00:00:00+00:00,2024-03-14T00:00:00+00:00,2,2,"1M,1d",0.0,fib_BTC-USD_1M_20231001T000000|fib_BTC-USD_1d_20240223T000000
c147,0.005,74501.0,74501.0,74501.0,0.0,2025-04-01T00:00:00+00:00,2025-08-01T00:00:00+00:00,2,2,"1M,4h","0.0,1.0",fib_BTC-USD_1M_20250401T000000|fib_BTC-USD_4h_20250402T200000
c148,0.005,97850.0,97850.0,97850.0,0.0,2026-01-01T00:00:00+00:00,2026-06-04T00:00:00+00:00,2,2,"1M,1w",1.0,fib_BTC-USD_1M_20260101T000000|fib_BTC-USD_1w_20260108T000000
c149,0.005,2676.93,2676.88,2676.98,3.7e-05,2017-07-16T00:00:00+00:00,2017-09-02T00:00:00+00:00,2,2,"1d,4h","0.618,0.786",fib_BTC-USD_1d_20170716T000000|fib_BTC-USD_4h_20170721T200000
c150,0.005,13980.4,13980.0,13980.8,5.7e-05,2017-12-22T00:00:00+00:00,2017-12-27T00:00:00+00:00,2,2,"1d,4h","0.0,0.382",fib_BTC-USD_1d_20171222T000000|fib_BTC-USD_4h_20171225T040000
c151,0.005,58142.22,58140.03,58144.42,7.6e-05,2024-02-23T00:00:00+00:00,2024-03-14T00:00:00+00:00,2,2,"1d,4h","0.618,0.786",fib_BTC-USD_1d_20240223T000000|fib_BTC-USD_4h_20240228T000000
c152,0.005,13358.99,13357.42,13360.57,0.000235,2020-03-12T00:00:00+00:00,2021-04-08T00:00:00+00:00,2,2,"1w,4h","0.5,0.618",fib_BTC-USD_1w_20200312T000000|fib_BTC-USD_4h_20201028T040000
c153,0.005,2105.52,2105.27,2105.77,0.000239,2017-05-25T00:00:00+00:00,2017-05-27T08:00:00+00:00,2,2,"1d,4h","0.382,0.5",fib_BTC-USD_1d_20170525T000000|fib_BTC-USD_4h_20170526T120000
c154,0.005,844.57,844.46,844.67,0.000247,2017-01-05T00:00:00+00:00,2017-03-02T00:00:00+00:00,2,2,"1w,4h","0.618,0.786",fib_BTC-USD_1w_20170105T000000|fib_BTC-USD_4h_20170111T080000
c155,0.005,58311.12,58301.0,58321.24,0.000347,2021-01-27T00:00:00+00:00,2021-02-21T20:00:00+00:00,2,2,"1d,4h",0.0,fib_BTC-USD_1d_20210127T000000|fib_BTC-USD_4h_20210207T160000
c156,0.005,23588.21,23583.04,23593.39,0.000439,2022-06-07T00:00:00+00:00,2022-06-18T20:00:00+00:00,2,2,"1d,4h","0.5,0.618",fib_BTC-USD_1d_20220607T000000|fib_BTC-USD_4h_20220612T160000
c157,0.005,21730.54,21724.67,21736.41,0.00054,2022-09-13T00:00:00+00:00,2022-09-21T00:00:00+00:00,2,2,"1d,4h",0.786,fib_BTC-USD_1d_20220913T000000|fib_BTC-USD_4h_20220913T120000
c158,0.005,876.95,876.69,877.22,0.000607,2017-01-05T00:00:00+00:00,2017-01-12T00:00:00+00:00,2,2,"1d,4h","0.382,0.786",fib_BTC-USD_1d_20170105T000000|fib_BTC-USD_4h_20170111T080000
c159,0.005,43557.09,43543.7,43570.49,0.000615,2021-01-21T00:00:00+00:00,2021-06-01T00:00:00+00:00,2,2,"1M,1w",0.5,fib_BTC-USD_1M_20210401T000000|fib_BTC-USD_1w_20210121T000000
c160,0.005,69748.05,69723.23,69772.88,0.000712,2024-04-08T00:00:00+00:00,2024-04-17T00:00:00+00:00,2,2,"1d,4h",0.786,fib_BTC-USD_1d_20240408T000000|fib_BTC-USD_4h_20240412T120000
c161,0.005,20930.56,20920.47,20940.64,0.000964,2022-09-13T00:00:00+00:00,2022-09-21T00:00:00+00:00,2,2,"1d,4h",0.618,fib_BTC-USD_1d_20220913T000000|fib_BTC-USD_4h_20220913T120000
c162,0.005,38658.88,38640.09,38677.67,0.000972,2021-05-10T00:00:00+00:00,2021-05-19T12:00:00+00:00,2,2,"1d,4h","0.382,0.618",fib_BTC-USD_1d_20210510T000000|fib_BTC-USD_4h_20210518T080000
c163,0.005,36871.67,36848.71,36894.65,0.001246,2021-07-20T00:00:00+00:00,2021-08-01T00:00:00+00:00,2,2,"1d,4h","0.382,0.5",fib_BTC-USD_1d_20210720T000000|fib_BTC-USD_4h_20210725T160000
c164,0.005,20386.34,20373.48,20399.2,0.001261,2022-09-13T00:00:00+00:00,2022-09-21T00:00:00+00:00,2,2,"1d,4h",0.5,fib_BTC-USD_1d_20220913T000000|fib_BTC-USD_4h_20220913T120000
c165,0.005,71775.01,71728.05,71822.0,0.001309,2026-01-08T00:00:00+00:00,2026-06-04T00:00:00+00:00,2,2,"1w,4h","0.0,0.382",fib_BTC-USD_1w_20260108T000000|fib_BTC-USD_4h_20260206T000000
c166,0.005,37750.99,37726.0,37776.0,0.001324,2020-12-03T00:00:00+00:00,2021-01-07T00:00:00+00:00,2,2,"1w,4h",0.0,fib_BTC-USD_1w_20201203T000000|fib_BTC-USD_4h_20210106T200000
c167,0.005,47632.49,47600.0,47665.0,0.001365,2022-03-31T12:00:00+00:00,2022-11-01T00:00:00+00:00,2,2,"1M,4h",1.0,fib_BTC-USD_1M_20220401T000000|fib_BTC-USD_4h_20220331T120000
c168,0.005,38908.27,38881.56,38935.0,0.001374,2022-01-24T00:00:00+00:00,2022-02-10T00:00:00+00:00,2,2,"1d,4h","0.5,1.0",fib_BTC-USD_1d_20220124T000000|fib_BTC-USD_4h_20220126T160000
c169,0.005,2358.38,2356.66,2360.1,0.00146,2017-06-12T00:00:00+00:00,2017-06-15T12:00:00+00:00,2,2,"1d,4h","0.382,0.5",fib_BTC-USD_1d_20170612T000000|fib_BTC-USD_4h_20170614T040000
c170,0.005,72820.34,72764.44,72876.29,0.001536,2024-08-01T00:00:00+00:00,2024-12-01T00:00:00+00:00,2,2,"1M,4h","0.382,0.5",fib_BTC-USD_1M_20240801T000000|fib_BTC-USD_4h_20241105T200000
c171,0.005,19856.26,19840.79,19871.75,0.001559,2022-09-13T00:00:00+00:00,2022-09-21T00:00:00+00:00,2,2,"1d,4h",0.382,fib_BTC-USD_1d_20220913T000000|fib_BTC-USD_4h_20220913T120000
c172,0.005,11218.23,11209.4,11227.06,0.001574,2018-01-21T00:00:00+00:00,2018-01-23T00:00:00+00:00,2,2,"1d,4h","0.5,0.618",fib_BTC-USD_1d_20180121T000000|fib_BTC-USD_4h_20180122T080000
c173,0.005,52042.32,51999.67,52085.0,0.00164,2021-11-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,2,2,"1M,1d","0.618,1.0",fib_BTC-USD_1M_20211101T000000|fib_BTC-USD_1d_20211227T000000
c174,0.005,45629.14,45591.31,45667.0,0.001659,2021-05-10T00:00:00+00:00,2021-05-19T12:00:00+00:00,2,2,"1d,4h","0.618,1.0",fib_BTC-USD_1d_20210510T000000|fib_BTC-USD_4h_20210518T080000
c175,0.005,7075.0,7069.0,7081.01,0.001698,2019-12-18T00:00:00+00:00,2019-12-23T00:00:00+00:00,2,2,"1d,4h","0.382,0.5",fib_BTC-USD_1d_20191218T000000|fib_BTC-USD_4h_20191218T120000
c176,0.005,11414.85,11405.0,11424.72,0.001727,2017-12-04T16:00:00+00:00,2017-12-08T00:00:00+00:00,2,2,"1d,4h","0.5,1.0",fib_BTC-USD_1d_20171205T000000|fib_BTC-USD_4h_20171204T160000
c177,0.005,37301.55,37265.61,37337.53,0.001928,2021-01-14T00:00:00+00:00,2021-01-22T00:00:00+00:00,2,2,"1d,4h",0.786,fib_BTC-USD_1d_20210114T000000|fib_BTC-USD_4h_20210114T200000
c178,0.005,10061.56,10051.59,10071.54,0.001982,2018-02-15T00:00:00+00:00,2018-03-29T00:00:00+00:00,2,2,"1w,4h","0.382,0.786",fib_BTC-USD_1w_20180215T000000|fib_BTC-USD_4h_20180222T040000
c179,0.005,13298.15,13284.8,13311.52,0.002009,2017-12-22T00:00:00+00:00,2017-12-27T00:00:00+00:00,2,2,"1d,4h",0.5,fib_BTC-USD_1d_20171222T000000|fib_BTC-USD_4h_20171225T040000
c180,0.005,82945.72,82860.31,83031.22,0.002061,2025-04-01T00:00:00+00:00,2025-08-01T00:00:00+00:00,2,2,"1M,4h","0.618,0.786",fib_BTC-USD_1M_20250401T000000|fib_BTC-USD_4h_20250402T200000
c181,0.005,28273.68,28244.0,28303.39,0.002101,2020-12-03T00:00:00+00:00,2021-01-07T00:00:00+00:00,2,2,"1w,4h","0.0,0.382",fib_BTC-USD_1w_20201203T000000|fib_BTC-USD_4h_20201225T120000
c182,0.005,14750.59,14734.75,14766.45,0.002149,2018-01-06T20:00:00+00:00,2018-01-11T04:00:00+00:00,2,2,"1d,4h",0.5,fib_BTC-USD_1d_20180107T000000|fib_BTC-USD_4h_20180106T200000
c183,0.005,8150.22,8141.19,8159.27,0.002218,2018-02-15T00:00:00+00:00,2018-03-29T00:00:00+00:00,2,2,"1w,1d",0.382,fib_BTC-USD_1d_20180312T000000|fib_BTC-USD_1w_20180215T000000
c184,0.005,52248.28,52186.02,52310.61,0.002385,2021-03-25T00:00:00+00:00,2021-04-02T00:00:00+00:00,2,2,"1d,4h",0.786,fib_BTC-USD_1d_20210325T000000|fib_BTC-USD_4h_20210325T120000
c185,0.005,2292.54,2289.75,2295.34,0.002439,2017-05-25T00:00:00+00:00,2017-06-01T00:00:00+00:00,2,2,"1w,4h","0.618,0.786",fib_BTC-USD_1w_20170525T000000|fib_BTC-USD_4h_20170526T120000
c186,0.005,18491.46,18468.55,18514.4,0.002479,2022-06-18T00:00:00+00:00,2022-06-26T00:00:00+00:00,2,2,"1d,4h",0.786,fib_BTC-USD_1d_20220618T000000|fib_BTC-USD_4h_20220619T040000
c187,0.005,18232.99,18210.0,18256.0,0.002523,2022-09-13T00:00:00+00:00,2022-09-21T00:00:00+00:00,2,2,"1d,4h",0.0,fib_BTC-USD_1d_20220913T000000|fib_BTC-USD_4h_20220913T120000
c188,0.005,22903.65,22873.0,22934.34,0.002678,2023-01-01T00:00:00+00:00,2023-07-01T00:00:00+00:00,2,2,"1M,4h","0.0,0.5",fib_BTC-USD_1M_20230101T000000|fib_BTC-USD_4h_20230224T120000
c189,0.005,2259.46,2256.38,2262.55,0.002729,2017-07-16T00:00:00+00:00,2017-09-02T00:00:00+00:00,2,2,"1d,4h","0.5,0.786",fib_BTC-USD_1d_20170716T000000|fib_BTC-USD_4h_20170718T040000
c190,0.005,4461.59,4454.83,4468.37,0.003036,2017-09-02T00:00:00+00:00,2017-09-15T00:00:00+00:00,2,2,"1d,4h","0.382,0.786",fib_BTC-USD_1d_20170902T000000|fib_BTC-USD_4h_20170903T040000
c191,0.005,49794.29,49717.86,49870.83,0.003072,2021-07-15T00:00:00+00:00,2021-11-09T00:00:00+00:00,2,2,"1w,1d","0.382,0.618",fib_BTC-USD_1d_20210929T000000|fib_BTC-USD_1w_20210715T000000
c192,0.005,19658.91,19628.73,19689.14,0.003073,2022-06-18T00:00:00+00:00,2022-06-26T00:00:00+00:00,2,2,"1d,4h","0.382,0.5",fib_BTC-USD_1d_20220618T000000|fib_BTC-USD_4h_20220619T040000
c193,0.005,58963.64,58872.42,59055.0,0.003096,2021-11-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,2,2,"1M,4h","0.786,1.0",fib_BTC-USD_1M_20211101T000000|fib_BTC-USD_4h_20211201T160000
c194,0.005,2383.67,2379.88,2387.47,0.003181,2017-05-25T00:00:00+00:00,2017-06-01T00:00:00+00:00,2,2,"1w,4h",0.5,fib_BTC-USD_1w_20170525T000000|fib_BTC-USD_4h_20170525T160000
c195,0.005,88015.43,87873.45,88157.64,0.003229,2026-01-01T00:00:00+00:00,2026-06-04T00:00:00+00:00,2,2,"1M,1w",0.786,fib_BTC-USD_1M_20260101T000000|fib_BTC-USD_1w_20260108T000000
c196,0.005,20870.86,20836.77,20905.0,0.003269,2023-03-10T00:00:00+00:00,2023-03-14T00:00:00+00:00,2,2,"1d,4h",0.786,fib_BTC-USD_1d_20230310T000000|fib_BTC-USD_4h_20230312T120000
c197,0.005,23589.02,23549.74,23628.36,0.003333,2023-03-10T00:00:00+00:00,2023-03-14T12:00:00+00:00,2,2,"1d,4h","0.382,0.618",fib_BTC-USD_1d_20230310T000000|fib_BTC-USD_4h_20230313T080000
c198,0.005,65858.91,65749.11,65968.9,0.003337,2024-04-08T00:00:00+00:00,2024-04-17T00:00:00+00:00,2,2,"1d,4h","0.5,0.786",fib_BTC-USD_1d_20240408T000000|fib_BTC-USD_4h_20240415T080000
c199,0.005,16113.45,16086.26,16140.7,0.003379,2018-01-06T20:00:00+00:00,2018-01-11T04:00:00+00:00,2,2,"1d,4h",0.786,fib_BTC-USD_1d_20180107T000000|fib_BTC-USD_4h_20180106T200000
c200,0.005,26396.98,26352.04,26442.0,0.003408,2023-08-15T00:00:00+00:00,2023-08-17T20:00:00+00:00,2,2,"1d,4h",0.382,fib_BTC-USD_1d_20230815T000000|fib_BTC-USD_4h_20230816T160000
c201,0.005,7150.42,7138.17,7162.7,0.003431,2017-11-12T00:00:00+00:00,2017-12-17T00:00:00+00:00,2,2,"1d,4h","0.786,1.0",fib_BTC-USD_1d_20171112T000000|fib_BTC-USD_4h_20171116T040000
c202,0.005,1996.47,1992.95,2000.0,0.003529,2017-05-25T00:00:00+00:00,2017-06-01T00:00:00+00:00,2,2,"1w,4h","0.5,1.0",fib_BTC-USD_1w_20170525T000000|fib_BTC-USD_4h_20170527T080000
c203,0.005,9091.23,9074.9,9107.6,0.003596,2018-02-06T00:00:00+00:00,2018-02-20T00:00:00+00:00,2,2,"1d,4h","0.382,1.0",fib_BTC-USD_1d_20180206T000000|fib_BTC-USD_4h_20180210T040000
c204,0.005,8425.38,8409.99,8440.8,0.003656,2018-02-06T00:00:00+00:00,2018-02-20T00:00:00+00:00,2,2,"1d,4h",0.5,fib_BTC-USD_1d_20180206T000000|fib_BTC-USD_4h_20180210T040000
c205,0.005,2884.67,2879.35,2890.0,0.003691,2017-07-13T00:00:00+00:00,2017-08-10T00:00:00+00:00,2,2,"1w,4h","0.618,1.0",fib_BTC-USD_1w_20170713T000000|fib_BTC-USD_4h_20170721T000000
c206,0.005,1054.4,1052.45,1056.36,0.003702,2016-12-29T00:00:00+00:00,2017-01-12T00:00:00+00:00,2,2,"1w,1d",0.786,fib_BTC-USD_1d_20170105T000000|fib_BTC-USD_1w_20161229T000000
c207,0.005,3128.91,3122.86,3134.97,0.003872,2017-07-13T00:00:00+00:00,2017-08-15T00:00:00+00:00,2,2,"1w,4h","0.5,0.786",fib_BTC-USD_1w_20170713T000000|fib_BTC-USD_4h_20170805T000000
c208,0.005,12088.19,12064.65,12111.77,0.003898,2018-01-20T20:00:00+00:00,2018-01-23T00:00:00+00:00,2,2,"1d,4h","0.382,0.786",fib_BTC-USD_1d_20180121T000000|fib_BTC-USD_4h_20180120T200000
c209,0.005,2316.7,2312.17,2321.23,0.003912,2017-05-25T00:00:00+00:00,2017-05-27T00:00:00+00:00,2,2,"1d,4h","0.382,0.618",fib_BTC-USD_1d_20170525T000000|fib_BTC-USD_4h_20170525T160000
c210,0.005,53936.48,53828.11,54045.06,0.004022,2021-02-28T00:00:00+00:00,2021-03-13T00:00:00+00:00,2,2,"1d,4h","0.382,0.786",fib_BTC-USD_1d_20210228T000000|fib_BTC-USD_4h_20210310T040000
c211,0.005,10862.04,10839.84,10884.28,0.004091,2020-07-21T00:00:00+00:00,2020-08-02T04:00:00+00:00,2,2,"1d,4h","0.382,0.618",fib_BTC-USD_1d_20200721T000000|fib_BTC-USD_4h_20200727T080000
c212,0.005,2566.35,2561.0,2571.72,0.004179,2017-06-12T00:00:00+00:00,2017-06-15T12:00:00+00:00,2,2,"1d,4h","0.618,0.786",fib_BTC-USD_1d_20170612T000000|fib_BTC-USD_4h_20170614T040000
c213,0.005,21420.79,21376.0,21465.67,0.004186,2020-12-11T00:00:00+00:00,2020-12-20T00:00:00+00:00,2,2,"1d,4h","0.382,0.5",fib_BTC-USD_1d_20201211T000000|fib_BTC-USD_4h_20201216T040000
c214,0.005,56422.08,56301.64,56542.78,0.004274,2024-08-05T00:00:00+00:00,2024-08-23T00:00:00+00:00,2,2,"1d,4h","0.5,0.786",fib_BTC-USD_1d_20240805T000000|fib_BTC-USD_4h_20240807T200000
c215,0.005,6947.81,6932.9,6962.75,0.004296,2018-02-06T00:00:00+00:00,2018-02-20T00:00:00+00:00,2,2,"1d,4h","0.618,0.786",fib_BTC-USD_1d_20180206T000000|fib_BTC-USD_4h_20180206T120000
c216,0.005,17214.96,17178.0,17252.0,0.004299,2018-01-06T20:00:00+00:00,2018-01-11T04:00:00+00:00,2,2,"1d,4h",1.0,fib_BTC-USD_1d_20180107T000000|fib_BTC-USD_4h_20180106T200000
c217,0.005,20209.97,20165.71,20254.33,0.004385,2022-12-29T00:00:00+00:00,2023-02-09T00:00:00+00:00,2,2,"1w,1d",0.5,fib_BTC-USD_1d_20230107T000000|fib_BTC-USD_1w_20221229T000000
c218,0.005,20171.36,20126.87,20215.95,0.004416,2022-06-16T00:00:00+00:00,2022-06-26T00:00:00+00:00,2,2,"1d,4h","0.382,0.5",fib_BTC-USD_1d_20220618T000000|fib_BTC-USD_4h_20220616T000000
c219,0.005,26940.01,26879.99,27000.16,0.004461,2023-08-15T00:00:00+00:00,2023-08-17T20:00:00+00:00,2,2,"1d,4h",0.5,fib_BTC-USD_1d_20230815T000000|fib_BTC-USD_4h_20230816T160000
c220,0.005,33857.48,33780.22,33934.92,0.004569,2021-01-27T00:00:00+00:00,2021-02-21T00:00:00+00:00,2,2,"1d,4h","0.382,0.786",fib_BTC-USD_1d_20210127T000000|fib_BTC-USD_4h_20210201T000000
c221,0.005,9213.38,9192.03,9234.78,0.00464,2020-05-10T00:00:00+00:00,2020-05-14T08:00:00+00:00,2,2,"1d,4h",0.382,fib_BTC-USD_1d_20200510T000000|fib_BTC-USD_4h_20200511T160000
c222,0.005,9888.17,9864.05,9912.35,0.004885,2017-09-21T00:00:00+00:00,2017-12-14T00:00:00+00:00,2,2,"1w,4h",0.382,fib_BTC-USD_1w_20170921T000000|fib_BTC-USD_4h_20171129T120000
