rank_in_candidate_horizon,sample_flag,auto_candidate,horizon,relation,fib_level,timeframe,n_events,mean_mfe,mean_mae,mean_post_bars_on_break_side,mean_forward_return,rate_close_on_approach_side,rate_crossed_back,mean_post_retest_count,mean_post_remained_near_level_rate,mean_pre_bars_approaching_level,mean_pre_distance_atr_norm,mean_pre_approach_choppiness,mean_at_wick_through_level,mean_at_close_distance_atr_norm
18,ok,continuation_candidate,5,cross,0.618,4h,27,0.054045,0.014254,34.111111,0.000818,0.0,0.2963,7.962963,0.092593,15.740741,2.312612,10.52694,5.489937,0.491458
19,ok,continuation_candidate,5,cross,0.236,4h,24,0.053838,0.020803,35.666667,-0.009592,0.0,0.4167,5.083333,0.04,17.25,2.331835,5.142804,6.286113,0.464379
20,LOW SAMPLE,continuation_candidate,5,above,0.618,4h,3,0.050112,0.009819,25.666667,-0.042824,0.0,0.6667,11.333333,0.113333,15,1.971954,6.918015,4.063771,0.215947
21,LOW SAMPLE,continuation_candidate,5,above,0.5,4h,3,0.048728,0.004947,39.666667,-0.044186,0.0,0.6667,8.333333,0.16,9.666667,1.660763,15.192339,6.343333,0.714007
22,ok,continuation_candidate,5,cross,0.5,4h,25,0.047685,0.015047,38.04,0.010235,0.0,0.2,7.8,0.0872,14.96,2.085557,19.066326,6.35674,0.477017
23,LOW SAMPLE,continuation_candidate,5,below,0.236,4h,1,0.03522,0.014274,33,0.022165,0.0,1.0,16,0.12,20,1.776541,4.479452,3.22868,1.084751
1,LOW SAMPLE,continuation_candidate,10,above,0.236,4h,1,0.170422,0.004157,49,-0.166265,0.0,1.0,3,0.04,20,0.139297,68.282051,6.44112,0.032346
2,LOW SAMPLE,continuation_candidate,10,above,1,4h,1,0.131187,0.005876,32,-0.072748,0.0,1.0,17,0.34,12,0.814381,9.108053,3.095,0.618049
3,ok,continuation_candidate,10,touch,0.5,4h,14,0.10351,0.007316,35,0.010103,0.2143,0.6429,6.214286,0.09381,16.5,2.712691,4.745913,6.041,0.384624
4,ok,continuation_candidate,10,below,0.382,4h,6,0.098064,0.024011,38.833333,0.079842,0.0,0.5,6.833333,0.103333,11.666667,0.975422,21.246491,3.373836,0.390063
5,LOW SAMPLE,continuation_candidate,10,below,0.5,4h,2,0.097279,0.002452,30.5,0.06349,0.0,0.0,11,0.12,20,1.689628,4.689275,3.974,0.637127
6,LOW SAMPLE,continuation_candidate,10,below,1,4h,2,0.088825,0.031556,38,0.035599,0.0,1.0,13,0.1,20,3.287789,3.249073,3.2705,0.31946
7,LOW SAMPLE,continuation_candidate,10,below,0.618,4h,3,0.088617,0.012277,30.666667,0.029645,0.0,1.0,12.666667,0.166667,13.333333,2.100114,5.840109,3.967969,0.418541
8,ok,continuation_candidate,10,touch,0.382,4h,13,0.087731,0.018817,34.923077,0.01244,0.3077,0.9231,7.846154,0.093846,18.230769,2.343383,10.802267,5.165425,0.34738
9,LOW SAMPLE,continuation_candidate,10,above,0.5,4h,3,0.086246,0.004947,39.666667,-0.055138,0.0,0.6667,8.333333,0.16,9.666667,1.660763,15.192339,6.343333,0.714007
10,LOW SAMPLE,continuation_candidate,10,above,0.786,4h,4,0.085726,0.014807,38,-0.058695,0.0,0.5,12,0.14,15.25,2.474854,20.08121,5.019534,0.278979
11,ok,continuation_candidate,10,touch,0.786,4h,14,0.084349,0.015933,34.285714,-0.005384,0.2143,0.7857,10.357143,0.114286,14.785714,2.973592,3.742143,6.721399,0.468442
12,ok,continuation_candidate,10,touch,0.236,4h,9,0.084206,0.01769,36.777778,-0.011647,0.3333,0.7778,8.222222,0.093333,14.444444,3.33241,3.833157,3.953982,0.496977
13,ok,continuation_candidate,10,cross,0.382,4h,30,0.083427,0.028782,36.5,0.006779,0.2,0.6,7.666667,0.090667,14.833333,2.489843,12.466043,5.013573,0.386109
14,ok,continuation_candidate,10,cross,0.786,4h,15,0.082482,0.02336,39.466667,0.024635,0.1333,0.4667,8.266667,0.105333,15.933333,2.403445,14.540867,7.762655,0.420244
15,ok,continuation_candidate,10,cross,0.5,4h,25,0.081044,0.019522,38.04,0.007833,0.2,0.32,7.8,0.0872,14.96,2.085557,19.066326,6.35674,0.477017
16,ok,continuation_candidate,10,touch,1,4h,10,0.080603,0.026076,26.8,-0.000495,0.5,0.7,10.1,0.122,16.3,3.283298,15.001005,4.2688,0.295997
17,ok,continuation_candidate,10,touch,0.618,4h,27,0.080496,0.018871,32.481481,0.008009,0.1852,0.5556,7.333333,0.094074,13.37037,1.670906,9.294463,4.491147,0.261348
18,ok,continuation_candidate,10,cross,0.236,4h,24,0.079061,0.024264,35.666667,-0.007253,0.2917,0.5,5.083333,0.04,17.25,2.331835,5.142804,6.286113,0.464379
19,ok,continuation_candidate,10,cross,1,4h,19,0.076639,0.030696,37.789474,0.007618,0.1579,0.3684,7.210526,0.078947,14.947368,2.021021,23.190577,6.681842,0.461677
20,ok,continuation_candidate,10,cross,0.618,4h,27,0.07014,0.020875,34.111111,0.01372,0.2222,0.4815,7.962963,0.092593,15.740741,2.312612,10.52694,5.489937,0.491458
21,LOW SAMPLE,continuation_candidate,10,above,0.382,4h,4,0.065276,0.018035,19.75,-0.029512,0.0,1.0,8.75,0.11,11.75,2.574002,4.300563,4.694412,0.409544
22,LOW SAMPLE,continuation_candidate,10,above,0.618,4h,3,0.05887,0.026572,25.666667,-0.008427,0.3333,1.0,11.333333,0.113333,15,1.971954,6.918015,4.063771,0.215947
23,LOW SAMPLE,continuation_candidate,10,below,0.236,4h,1,0.03522,0.014274,33,0.016857,0.0,1.0,16,0.12,20,1.776541,4.479452,3.22868,1.084751
1,LOW SAMPLE,continuation_candidate,20,above,0.236,4h,1,0.170422,0.004157,49,-0.137027,0.0,1.0,3,0.04,20,0.139297,68.282051,6.44112,0.032346
2,ok,continuation_candidate,20,below,0.382,4h,6,0.138144,0.028306,38.833333,0.073162,0.1667,0.6667,6.833333,0.103333,11.666667,0.975422,21.246491,3.373836,0.390063
3,LOW SAMPLE,continuation_candidate,20,above,1,4h,1,0.131187,0.009923,32,-0.044587,0.0,1.0,17,0.34,12,0.814381,9.108053,3.095,0.618049
4,ok,continuation_candidate,20,cross,0.786,4h,15,0.126614,0.032161,39.466667,0.013242,0.2,0.6,8.266667,0.105333,15.933333,2.403445,14.540867,7.762655,0.420244
5,ok,continuation_candidate,20,touch,0.5,4h,14,0.11985,0.023638,35,0.002221,0.2143,0.7857,6.214286,0.09381,16.5,2.712691,4.745913,6.041,0.384624
6,ok,continuation_candidate,20,cross,0.236,4h,24,0.1158,0.040929,35.666667,-0.014653,0.3333,0.5417,5.083333,0.04,17.25,2.331835,5.142804,6.286113,0.464379
7,LOW SAMPLE,continuation_candidate,20,above,0.5,4h,3,0.108772,0.004947,39.666667,-0.079238,0.3333,0.6667,8.333333,0.16,9.666667,1.660763,15.192339,6.343333,0.714007
8,ok,continuation_candidate,20,touch,0.618,4h,27,0.108534,0.033821,32.481481,0.034435,0.4444,0.7407,7.333333,0.094074,13.37037,1.670906,9.294463,4.491147,0.261348
9,ok,continuation_candidate,20,touch,1,4h,10,0.106893,0.042037,26.8,-0.006644,0.6,0.8,10.1,0.122,16.3,3.283298,15.001005,4.2688,0.295997
10,LOW SAMPLE,continuation_candidate,20,above,0.786,4h,4,0.10675,0.015711,38,-0.050558,0.25,0.5,12,0.14,15.25,2.474854,20.08121,5.019534,0.278979
11,ok,continuation_candidate,20,cross,0.5,4h,25,0.106439,0.032686,38.04,-0.013853,0.24,0.6,7.8,0.0872,14.96,2.085557,19.066326,6.35674,0.477017
12,LOW SAMPLE,continuation_candidate,20,below,1,4h,2,0.105683,0.051815,38,0.020005,0.5,1.0,13,0.1,20,3.287789,3.249073,3.2705,0.31946
13,ok,continuation_candidate,20,touch,0.382,4h,13,0.100182,0.028886,34.923077,0.004218,0.2308,0.9231,7.846154,0.093846,18.230769,2.343383,10.802267,5.165425,0.34738
14,ok,continuation_candidate,20,cross,0.382,4h,30,0.098967,0.040992,36.5,0.021259,0.2667,0.6667,7.666667,0.090667,14.833333,2.489843,12.466043,5.013573,0.386109
15,ok,continuation_candidate,20,touch,0.786,4h,14,0.098778,0.034638,34.285714,-0.021527,0.5,0.9286,10.357143,0.114286,14.785714,2.973592,3.742143,6.721399,0.468442
16,ok,continuation_candidate,20,touch,0.236,4h,9,0.098777,0.029176,36.777778,-0.002955,0.1111,0.7778,8.222222,0.093333,14.444444,3.33241,3.833157,3.953982,0.496977
17,LOW SAMPLE,continuation_candidate,20,below,0.5,4h,2,0.097279,0.030683,30.5,0.013227,0.5,1.0,11,0.12,20,1.689628,4.689275,3.974,0.637127
18,LOW SAMPLE,continuation_candidate,20,below,0.618,4h,3,0.094303,0.034467,30.666667,-0.008564,0.6667,1.0,12.666667,0.166667,13.333333,2.100114,5.840109,3.967969,0.418541
19,ok,continuation_candidate,20,cross,1,4h,19,0.085345,0.044472,37.789474,0.009386,0.2105,0.6316,7.210526,0.078947,14.947368,2.021021,23.190577,6.681842,0.461677
20,LOW SAMPLE,continuation_candidate,20,above,0.618,4h,3,0.082443,0.044629,25.666667,0.004518,0.6667,1.0,11.333333,0.113333,15,1.971954,6.918015,4.063771,0.215947
21,ok,continuation_candidate,20,cross,0.618,4h,27,0.082065,0.036968,34.111111,-0.000517,0.3704,0.5926,7.962963,0.092593,15.740741,2.312612,10.52694,5.489937,0.491458
22,LOW SAMPLE,continuation_candidate,20,above,0.382,4h,4,0.068608,0.036471,19.75,0.017735,0.75,1.0,8.75,0.11,11.75,2.574002,4.300563,4.694412,0.409544
23,LOW SAMPLE,continuation_candidate,20,below,0.236,4h,1,0.065347,0.014274,33,0.02776,0.0,1.0,16,0.12,20,1.776541,4.479452,3.22868,1.084751
1,ok,continuation_candidate,50,cross,0.786,4h,15,0.192207,0.077555,39.466667,0.006513,0.2,0.8,8.266667,0.105333,15.933333,2.403445,14.540867,7.762655,0.420244
2,ok,continuation_candidate,50,below,0.382,4h,6,0.173004,0.054553,38.833333,0.063947,0.3333,0.8333,6.833333,0.103333,11.666667,0.975422,21.246491,3.373836,0.390063
3,LOW SAMPLE,continuation_candidate,50,above,0.236,4h,1,0.170422,0.004157,49,-0.10486,0.0,1.0,3,0.04,20,0.139297,68.282051,6.44112,0.032346
4,LOW SAMPLE,continuation_candidate,50,below,1,4h,2,0.164896,0.051815,38,0.068608,0.0,1.0,13,0.1,20,3.287789,3.249073,3.2705,0.31946
5,ok,continuation_candidate,50,cross,0.236,4h,24,0.156118,0.075648,35.666667,-0.015043,0.3333,0.625,5.083333,0.04,17.25,2.331835,5.142804,6.286113,0.464379
6,LOW SAMPLE,continuation_candidate,50,above,0.5,4h,3,0.155935,0.004947,39.666667,-0.108551,0.3333,0.6667,8.333333,0.16,9.666667,1.660763,15.192339,6.343333,0.714007
7,ok,continuation_candidate,50,touch,0.618,4h,27,0.149014,0.074138,32.481481,0.020537,0.4444,0.8889,7.333333,0.094074,13.37037,1.670906,9.294463,4.491147,0.261348
8,ok,continuation_candidate,50,touch,0.236,4h,9,0.1488,0.037104,36.777778,0.035016,0.2222,0.8889,8.222222,0.093333,14.444444,3.33241,3.833157,3.953982,0.496977
9,ok,continuation_candidate,50,touch,0.382,4h,13,0.14202,0.053504,34.923077,0.038488,0.2308,0.9231,7.846154,0.093846,18.230769,2.343383,10.802267,5.165425,0.34738
10,ok,continuation_candidate,50,touch,0.786,4h,14,0.140111,0.050943,34.285714,0.001303,0.2143,1.0,10.357143,0.114286,14.785714,2.973592,3.742143,6.721399,0.468442
11,ok,continuation_candidate,50,cross,0.5,4h,25,0.140093,0.077118,38.04,0.014848,0.28,0.72,7.8,0.0872,14.96,2.085557,19.066326,6.35674,0.477017
12,ok,continuation_candidate,50,touch,0.5,4h,14,0.136992,0.042964,35,0.009341,0.2143,0.7857,6.214286,0.09381,16.5,2.712691,4.745913,6.041,0.384624
13,LOW SAMPLE,continuation_candidate,50,above,0.786,4h,4,0.135567,0.030406,38,-0.037982,0.5,0.75,12,0.14,15.25,2.474854,20.08121,5.019534,0.278979
14,ok,continuation_candidate,50,cross,0.382,4h,30,0.131926,0.064382,36.5,0.017359,0.3333,0.8,7.666667,0.090667,14.833333,2.489843,12.466043,5.013573,0.386109
15,LOW SAMPLE,continuation_candidate,50,above,1,4h,1,0.131187,0.012717,32,-0.015681,1.0,1.0,17,0.34,12,0.814381,9.108053,3.095,0.618049
16,ok,continuation_candidate,50,cross,1,4h,19,0.130434,0.071697,37.789474,-0.002301,0.3158,0.6316,7.210526,0.078947,14.947368,2.021021,23.190577,6.681842,0.461677
17,ok,continuation_candidate,50,touch,1,4h,10,0.128138,0.097318,26.8,-0.052202,0.5,0.8,10.1,0.122,16.3,3.283298,15.001005,4.2688,0.295997
18,ok,continuation_candidate,50,cross,0.618,4h,27,0.120527,0.069059,34.111111,-0.009756,0.2963,0.7037,7.962963,0.092593,15.740741,2.312612,10.52694,5.489937,0.491458
19,LOW SAMPLE,continuation_candidate,50,below,0.618,4h,3,0.116723,0.058592,30.666667,0.019547,0.3333,1.0,12.666667,0.166667,13.333333,2.100114,5.840109,3.967969,0.418541
20,LOW SAMPLE,continuation_candidate,50,below,0.5,4h,2,0.111089,0.090702,30.5,0.013268,0.5,1.0,11,0.12,20,1.689628,4.689275,3.974,0.637127
21,LOW SAMPLE,continuation_candidate,50,above,0.618,4h,3,0.098492,0.086462,25.666667,0.00949,0.6667,1.0,11.333333,0.113333,15,1.971954,6.918015,4.063771,0.215947
22,LOW SAMPLE,continuation_candidate,50,above,0.382,4h,4,0.096374,0.081299,19.75,0.034991,0.75,1.0,8.75,0.11,11.75,2.574002,4.300563,4.694412,0.409544
23,LOW SAMPLE,continuation_candidate,50,below,0.236,4h,1,0.065347,0.067499,33,-0.037085,1.0,1.0,16,0.12,20,1.776541,4.479452,3.22868,1.084751
1,ok,failure_candidate,5,cross,0.618,4h,17,0.063668,0.021558,15.529412,0.014073,1.0,0.6471,8.058824,0.094118,15.470588,2.26511,9.650056,4.82253,0.396098
2,ok,failure_candidate,5,cross,1,4h,6,0.059427,0.043199,16.5,-0.015034,1.0,0.8333,8,0.076667,15.333333,1.904515,37.764124,5.513333,0.387217
3,ok,failure_candidate,5,cross,0.236,4h,10,0.057639,0.018781,15.3,0.006604,1.0,0.8,6.3,0.07,16.8,1.67137,69.451669,5.815002,0.545552
4,ok,failure_candidate,5,cross,0.786,4h,9,0.055148,0.012879,11.111111,-0.004834,1.0,0.5556,7.333333,0.071111,16.333333,2.777148,24.565571,5.2834,0.342958
5,LOW SAMPLE,failure_candidate,5,above,0.236,4h,1,0.052442,0.03363,22,0.011529,1.0,1.0,10,0.06,14,1.389746,4.244936,0.901508,0.326972
6,LOW SAMPLE,failure_candidate,5,touch,0.5,4h,3,0.044127,0.036822,5.333333,0.037501,1.0,1.0,5.333333,0.06,11.333333,2.124681,6.26519,3.837,0.451585
7,ok,failure_candidate,5,cross,0.382,4h,18,0.040757,0.018825,19.777778,-0.000486,1.0,0.7222,12.722222,0.156667,17,1.981286,20.706751,4.284855,0.299467
8,ok,failure_candidate,5,cross,0.5,4h,7,0.032259,0.011304,23.142857,-0.011138,1.0,1.0,7.571429,0.082857,14,2.344808,5.167094,4.201857,0.427146
9,ok,failure_candidate,5,touch,0.786,4h,7,0.027678,0.062357,12.428571,0.00722,1.0,1.0,11.857143,0.154286,17.714286,2.209961,5.248405,6.182954,0.370468
10,LOW SAMPLE,failure_candidate,5,touch,1,4h,2,0.01928,0.044201,22,0.007414,1.0,1.0,5,0.05,19.5,3.107582,4.438815,4.27,0.109823
11,LOW SAMPLE,failure_candidate,5,below,0.5,4h,1,0.016557,0.021038,20,-0.010706,1.0,1.0,13,0.1,5,5.505624,1.880367,3.8515,0.048993
12,LOW SAMPLE,failure_candidate,5,touch,0.618,4h,3,0.010055,0.021554,28,0.002,1.0,1.0,12,0.153333,15,2.163899,5.30423,4.217105,0.270398
13,LOW SAMPLE,failure_candidate,5,above,1,4h,1,0.009321,0.063763,33,-0.002542,1.0,1.0,14,0.2,20,0.756673,12.630225,10.24,0.428214
14,LOW SAMPLE,failure_candidate,5,touch,0.236,4h,2,0.005008,0.059907,3,-0.022659,1.0,1.0,6,0.07,18,2.016576,5.194116,5.67894,1.111433
15,LOW SAMPLE,failure_candidate,5,above,0.5,4h,2,0.003821,0.033071,22,-0.006333,1.0,1.0,7.5,0.09,15,2.427462,6.542135,4.23425,0.414127
1,ok,failure_candidate,10,cross,1,4h,6,0.091366,0.043199,16.5,0.022958,1.0,0.8333,8,0.076667,15.333333,1.904515,37.764124,5.513333,0.387217
2,ok,failure_candidate,10,cross,0.236,4h,10,0.091138,0.027266,15.3,0.021397,0.9,0.8,6.3,0.07,16.8,1.67137,69.451669,5.815002,0.545552
3,ok,failure_candidate,10,cross,0.618,4h,17,0.085233,0.026528,15.529412,-0.004553,0.8235,0.7059,8.058824,0.094118,15.470588,2.26511,9.650056,4.82253,0.396098
4,ok,failure_candidate,10,cross,0.786,4h,9,0.08286,0.016641,11.111111,-0.025509,0.8889,0.8889,7.333333,0.071111,16.333333,2.777148,24.565571,5.2834,0.342958
5,ok,failure_candidate,10,cross,0.382,4h,18,0.067827,0.022495,19.777778,-0.018699,0.7222,0.8333,12.722222,0.156667,17,1.981286,20.706751,4.284855,0.299467
6,LOW SAMPLE,failure_candidate,10,touch,0.5,4h,3,0.053099,0.038073,5.333333,0.009487,0.6667,1.0,5.333333,0.06,11.333333,2.124681,6.26519,3.837,0.451585
7,LOW SAMPLE,failure_candidate,10,above,0.236,4h,1,0.052442,0.03363,22,0.018524,1.0,1.0,10,0.06,14,1.389746,4.244936,0.901508,0.326972
8,LOW SAMPLE,failure_candidate,10,touch,1,4h,2,0.051902,0.044201,22,0.034822,1.0,1.0,5,0.05,19.5,3.107582,4.438815,4.27,0.109823
9,ok,failure_candidate,10,cross,0.5,4h,7,0.050777,0.017924,23.142857,-0.001439,0.7143,1.0,7.571429,0.082857,14,2.344808,5.167094,4.201857,0.427146
10,ok,failure_candidate,10,touch,0.786,4h,7,0.047866,0.063332,12.428571,0.005612,0.7143,1.0,11.857143,0.154286,17.714286,2.209961,5.248405,6.182954,0.370468
11,LOW SAMPLE,failure_candidate,10,below,0.5,4h,1,0.043944,0.021038,20,-0.017428,1.0,1.0,13,0.1,5,5.505624,1.880367,3.8515,0.048993
12,LOW SAMPLE,failure_candidate,10,above,1,4h,1,0.03436,0.063763,33,-0.015252,0.0,1.0,14,0.2,20,0.756673,12.630225,10.24,0.428214
13,LOW SAMPLE,failure_candidate,10,touch,0.618,4h,3,0.020139,0.02193,28,0.012286,0.6667,1.0,12,0.153333,15,2.163899,5.30423,4.217105,0.270398
14,LOW SAMPLE,failure_candidate,10,touch,0.236,4h,2,0.014652,0.059907,3,-0.006338,1.0,1.0,6,0.07,18,2.016576,5.194116,5.67894,1.111433
15,LOW SAMPLE,failure_candidate,10,above,0.5,4h,2,0.009846,0.041658,22,-0.016636,0.5,1.0,7.5,0.09,15,2.427462,6.542135,4.23425,0.414127
1,LOW SAMPLE,failure_candidate,20,above,0.236,4h,1,0.239884,0.03363,22,0.185941,1.0,1.0,10,0.06,14,1.389746,4.244936,0.901508,0.326972
2,LOW SAMPLE,failure_candidate,20,touch,0.5,4h,3,0.190194,0.047214,5.333333,0.022403,1.0,1.0,5.333333,0.06,11.333333,2.124681,6.26519,3.837,0.451585
3,ok,failure_candidate,20,cross,0.236,4h,10,0.112179,0.032981,15.3,0.038181,0.7,0.8,6.3,0.07,16.8,1.67137,69.451669,5.815002,0.545552
4,ok,failure_candidate,20,cross,1,4h,6,0.108343,0.058134,16.5,0.03679,0.6667,1.0,8,0.076667,15.333333,1.904515,37.764124,5.513333,0.387217
5,ok,failure_candidate,20,cross,0.786,4h,9,0.108017,0.026275,11.111111,-0.012073,0.8889,0.8889,7.333333,0.071111,16.333333,2.777148,24.565571,5.2834,0.342958
6,ok,failure_candidate,20,cross,0.618,4h,17,0.104347,0.029433,15.529412,0.00867,0.7647,0.7059,8.058824,0.094118,15.470588,2.26511,9.650056,4.82253,0.396098
7,ok,failure_candidate,20,cross,0.382,4h,18,0.098284,0.047726,19.777778,-0.039774,0.6667,0.8889,12.722222,0.156667,17,1.981286,20.706751,4.284855,0.299467
8,ok,failure_candidate,20,touch,0.786,4h,7,0.077048,0.063332,12.428571,0.01469,0.7143,1.0,11.857143,0.154286,17.714286,2.209961,5.248405,6.182954,0.370468
9,LOW SAMPLE,failure_candidate,20,touch,1,4h,2,0.073401,0.077151,22,-0.004625,0.5,1.0,5,0.05,19.5,3.107582,4.438815,4.27,0.109823
10,ok,failure_candidate,20,cross,0.5,4h,7,0.071653,0.044012,23.142857,0.035387,0.5714,1.0,7.571429,0.082857,14,2.344808,5.167094,4.201857,0.427146
11,LOW SAMPLE,failure_candidate,20,below,0.5,4h,1,0.065729,0.026827,20,-0.014814,1.0,1.0,13,0.1,5,5.505624,1.880367,3.8515,0.048993
12,LOW SAMPLE,failure_candidate,20,touch,0.236,4h,2,0.056244,0.059907,3,0.051561,1.0,1.0,6,0.07,18,2.016576,5.194116,5.67894,1.111433
13,LOW SAMPLE,failure_candidate,20,touch,0.618,4h,3,0.038793,0.049529,28,0.007116,0.3333,1.0,12,0.153333,15,2.163899,5.30423,4.217105,0.270398
14,LOW SAMPLE,failure_candidate,20,above,1,4h,1,0.03436,0.063763,33,0.024361,1.0,1.0,14,0.2,20,0.756673,12.630225,10.24,0.428214
15,LOW SAMPLE,failure_candidate,20,above,0.5,4h,2,0.030054,0.048773,22,-0.022231,0.5,1.0,7.5,0.09,15,2.427462,6.542135,4.23425,0.414127
1,LOW SAMPLE,failure_candidate,50,touch,0.5,4h,3,0.385629,0.047214,5.333333,0.169781,1.0,1.0,5.333333,0.06,11.333333,2.124681,6.26519,3.837,0.451585
2,LOW SAMPLE,failure_candidate,50,above,0.236,4h,1,0.239884,0.630481,22,-0.44799,0.0,1.0,10,0.06,14,1.389746,4.244936,0.901508,0.326972
3,ok,failure_candidate,50,cross,0.236,4h,10,0.155522,0.083919,15.3,0.090497,0.6,0.8,6.3,0.07,16.8,1.67137,69.451669,5.815002,0.545552
4,ok,failure_candidate,50,cross,1,4h,6,0.153821,0.072902,16.5,0.051421,0.5,1.0,8,0.076667,15.333333,1.904515,37.764124,5.513333,0.387217
5,ok,failure_candidate,50,cross,0.382,4h,18,0.150141,0.10329,19.777778,6.7e-05,0.5,1.0,12.722222,0.156667,17,1.981286,20.706751,4.284855,0.299467
6,ok,failure_candidate,50,cross,0.786,4h,9,0.147013,0.051495,11.111111,-0.065008,0.6667,0.8889,7.333333,0.071111,16.333333,2.777148,24.565571,5.2834,0.342958
7,ok,failure_candidate,50,touch,0.786,4h,7,0.14542,0.090837,12.428571,-0.029608,0.5714,1.0,11.857143,0.154286,17.714286,2.209961,5.248405,6.182954,0.370468
8,ok,failure_candidate,50,cross,0.618,4h,17,0.136758,0.088378,15.529412,0.029185,0.6471,0.7647,8.058824,0.094118,15.470588,2.26511,9.650056,4.82253,0.396098
9,LOW SAMPLE,failure_candidate,50,touch,1,4h,2,0.124727,0.183784,22,0.004545,0.5,1.0,5,0.05,19.5,3.107582,4.438815,4.27,0.109823
10,ok,failure_candidate,50,cross,0.5,4h,7,0.124484,0.087579,23.142857,0.000524,0.5714,1.0,7.571429,0.082857,14,2.344808,5.167094,4.201857,0.427146
11,LOW SAMPLE,failure_candidate,50,below,0.5,4h,1,0.120627,0.070024,20,-0.09934,1.0,1.0,13,0.1,5,5.505624,1.880367,3.8515,0.048993
12,LOW SAMPLE,failure_candidate,50,touch,0.236,4h,2,0.1004,0.059907,3,0.022981,1.0,1.0,6,0.07,18,2.016576,5.194116,5.67894,1.111433
13,LOW SAMPLE,failure_candidate,50,touch,0.618,4h,3,0.078909,0.075492,28,0.024318,0.3333,1.0,12,0.153333,15,2.163899,5.30423,4.217105,0.270398
14,LOW SAMPLE,failure_candidate,50,above,0.5,4h,2,0.077298,0.131934,22,-0.011013,0.5,1.0,7.5,0.09,15,2.427462,6.542135,4.23425,0.414127
15,LOW SAMPLE,failure_candidate,50,above,1,4h,1,0.037156,0.254332,33,-0.120451,0.0,1.0,14,0.2,20,0.756673,12.630225,10.24,0.428214
